coverage_key	association_status	topology_ownership	existing_node_id	existing_anchor_id	map_region_loc_id	map_region_source	zone_ids	zone_names	teleporter_ids	teleporter_labels	nearest_landmark_id	nearest_landmark_label	nearest_landmark_distance	association_reason	source_refs
018e0d62812dab482b8e9b660170a05ced934711f05188df1d023664ef6e1b58	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			923	data/mapregion/hunter_town.xml		aden_2420_001|fishing_place_14|no_bookmark_24_20	35274	Forest of Mirrors	35274@142065,81300,-3000	Forest of Mirrors	482	source_geometry_no_validated_anchor;map_cell=24,20;landmark_proximity_only	data/mapregion/hunter_town.xml|data/spawns/Catacombs/CatacombOfTheWitch.xml|data/teleporters/chamberlain/35274.xml|data/zones/fishing.xml|data/zones/no_bookmark.xml|data/zones/tax.xml
01b1defa9522009b05e93ef24bdada3dc0bff4185eb02e7ee1b10dffc08f3433	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			916	data/mapregion/dion_castle_town.xml		dion_2121_001|fishing_place_23|no_bookmark_21_21	31096		31096@45251,123890,-5415		7447	source_geometry_no_validated_anchor;map_cell=21,21;landmark_proximity_only	data/mapregion/dion_castle_town.xml|data/spawns/Catacombs/NecropolisOfThePilgrims.xml|data/teleporters/dungeon/31096.xml|data/zones/fishing.xml|data/zones/no_bookmark.xml|data/zones/tax.xml
01d45fe32598e8270dab20b2735646ee30ae4664f00c0e657759b501ae88e93a	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			921	data/mapregion/dwarf_town.xml		fishing_place_16|schuttgart_2411_001	50009	Eastern Mining Zone (Northeastern Shore)	50009@169008,-208272,-3504	Eastern Mining Zone (Northeastern Shore)	18020	source_geometry_no_validated_anchor;map_cell=24,11;landmark_proximity_only	data/mapregion/dwarf_town.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml|data/teleporters/others/50009.xml|data/zones/fishing.xml|data/zones/tax.xml
0207a09bbbb16a46b95706bd6c81bafccf99fe8f771e8a5e50d143005664617a	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			1537	data/mapregion/rune_town.xml		rune_2216_001	32648		32648@89513,-44800,-2136		8024	source_geometry_no_validated_anchor;map_cell=22,16;landmark_proximity_only	data/mapregion/rune_town.xml|data/spawns/Rune/SwampOfScreams.xml|data/teleporters/others/32648.xml|data/zones/tax.xml
02144b73511053da73c39b1d03bd94fe49c88f83c8aa9abb4c0a25316b502721	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			1924	data/mapregion/primeval_island.xml		no_bookmark_20_17	32648		32648@11235,-24026,-3640		15863	source_geometry_no_validated_anchor;map_cell=20,17;landmark_proximity_only	data/mapregion/primeval_island.xml|data/spawns/Rune/PrimevalIsle.xml|data/teleporters/others/32648.xml|data/zones/no_bookmark.xml
021822d8a1cb8c1c2a32ea67d313672c0050f2b59ffad0b9e49f785e635adb16	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			913	data/mapregion/DMZ.xml		darkelf_town_19_20_1|fishing_place_31|gludio_1920_002|no_bookmark_19_20|oren_1920_002	31098		31098@-21726,77385,-5177		4278	source_geometry_no_validated_anchor;map_cell=19,20;landmark_proximity_only	data/mapregion/DMZ.xml|data/spawns/Catacombs/NecropolisOfThePatriots.xml|data/teleporters/dungeon/31098.xml|data/zones/fishing.xml|data/zones/no_bookmark.xml|data/zones/respawn.xml|data/zones/tax.xml
0239f044b076bbb7b68f5a031f2150431b1ecce06c551add355d4b2399debd48	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			921	data/mapregion/dwarf_town.xml		fishing_place_16|schuttgart_2411_001	50009	Western Mining Zone (Central Shore)	50009@136910,-205082,-3664	Western Mining Zone (Central Shore)	14923	source_geometry_no_validated_anchor;map_cell=24,11;landmark_proximity_only	data/mapregion/dwarf_town.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml|data/teleporters/others/50009.xml|data/zones/fishing.xml|data/zones/tax.xml
024bdca485950fb76a5ee47e76a6981b3c7b9fddfbec93c8201576968b15c347	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			910	data/mapregion/talking_island_town.xml		fishing_place_13|gludio_1725_001	32163	Talking Island Village	32163@-84318,244579,-3730	Talking Island Village	12008	source_geometry_no_validated_anchor;map_cell=17,25;landmark_proximity_only	data/mapregion/talking_island_town.xml|data/spawns/TalkingIsland/TalkingIslandMonsters.xml|data/teleporters/town/32163.xml|data/zones/fishing.xml|data/zones/tax.xml
0251d78e20131518ee9f324d0837b78f5748a549b99cbbcef4ab1b395db08918	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			916	data/mapregion/dion_castle_town.xml		dion_2121_001|fishing_place_23|no_bookmark_21_21	35142	Fortress of Resistance	35142@47382,111278,-2104	Fortress of Resistance	6109	source_geometry_no_validated_anchor;map_cell=21,21;landmark_proximity_only	data/mapregion/dion_castle_town.xml|data/spawns/Catacombs/NecropolisOfThePilgrims.xml|data/teleporters/chamberlain/35142.xml|data/zones/fishing.xml|data/zones/no_bookmark.xml|data/zones/tax.xml
02ba0f777f16cfc2ec39483b47b9c0d10fa018278b2901f14d50dc876e21f277	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			915	data/mapregion/darkelf_town.xml		no_bookmark_18_20|oren_1820_001	31099		31099@-52254,79103,-4743		4302	source_geometry_no_validated_anchor;map_cell=18,20;landmark_proximity_only	data/mapregion/darkelf_town.xml|data/spawns/Catacombs/NecropolisOfDevotion.xml|data/teleporters/dungeon/31099.xml|data/zones/no_bookmark.xml|data/zones/tax.xml
02f3460b46ad2daccf3455d47afc90fc1a09f7d3ebe720d158edbd712be9f361	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			919	data/mapregion/giran_habor.xml		devil_damage_007|fishing_place_20|giran_2124_001|giran_castle_town_21_24	32712		32712@52241,218775,-3224		7566	source_geometry_no_validated_anchor;map_cell=21,24;landmark_proximity_only	data/mapregion/giran_habor.xml|data/spawns/Giran/DevilsIsle.xml|data/teleporters/others/32712.xml|data/zones/devil_isle.xml|data/zones/fishing.xml|data/zones/respawn.xml|data/zones/tax.xml
03100654326574ce3c04e83c827971baf30e6ecf70cf217fcff54e9473a92204	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			911	data/mapregion/gludin_town.xml		fishing_place_33|gludio_1823_001	50009	Red Rock Ridge	50009@-42256,198333,-2800	Red Rock Ridge	6627	source_geometry_no_validated_anchor;map_cell=18,23;landmark_proximity_only	data/mapregion/gludin_town.xml|data/spawns/Gludio/Wasteland.xml|data/teleporters/others/50009.xml|data/zones/fishing.xml|data/zones/tax.xml
0342f2ab29359668ef4eb46b5b9976e5cf11976d2c486f81c43bc9c2785dba8f	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			924	data/mapregion/aden_town.xml	70051	Tower_of_Insolence|aden_2318_001|baium_no_restart|boss_area_baium|no_bookmark_baium_no_restart	30848	Tower of Insolence, 13th Floor	30848@115384,16820,9000	Tower of Insolence, 13th Floor	2113	source_geometry_no_validated_anchor;map_cell=23,18;landmark_proximity_only	data/mapregion/aden_town.xml|data/spawns/Aden/TowerOfInsolence.xml|data/teleporters/town/30848.xml|data/zones/no_bookmark.xml|data/zones/no_landing.xml|data/zones/no_restart.xml|data/zones/no_summon_friend.xml|data/zones/tax.xml
03879936eca10c65a7e75fa176ee3ca66ea14fdd751c4ae8b338f8ee69320d29	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			924	data/mapregion/aden_town.xml		aden_2417_001	35271		35271@147458,2010,217		14347	source_geometry_no_validated_anchor;map_cell=24,17;landmark_proximity_only	data/mapregion/aden_town.xml|data/spawns/Aden/BlazingSwamp.xml|data/teleporters/doorman/35271.xml|data/zones/tax.xml
04199f10955f0df4ab3ac51c581586554a9794e478f60a5b3302cdea5d9b8999	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			911	data/mapregion/gludin_town.xml		fishing_place_33|gludio_1824_001|no_bookmark_18_24	31095		31095@-41570,209785,-5089		8654	source_geometry_no_validated_anchor;map_cell=18,24;landmark_proximity_only	data/mapregion/gludin_town.xml|data/spawns/Catacombs/NecropolisOfSacrifice.xml|data/teleporters/dungeon/31095.xml|data/zones/fishing.xml|data/zones/no_bookmark.xml|data/zones/tax.xml
04495906ca6e26590255bca87757ca0a19e552eea4b9600aeea45c0b98f36f2e	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			914	data/mapregion/elf_town.xml		oren_2020_001	36141	Fortress North Gate	36141@12468,93196,-3424	Fortress North Gate	13787	source_geometry_no_validated_anchor;map_cell=20,20;landmark_proximity_only	data/mapregion/elf_town.xml|data/spawns/ElvenTerritory/ElvenStarting.xml|data/teleporters/fortress/Dion/Dragonspine.xml|data/zones/tax.xml
045686d6de6ef20528ad1e81eb4159ad346018bb74e6d9d7983425a12d5aa69e	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			916	data/mapregion/dion_castle_town.xml		20_21_cruma_tower|dion_2021_001|fishing_place_23|no_bookmark_2021|no_bookmark_20_21_cruma_tower	30487		30487@17776,108288,-9056		847	source_geometry_no_validated_anchor;map_cell=20,21;landmark_proximity_only	data/mapregion/dion_castle_town.xml|data/spawns/Dion/CrumaMarshlands.xml|data/teleporters/others/30487.xml|data/zones/fishing.xml|data/zones/no_bookmark.xml|data/zones/no_summon_friend.xml|data/zones/tax.xml
046c4a8978dbff2852a7755ee313e84b9055157c7b797a86be5b757cc1758f6a	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			924	data/mapregion/aden_town.xml		aden_2417_001	35274	Blazing Swamp	35274@155310,-16339,-3320	Blazing Swamp	13918	source_geometry_no_validated_anchor;map_cell=24,17;landmark_proximity_only	data/mapregion/aden_town.xml|data/spawns/Aden/BlazingSwamp.xml|data/teleporters/chamberlain/35274.xml|data/zones/tax.xml
047e45cfcece79be9e9372d1a84667df59730b1568819515811f589b23d27ee6	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			916	data/mapregion/dion_castle_town.xml		dion_2121_001|fishing_place_23|no_bookmark_21_21	35142	Fortress of Resistance	35142@47382,111278,-2104	Fortress of Resistance	5395	source_geometry_no_validated_anchor;map_cell=21,21;landmark_proximity_only	data/mapregion/dion_castle_town.xml|data/spawns/Catacombs/NecropolisOfThePilgrims.xml|data/teleporters/chamberlain/35142.xml|data/zones/fishing.xml|data/zones/no_bookmark.xml|data/zones/tax.xml
048262d0a0afc6801ebc8cd1daffdeda490387894dc8a27265505eb335ad0c10	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			921	data/mapregion/dwarf_town.xml		fishing_place_16|schuttgart_2311_001	50009	Western Mining Zone (Central Shore)	50009@136910,-205082,-3664	Western Mining Zone (Central Shore)	17744	source_geometry_no_validated_anchor;map_cell=23,11;landmark_proximity_only	data/mapregion/dwarf_town.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml|data/teleporters/others/50009.xml|data/zones/fishing.xml|data/zones/tax.xml
0497bbb2471a172c40a07476e70cf8619353eb14dd73f2a2562ac79185baa727	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			920	data/mapregion/orc_town.xml		fishing_place_32|schuttgart_1915_001|schuttgart_2015_001	50009	Immortal Plateau, Southern Region	50009@-4190,-80040,-2696	Immortal Plateau, Southern Region	8549	source_geometry_no_validated_anchor;map_cell=20,15;landmark_proximity_only	data/mapregion/orc_town.xml|data/spawns/OrcTerritory/OrcStarting.xml|data/teleporters/others/50009.xml|data/zones/fishing.xml|data/zones/tax.xml
04c4f2a1e74f9c09331b0becdcd5af72de7bc749430393487267cb8d15dc59fc	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			2259	data/mapregion/fantasy_island.xml		cratae_no_restart2|crataer_battle2|crate02_17_15|no_bookmark_17_15_cratae_a_024|no_bookmark_17_15_cratae_b_024|no_bookmark_17_15_cratae_c_024|no_bookmark_17_15_cratae_d_024|no_bookmark_17_15_cratae_e_024|no_bookmark_17_15_cratae_f_024|no_bookmark_cratae_no_restart3|no_bookmark_crataer_battle2	32378		32378@-70293,-71029,-1416		12511	source_geometry_no_validated_anchor;map_cell=17,15;landmark_proximity_only	data/mapregion/fantasy_island.xml|data/spawns/Others/KrateisCube.xml|data/teleporters/others/32378.xml|data/zones/krateis_cube.xml|data/zones/no_bookmark.xml|data/zones/respawn.xml
04c7a9693b66f2065a45b2b05bf7ef80ee43e30c2cfd3e29823cd4d9883250be	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			926	data/mapregion/heiness_town.xml		fishing_place_17|innadrile_2323_001	31105		31105@110818,174010,-5443		5229	source_geometry_no_validated_anchor;map_cell=23,23;landmark_proximity_only	data/mapregion/heiness_town.xml|data/spawns/Innadril/AlligatorIsland.xml|data/teleporters/dungeon/31105.xml|data/zones/fishing.xml|data/zones/tax.xml
04ce78e15b76ebe5b87cc40ca799bea81cf5b449647de5cc9b878553f94048dc	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			914	data/mapregion/elf_town.xml		oren_2119_001	32163	Elven Village	32163@46934,51467,-2977	Elven Village	13551	source_geometry_no_validated_anchor;map_cell=21,19;landmark_proximity_only	data/mapregion/elf_town.xml|data/spawns/ElvenTerritory/ElvenStarting.xml|data/teleporters/town/32163.xml|data/zones/tax.xml
04e218bf7a292c494b8eec81711ac8d70f36de4481c5c39059ce72b1307d5acf	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			1538	data/mapregion/godard_town.xml		godard_2416_001	31275	Garden of Wild Beasts	31275@132997,-60608,-2960	Garden of Wild Beasts	4363	source_geometry_no_validated_anchor;map_cell=24,16;landmark_proximity_only	data/mapregion/godard_town.xml|data/spawns/Goddard/GardenOfBeasts.xml|data/teleporters/town/31275.xml|data/zones/tax.xml
05002a214aeeec9a439af6c7a3e7c4489d46f2aec629684f87e0acf86b08fecd	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			921	data/mapregion/dwarf_town.xml		fishing_place_16|schuttgart_2411_001	50009	Western Mining Zone (Central Shore)	50009@136910,-205082,-3664	Western Mining Zone (Central Shore)	8723	source_geometry_no_validated_anchor;map_cell=24,11;landmark_proximity_only	data/mapregion/dwarf_town.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml|data/teleporters/others/50009.xml|data/zones/fishing.xml|data/zones/tax.xml
05186a42b4f9cc2c49f31208863acbc7fe49d2a06a0fb80e67a3dafdf36fd6b6	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			1538	data/mapregion/godard_town.xml		godard_2516_001	31275	The Center of the Wall of Argos	31275@183140,-53307,-1896	The Center of the Wall of Argos	5050	source_geometry_no_validated_anchor;map_cell=25,16;landmark_proximity_only	data/mapregion/godard_town.xml|data/spawns/Goddard/WallOfArgos.xml|data/teleporters/town/31275.xml|data/zones/tax.xml
053b65c3731c17633b3c2a55d354056fe9ea90c6b2f9aed034c202981be0a585	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			920	data/mapregion/orc_town.xml		schuttgart_2013_001	50009	Frozen Waterfall	50009@8652,-139941,-1144	Frozen Waterfall	1772	source_geometry_no_validated_anchor;map_cell=20,13;landmark_proximity_only	data/mapregion/orc_town.xml|data/spawns/OrcTerritory/OrcStarting.xml|data/teleporters/others/50009.xml|data/zones/tax.xml
054a33b59b94dcb5d5e8d43a2b301a3f8e6108c507564a3090731a56a1e28929	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			1537	data/mapregion/rune_town.xml		fishing_place_24|rune_2215_001	35509	Valley of Saints	35509@65307,-71445,-3696	Valley of Saints	9788	source_geometry_no_validated_anchor;map_cell=22,15;landmark_proximity_only	data/mapregion/rune_town.xml|data/spawns/Rune/ValleyOfSaints.xml|data/teleporters/chamberlain/35509.xml|data/zones/fishing.xml|data/zones/tax.xml
0561637d99bf779d51d7d3167933861f5d2116b4fe5c41d950173a1b86763961	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			915	data/mapregion/darkelf_town.xml		no_bookmark_18_20|oren_1820_001	30177	Altar of Rites	30177@-44566,77508,-3736	Altar of Rites	1501	source_geometry_no_validated_anchor;map_cell=18,20;landmark_proximity_only	data/mapregion/darkelf_town.xml|data/spawns/Catacombs/NecropolisOfDevotion.xml|data/teleporters/town/30177.xml|data/zones/no_bookmark.xml|data/zones/tax.xml
0570910db17d9f20a9d86883f3b33b5d3ea8966bad3d5a12711d927830449601	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			923	data/mapregion/hunter_town.xml		aden_2010_001|no_bookmark_20_10	31119		31119@12521,-248481,-9585		3472	source_geometry_no_validated_anchor;map_cell=20,10;landmark_proximity_only	data/mapregion/hunter_town.xml|data/spawns/Catacombs/CatacombOfTheForbiddenPath.xml|data/teleporters/dungeon/31119.xml|data/zones/no_bookmark.xml|data/zones/tax.xml
05aa0db26a7a3df923b2f30344644c7084b41af48d8facdc616e61774e886044	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			1714	data/mapregion/town_of_schuttgart.xml		schuttgart_2313_001	35555	Plunderous Plains	35555@111965,-154172,-1528	Plunderous Plains	6786	source_geometry_no_validated_anchor;map_cell=23,13;landmark_proximity_only	data/mapregion/town_of_schuttgart.xml|data/spawns/Others/PlunderousPlains.xml|data/teleporters/chamberlain/35555.xml|data/zones/tax.xml
05bbbe1f28986b0a9c5cc4d065f30252b3d0395e00c439a99235489800c85758	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			922	data/mapregion/oren_castle_town.xml		no_bookmark_19_10|oren_1910_001	31116		31116@-20230,-250780,-8168		4316	source_geometry_no_validated_anchor;map_cell=19,10;landmark_proximity_only	data/mapregion/oren_castle_town.xml|data/spawns/Catacombs/CatacombOfTheApostate.xml|data/teleporters/dungeon/31116.xml|data/zones/no_bookmark.xml|data/zones/tax.xml
