coverage_key	level_min	level_max	source_path	source_family	current_anchor_status	published	component_id	walk_reachable	normal_gk_reachable	primary_blocker	secondary_blocker	nearest_reachable_component_distance	candidate_factual_bridge_kind	evidence_refs
01196fc406e6183446f2b1c4d9b3bed31d6fb0d1855ceda8c3f715f4b2a67b4f	67	69	data/spawns/Aden/TowerOfInsolence.xml	Aden	CLOSED_SOURCE_NO_DOOR_PATH	false		false	false	CLOSED_SOURCE_ENTRANCE_REQUIRED	DOOR_ROOM_MODEL_REQUIRED	68590	NONE_PROVEN	WORLD_COVERAGE.tsv:01196fc406e6183446f2b1c4d9b3bed31d6fb0d1855ceda8c3f715f4b2a67b4f|TOPOLOGY_CANDIDATES.tsv:01196fc406e6183446f2b1c4d9b3bed31d6fb0d1855ceda8c3f715f4b2a67b4f|ANCHOR_GEODATA_VALIDATION.tsv:01196fc406e6183446f2b1c4d9b3bed31d6fb0d1855ceda8c3f715f4b2a67b4f|data/spawns/Aden/TowerOfInsolence.xml
01203bc2e2ad59b93d25df5f867e45f23cd0f8d1927b9b83b0914cc44b48149d	48	50	data/spawns/Aden/PlainsOfGlory.xml	Aden	PLANNER_TARGET_DISTANCE	false		false	false	PLANNER_TARGET_DISTANCE	PLANNER_TARGET_DISTANCE	99324	NONE_PROVEN	WORLD_COVERAGE.tsv:01203bc2e2ad59b93d25df5f867e45f23cd0f8d1927b9b83b0914cc44b48149d|TOPOLOGY_CANDIDATES.tsv:01203bc2e2ad59b93d25df5f867e45f23cd0f8d1927b9b83b0914cc44b48149d|ANCHOR_GEODATA_VALIDATION.tsv:01203bc2e2ad59b93d25df5f867e45f23cd0f8d1927b9b83b0914cc44b48149d|data/spawns/Aden/PlainsOfGlory.xml
012d1742560608518b1a98f7cbf76624e0119940b6ea6b32694ff47aaf269eb2	18	20	data/spawns/DwarvenTerritory/DwarvenStarting.xml	DwarvenTerritory	OUTSIDE_GEOMETRY	false		false	false	ANCHOR_GEOMETRY_BLOCKED	OUTSIDE_GEOMETRY	23474	NONE_PROVEN	WORLD_COVERAGE.tsv:012d1742560608518b1a98f7cbf76624e0119940b6ea6b32694ff47aaf269eb2|TOPOLOGY_CANDIDATES.tsv:012d1742560608518b1a98f7cbf76624e0119940b6ea6b32694ff47aaf269eb2|ANCHOR_GEODATA_VALIDATION.tsv:012d1742560608518b1a98f7cbf76624e0119940b6ea6b32694ff47aaf269eb2|data/spawns/DwarvenTerritory/DwarvenStarting.xml
01357667cd5a6320db41d60ad32941bd4d21c4b2be49d908334f99a40a011975	78	78	data/spawns/Goddard/KetraOrcOutpost.xml	Goddard	OUTSIDE_GEOMETRY	false		false	false	ANCHOR_GEOMETRY_BLOCKED	OUTSIDE_GEOMETRY	86430	NONE_PROVEN	WORLD_COVERAGE.tsv:01357667cd5a6320db41d60ad32941bd4d21c4b2be49d908334f99a40a011975|TOPOLOGY_CANDIDATES.tsv:01357667cd5a6320db41d60ad32941bd4d21c4b2be49d908334f99a40a011975|ANCHOR_GEODATA_VALIDATION.tsv:01357667cd5a6320db41d60ad32941bd4d21c4b2be49d908334f99a40a011975|data/spawns/Goddard/KetraOrcOutpost.xml
013f818c1372afc740e3cbc25d246ffd8e7904b115d7417f3bcce88c3ff2c407	24	25	data/spawns/DwarvenTerritory/DwarvenStarting.xml	DwarvenTerritory	VALID	true	component.17d39984ff40b347b4bbe819	false	false	OPEN_COMPONENT_DISCONNECTED	NO_PROVEN_COMPONENT_BRIDGE	4788	ADAPTIVE_GEODATA_PROBE_REQUIRED	WORLD_COVERAGE.tsv:013f818c1372afc740e3cbc25d246ffd8e7904b115d7417f3bcce88c3ff2c407|TOPOLOGY_CANDIDATES.tsv:013f818c1372afc740e3cbc25d246ffd8e7904b115d7417f3bcce88c3ff2c407|ANCHOR_GEODATA_VALIDATION.tsv:013f818c1372afc740e3cbc25d246ffd8e7904b115d7417f3bcce88c3ff2c407|data/spawns/DwarvenTerritory/DwarvenStarting.xml
0166b0c815eb95495933e8064f03bfbe4c3f9c1e64b72c20a3618a891146d6cc	31	33	data/spawns/Giran/GorgonFlowerGarden.xml	Giran	OUTSIDE_GEOMETRY	false		false	false	ANCHOR_GEOMETRY_BLOCKED	OUTSIDE_GEOMETRY	104302	NONE_PROVEN	WORLD_COVERAGE.tsv:0166b0c815eb95495933e8064f03bfbe4c3f9c1e64b72c20a3618a891146d6cc|TOPOLOGY_CANDIDATES.tsv:0166b0c815eb95495933e8064f03bfbe4c3f9c1e64b72c20a3618a891146d6cc|ANCHOR_GEODATA_VALIDATION.tsv:0166b0c815eb95495933e8064f03bfbe4c3f9c1e64b72c20a3618a891146d6cc|data/spawns/Giran/GorgonFlowerGarden.xml
017944854622d1db80e602d2052599eec7750a5472e482f38998e87b4bc0d16e	16	18	data/spawns/ElvenTerritory/ElvenStarting.xml	ElvenTerritory	OUTSIDE_GEOMETRY	false		false	false	ANCHOR_GEOMETRY_BLOCKED	OUTSIDE_GEOMETRY	38317	NONE_PROVEN	WORLD_COVERAGE.tsv:017944854622d1db80e602d2052599eec7750a5472e482f38998e87b4bc0d16e|TOPOLOGY_CANDIDATES.tsv:017944854622d1db80e602d2052599eec7750a5472e482f38998e87b4bc0d16e|ANCHOR_GEODATA_VALIDATION.tsv:017944854622d1db80e602d2052599eec7750a5472e482f38998e87b4bc0d16e|data/spawns/ElvenTerritory/ElvenStarting.xml
0183a335ec46ecc2ae17870c7d7280215b5f2eddfb8e06fac2af95a219c4a790	69	70	data/spawns/Goddard/WallOfArgos.xml	Goddard	VALID	true	component.2a9c43c9085557c6c36c74ec	false	false	OPEN_COMPONENT_DISCONNECTED	NO_PROVEN_COMPONENT_BRIDGE	125954	ADAPTIVE_GEODATA_PROBE_REQUIRED	WORLD_COVERAGE.tsv:0183a335ec46ecc2ae17870c7d7280215b5f2eddfb8e06fac2af95a219c4a790|TOPOLOGY_CANDIDATES.tsv:0183a335ec46ecc2ae17870c7d7280215b5f2eddfb8e06fac2af95a219c4a790|ANCHOR_GEODATA_VALIDATION.tsv:0183a335ec46ecc2ae17870c7d7280215b5f2eddfb8e06fac2af95a219c4a790|data/spawns/Goddard/WallOfArgos.xml
018e0d62812dab482b8e9b660170a05ced934711f05188df1d023664ef6e1b58	60	61	data/spawns/Catacombs/CatacombOfTheWitch.xml	Catacombs	CLOSED_SOURCE_NO_DOOR_PATH	false		false	false	CLOSED_SOURCE_ENTRANCE_REQUIRED	DOOR_ROOM_MODEL_REQUIRED	101888	NONE_PROVEN	WORLD_COVERAGE.tsv:018e0d62812dab482b8e9b660170a05ced934711f05188df1d023664ef6e1b58|TOPOLOGY_CANDIDATES.tsv:018e0d62812dab482b8e9b660170a05ced934711f05188df1d023664ef6e1b58|ANCHOR_GEODATA_VALIDATION.tsv:018e0d62812dab482b8e9b660170a05ced934711f05188df1d023664ef6e1b58|data/spawns/Catacombs/CatacombOfTheWitch.xml
01b1defa9522009b05e93ef24bdada3dc0bff4185eb02e7ee1b10dffc08f3433	34	37	data/spawns/Catacombs/NecropolisOfThePilgrims.xml	Catacombs	CLOSED_SOURCE_NO_DOOR_PATH	false		false	false	CLOSED_SOURCE_ENTRANCE_REQUIRED	DOOR_ROOM_MODEL_REQUIRED	80804	NONE_PROVEN	WORLD_COVERAGE.tsv:01b1defa9522009b05e93ef24bdada3dc0bff4185eb02e7ee1b10dffc08f3433|TOPOLOGY_CANDIDATES.tsv:01b1defa9522009b05e93ef24bdada3dc0bff4185eb02e7ee1b10dffc08f3433|ANCHOR_GEODATA_VALIDATION.tsv:01b1defa9522009b05e93ef24bdada3dc0bff4185eb02e7ee1b10dffc08f3433|data/spawns/Catacombs/NecropolisOfThePilgrims.xml
01d45fe32598e8270dab20b2735646ee30ae4664f00c0e657759b501ae88e93a	18	20	data/spawns/DwarvenTerritory/DwarvenStarting.xml	DwarvenTerritory	VALID	true	component.10e204556f859c1b294aeca4	false	false	OPEN_COMPONENT_DISCONNECTED	NO_PROVEN_COMPONENT_BRIDGE	20552	ADAPTIVE_GEODATA_PROBE_REQUIRED	WORLD_COVERAGE.tsv:01d45fe32598e8270dab20b2735646ee30ae4664f00c0e657759b501ae88e93a|TOPOLOGY_CANDIDATES.tsv:01d45fe32598e8270dab20b2735646ee30ae4664f00c0e657759b501ae88e93a|ANCHOR_GEODATA_VALIDATION.tsv:01d45fe32598e8270dab20b2735646ee30ae4664f00c0e657759b501ae88e93a|data/spawns/DwarvenTerritory/DwarvenStarting.xml
0207a09bbbb16a46b95706bd6c81bafccf99fe8f771e8a5e50d143005664617a	70	73	data/spawns/Rune/SwampOfScreams.xml	Rune	VALID	true	component.a5b9f2d5dd956cf05f402c88	false	false	OPEN_COMPONENT_DISCONNECTED	NO_PROVEN_COMPONENT_BRIDGE	88995	ADAPTIVE_GEODATA_PROBE_REQUIRED	WORLD_COVERAGE.tsv:0207a09bbbb16a46b95706bd6c81bafccf99fe8f771e8a5e50d143005664617a|TOPOLOGY_CANDIDATES.tsv:0207a09bbbb16a46b95706bd6c81bafccf99fe8f771e8a5e50d143005664617a|ANCHOR_GEODATA_VALIDATION.tsv:0207a09bbbb16a46b95706bd6c81bafccf99fe8f771e8a5e50d143005664617a|data/spawns/Rune/SwampOfScreams.xml
02144b73511053da73c39b1d03bd94fe49c88f83c8aa9abb4c0a25316b502721	78	80	data/spawns/Rune/PrimevalIsle.xml	Rune	AMBIGUOUS_GEOMETRY	false		false	false	ANCHOR_GEOMETRY_BLOCKED	AMBIGUOUS_GEOMETRY	23591	NONE_PROVEN	WORLD_COVERAGE.tsv:02144b73511053da73c39b1d03bd94fe49c88f83c8aa9abb4c0a25316b502721|TOPOLOGY_CANDIDATES.tsv:02144b73511053da73c39b1d03bd94fe49c88f83c8aa9abb4c0a25316b502721|ANCHOR_GEODATA_VALIDATION.tsv:02144b73511053da73c39b1d03bd94fe49c88f83c8aa9abb4c0a25316b502721|data/spawns/Rune/PrimevalIsle.xml
021822d8a1cb8c1c2a32ea67d313672c0050f2b59ffad0b9e49f785e635adb16	52	55	data/spawns/Catacombs/NecropolisOfThePatriots.xml	Catacombs	CLOSED_SOURCE_NO_DOOR_PATH	false		false	false	CLOSED_SOURCE_ENTRANCE_REQUIRED	DOOR_ROOM_MODEL_REQUIRED	75444	NONE_PROVEN	WORLD_COVERAGE.tsv:021822d8a1cb8c1c2a32ea67d313672c0050f2b59ffad0b9e49f785e635adb16|TOPOLOGY_CANDIDATES.tsv:021822d8a1cb8c1c2a32ea67d313672c0050f2b59ffad0b9e49f785e635adb16|ANCHOR_GEODATA_VALIDATION.tsv:021822d8a1cb8c1c2a32ea67d313672c0050f2b59ffad0b9e49f785e635adb16|data/spawns/Catacombs/NecropolisOfThePatriots.xml
0239f044b076bbb7b68f5a031f2150431b1ecce06c551add355d4b2399debd48	15	17	data/spawns/DwarvenTerritory/DwarvenStarting.xml	DwarvenTerritory	OUTSIDE_GEOMETRY	false		false	false	ANCHOR_GEOMETRY_BLOCKED	OUTSIDE_GEOMETRY	11493	NONE_PROVEN	WORLD_COVERAGE.tsv:0239f044b076bbb7b68f5a031f2150431b1ecce06c551add355d4b2399debd48|TOPOLOGY_CANDIDATES.tsv:0239f044b076bbb7b68f5a031f2150431b1ecce06c551add355d4b2399debd48|ANCHOR_GEODATA_VALIDATION.tsv:0239f044b076bbb7b68f5a031f2150431b1ecce06c551add355d4b2399debd48|data/spawns/DwarvenTerritory/DwarvenStarting.xml
024bdca485950fb76a5ee47e76a6981b3c7b9fddfbec93c8201576968b15c347	8	8	data/spawns/TalkingIsland/TalkingIslandMonsters.xml	TalkingIsland	OUTSIDE_GEOMETRY	false		false	false	ANCHOR_GEOMETRY_BLOCKED	OUTSIDE_GEOMETRY	4790	NONE_PROVEN	WORLD_COVERAGE.tsv:024bdca485950fb76a5ee47e76a6981b3c7b9fddfbec93c8201576968b15c347|TOPOLOGY_CANDIDATES.tsv:024bdca485950fb76a5ee47e76a6981b3c7b9fddfbec93c8201576968b15c347|ANCHOR_GEODATA_VALIDATION.tsv:024bdca485950fb76a5ee47e76a6981b3c7b9fddfbec93c8201576968b15c347|data/spawns/TalkingIsland/TalkingIslandMonsters.xml
0251d78e20131518ee9f324d0837b78f5748a549b99cbbcef4ab1b395db08918	38	40	data/spawns/Catacombs/NecropolisOfThePilgrims.xml	Catacombs	CLOSED_SOURCE_NO_DOOR_PATH	false		false	false	CLOSED_SOURCE_ENTRANCE_REQUIRED	DOOR_ROOM_MODEL_REQUIRED	73969	NONE_PROVEN	WORLD_COVERAGE.tsv:0251d78e20131518ee9f324d0837b78f5748a549b99cbbcef4ab1b395db08918|TOPOLOGY_CANDIDATES.tsv:0251d78e20131518ee9f324d0837b78f5748a549b99cbbcef4ab1b395db08918|ANCHOR_GEODATA_VALIDATION.tsv:0251d78e20131518ee9f324d0837b78f5748a549b99cbbcef4ab1b395db08918|data/spawns/Catacombs/NecropolisOfThePilgrims.xml
02ba0f777f16cfc2ec39483b47b9c0d10fa018278b2901f14d50dc876e21f277	60	62	data/spawns/Catacombs/NecropolisOfDevotion.xml	Catacombs	CLOSED_SOURCE_NO_DOOR_PATH	false		false	false	CLOSED_SOURCE_ENTRANCE_REQUIRED	DOOR_ROOM_MODEL_REQUIRED	82901	NONE_PROVEN	WORLD_COVERAGE.tsv:02ba0f777f16cfc2ec39483b47b9c0d10fa018278b2901f14d50dc876e21f277|TOPOLOGY_CANDIDATES.tsv:02ba0f777f16cfc2ec39483b47b9c0d10fa018278b2901f14d50dc876e21f277|ANCHOR_GEODATA_VALIDATION.tsv:02ba0f777f16cfc2ec39483b47b9c0d10fa018278b2901f14d50dc876e21f277|data/spawns/Catacombs/NecropolisOfDevotion.xml
02f3460b46ad2daccf3455d47afc90fc1a09f7d3ebe720d158edbd712be9f361	51	51	data/spawns/Giran/DevilsIsle.xml	Giran	CLOSED_SOURCE_NO_DOOR_PATH	false		false	false	CLOSED_SOURCE_ENTRANCE_REQUIRED	DOOR_ROOM_MODEL_REQUIRED	129285	NONE_PROVEN	WORLD_COVERAGE.tsv:02f3460b46ad2daccf3455d47afc90fc1a09f7d3ebe720d158edbd712be9f361|TOPOLOGY_CANDIDATES.tsv:02f3460b46ad2daccf3455d47afc90fc1a09f7d3ebe720d158edbd712be9f361|ANCHOR_GEODATA_VALIDATION.tsv:02f3460b46ad2daccf3455d47afc90fc1a09f7d3ebe720d158edbd712be9f361|data/spawns/Giran/DevilsIsle.xml
03100654326574ce3c04e83c827971baf30e6ecf70cf217fcff54e9473a92204	33	34	data/spawns/Gludio/Wasteland.xml	Gludio	PLANNER_TARGET_DISTANCE	false		false	false	PLANNER_TARGET_DISTANCE	PLANNER_TARGET_DISTANCE	70184	NONE_PROVEN	WORLD_COVERAGE.tsv:03100654326574ce3c04e83c827971baf30e6ecf70cf217fcff54e9473a92204|TOPOLOGY_CANDIDATES.tsv:03100654326574ce3c04e83c827971baf30e6ecf70cf217fcff54e9473a92204|ANCHOR_GEODATA_VALIDATION.tsv:03100654326574ce3c04e83c827971baf30e6ecf70cf217fcff54e9473a92204|data/spawns/Gludio/Wasteland.xml
0342f2ab29359668ef4eb46b5b9976e5cf11976d2c486f81c43bc9c2785dba8f	63	66	data/spawns/Aden/TowerOfInsolence.xml	Aden	CLOSED_SOURCE_NO_DOOR_PATH	false		false	false	CLOSED_SOURCE_ENTRANCE_REQUIRED	DOOR_ROOM_MODEL_REQUIRED	71473	NONE_PROVEN	WORLD_COVERAGE.tsv:0342f2ab29359668ef4eb46b5b9976e5cf11976d2c486f81c43bc9c2785dba8f|TOPOLOGY_CANDIDATES.tsv:0342f2ab29359668ef4eb46b5b9976e5cf11976d2c486f81c43bc9c2785dba8f|ANCHOR_GEODATA_VALIDATION.tsv:0342f2ab29359668ef4eb46b5b9976e5cf11976d2c486f81c43bc9c2785dba8f|data/spawns/Aden/TowerOfInsolence.xml
03879936eca10c65a7e75fa176ee3ca66ea14fdd751c4ae8b338f8ee69320d29	67	69	data/spawns/Aden/BlazingSwamp.xml	Aden	VALID	true	component.64b27b713d4070791be49a76	false	false	OPEN_COMPONENT_DISCONNECTED	NO_PROVEN_COMPONENT_BRIDGE	100155	ADAPTIVE_GEODATA_PROBE_REQUIRED	WORLD_COVERAGE.tsv:03879936eca10c65a7e75fa176ee3ca66ea14fdd751c4ae8b338f8ee69320d29|TOPOLOGY_CANDIDATES.tsv:03879936eca10c65a7e75fa176ee3ca66ea14fdd751c4ae8b338f8ee69320d29|ANCHOR_GEODATA_VALIDATION.tsv:03879936eca10c65a7e75fa176ee3ca66ea14fdd751c4ae8b338f8ee69320d29|data/spawns/Aden/BlazingSwamp.xml
04199f10955f0df4ab3ac51c581586554a9794e478f60a5b3302cdea5d9b8999	24	27	data/spawns/Catacombs/NecropolisOfSacrifice.xml	Catacombs	CLOSED_SOURCE_NO_DOOR_PATH	false		false	false	CLOSED_SOURCE_ENTRANCE_REQUIRED	DOOR_ROOM_MODEL_REQUIRED	45328	NONE_PROVEN	WORLD_COVERAGE.tsv:04199f10955f0df4ab3ac51c581586554a9794e478f60a5b3302cdea5d9b8999|TOPOLOGY_CANDIDATES.tsv:04199f10955f0df4ab3ac51c581586554a9794e478f60a5b3302cdea5d9b8999|ANCHOR_GEODATA_VALIDATION.tsv:04199f10955f0df4ab3ac51c581586554a9794e478f60a5b3302cdea5d9b8999|data/spawns/Catacombs/NecropolisOfSacrifice.xml
04495906ca6e26590255bca87757ca0a19e552eea4b9600aeea45c0b98f36f2e	17	19	data/spawns/ElvenTerritory/ElvenStarting.xml	ElvenTerritory	VALID	true	component.8214124f9ae2cb1ec397ad50	false	false	OPEN_COMPONENT_DISCONNECTED	NO_PROVEN_COMPONENT_BRIDGE	55736	ADAPTIVE_GEODATA_PROBE_REQUIRED	WORLD_COVERAGE.tsv:04495906ca6e26590255bca87757ca0a19e552eea4b9600aeea45c0b98f36f2e|TOPOLOGY_CANDIDATES.tsv:04495906ca6e26590255bca87757ca0a19e552eea4b9600aeea45c0b98f36f2e|ANCHOR_GEODATA_VALIDATION.tsv:04495906ca6e26590255bca87757ca0a19e552eea4b9600aeea45c0b98f36f2e|data/spawns/ElvenTerritory/ElvenStarting.xml
045686d6de6ef20528ad1e81eb4159ad346018bb74e6d9d7983425a12d5aa69e	32	34	data/spawns/Dion/CrumaMarshlands.xml	Dion	PLANNER_TARGET_DISTANCE	false		false	false	PLANNER_TARGET_DISTANCE	PLANNER_TARGET_DISTANCE	71215	NONE_PROVEN	WORLD_COVERAGE.tsv:045686d6de6ef20528ad1e81eb4159ad346018bb74e6d9d7983425a12d5aa69e|TOPOLOGY_CANDIDATES.tsv:045686d6de6ef20528ad1e81eb4159ad346018bb74e6d9d7983425a12d5aa69e|ANCHOR_GEODATA_VALIDATION.tsv:045686d6de6ef20528ad1e81eb4159ad346018bb74e6d9d7983425a12d5aa69e|data/spawns/Dion/CrumaMarshlands.xml
046c4a8978dbff2852a7755ee313e84b9055157c7b797a86be5b757cc1758f6a	72	72	data/spawns/Aden/BlazingSwamp.xml	Aden	AMBIGUOUS_GEOMETRY	false		false	false	ANCHOR_GEOMETRY_BLOCKED	AMBIGUOUS_GEOMETRY	113537	NONE_PROVEN	WORLD_COVERAGE.tsv:046c4a8978dbff2852a7755ee313e84b9055157c7b797a86be5b757cc1758f6a|TOPOLOGY_CANDIDATES.tsv:046c4a8978dbff2852a7755ee313e84b9055157c7b797a86be5b757cc1758f6a|ANCHOR_GEODATA_VALIDATION.tsv:046c4a8978dbff2852a7755ee313e84b9055157c7b797a86be5b757cc1758f6a|data/spawns/Aden/BlazingSwamp.xml
047e45cfcece79be9e9372d1a84667df59730b1568819515811f589b23d27ee6	38	40	data/spawns/Catacombs/NecropolisOfThePilgrims.xml	Catacombs	CLOSED_SOURCE_NO_DOOR_PATH	false		false	false	CLOSED_SOURCE_ENTRANCE_REQUIRED	DOOR_ROOM_MODEL_REQUIRED	70503	NONE_PROVEN	WORLD_COVERAGE.tsv:047e45cfcece79be9e9372d1a84667df59730b1568819515811f589b23d27ee6|TOPOLOGY_CANDIDATES.tsv:047e45cfcece79be9e9372d1a84667df59730b1568819515811f589b23d27ee6|ANCHOR_GEODATA_VALIDATION.tsv:047e45cfcece79be9e9372d1a84667df59730b1568819515811f589b23d27ee6|data/spawns/Catacombs/NecropolisOfThePilgrims.xml
