coverage_key	source_path	source_group	classification	status	reason	instance_id	condition_summary	npc_ids	npc_types	npc_level_min	npc_level_max	attackable_npc_count	targetable_npc_count	configured_amount	respawn_summary	geometry_kind	geometry_fingerprint	sample_x	sample_y	sample_z	map_region	zone_refs	topology_candidate	source_sha256
00e0da22f33f982efe822359e92c09493cbc57fae4a627317d6d34d39759afd0	data/spawns/Others/23_20.xml	23_20	NON_FARMING	EXCLUDED	native_npc_type_or_flags	0		20600|20601|20602|20603|20604|20605|20631|27185|27186|27187|27188|30230|30231|30232|30233|30301|30610|30655|30684|30685|30686|30687|30688|30689|30690|30691|30692|30693|30694|30695|30696|30697|30698|30699|30700|30701|30702|30703|30704|30705|30706|30707|30708|30709|30710|30711|30712|30713|30714|30744|30745|30746|30764|30831|30990|31031|31051|31092|31119|31168|31169|31207|31576|31603|31604|31659|31667|31669|31670|31688|31690|31823|31824|31825|31826|32327|32478|32864|32887|35277	Adventurer|BroadcastingTower|DawnPriest|DungeonGatekeeper|DuskPriest|Fisherman|Folk|Guard|Merchant|Monster|OlympiadManager|PetManager|SignsPriest|Teleporter|Trainer|VillageMasterDElf|VillageMasterDwarf|VillageMasterFighter|VillageMasterMystic|VillageMasterOrc|Warehouse	40	80	163	230	230	20600:25:0|20600:25:0|20600:25:0|20600:25:0|20600:25:0|20600:25:0|20600:25:0|20600:25:0|20600:25:0|20600:25:0|20600:25:0|20600:25:0|20600:25:0|20600:25:0|20600:25:0|20600:25:0|20600:25:0|20600:25:0|20600:25:0|20600:25:0|20600:25:0|20600:25:0|20600:25:0|20600:25:0|20600:25:0|20600:25:0|20600:25:0|20600:25:0|20600:25:0|20600:25:0|20600:25:0|20600:25:0|20600:25:0|20600:25:0|20600:25:0|20600:25:0|20600:25:0|20601:25:0|20601:25:0|20601:25:0|20601:25:0|20601:25:0|20601:25:0|20601:25:0|20601:25:0|20601:25:0|20601:25:0|20601:25:0|20601:25:0|20601:25:0|20601:25:0|20601:25:0|20601:25:0|20601:25:0|20601:25:0|20601:25:0|20601:25:0|20601:25:0|20601:25:0|20601:25:0|20601:25:0|20601:25:0|20601:25:0|20601:25:0|20601:25:0|20602:25:0|20602:25:0|20602:25:0|20602:25:0|20602:25:0|20602:25:0|20602:25:0|20602:25:0|20602:25:0|20602:25:0|20602:25:0|20602:25:0|20602:25:0|20602:25:0|20602:25:0|20602:25:0|20602:25:0|20602:25:0|20602:25:0|20602:25:0|20603:25:0|20603:25:0|20603:25:0|20603:25:0|20603:25:0|20603:25:0|20603:25:0|20603:25:0|20603:25:0|20603:25:0|20603:25:0|20603:25:0|20603:25:0|20603:25:0|20603:25:0|20603:25:0|20603:25:0|20603:25:0|20603:25:0|20603:25:0|20603:25:0|20603:25:0|20604:25:0|20604:25:0|20604:25:0|20604:25:0|20604:25:0|20604:25:0|20604:25:0|20604:25:0|20604:25:0|20604:25:0|20604:25:0|20604:25:0|20604:25:0|20604:25:0|20604:25:0|20604:25:0|20604:25:0|20604:25:0|20604:25:0|20604:25:0|20604:25:0|20604:25:0|20604:25:0|20604:25:0|20604:25:0|20605:25:0|20605:25:0|20605:25:0|20605:25:0|20605:25:0|20605:25:0|20605:25:0|20605:25:0|20605:25:0|20605:25:0|20605:25:0|20605:25:0|20605:25:0|20605:25:0|20605:25:0|20605:25:0|20605:25:0|20605:25:0|20605:25:0|20605:25:0|20605:25:0|20605:25:0|20605:25:0|20605:25:0|20631:23:0|27185:60:0|27186:60:0|27187:60:0|27188:60:0|30230:60:0|30231:60:0|30232:60:0|30233:60:0|30301:60:0|30610:60:0|30655:60:0|30684:60:0|30685:60:0|30686:60:0|30687:60:0|30688:60:0|30689:60:0|30690:60:0|30691:60:0|30692:60:0|30693:60:0|30694:60:0|30695:60:0|30696:60:0|30697:60:0|30698:60:0|30699:60:0|30700:60:0|30701:60:0|30702:60:0|30703:60:0|30704:60:0|30705:60:0|30706:60:0|30707:60:0|30708:60:0|30709:60:0|30710:60:0|30711:60:0|30712:60:0|30713:60:0|30714:60:0|30744:60:0|30745:60:0|30746:60:0|30764:60:0|30831:60:0|30990:5:0|31031:5:0|31051:60:0|31092:60:0|31119:60:0|31168:60:0|31169:60:0|31207:5:0|31576:60:0|31603:60:0|31604:60:0|31659:60:0|31667:60:0|31669:60:0|31670:60:0|31688:60:0|31690:60:0|31823:60:0|31824:60:0|31825:60:0|31826:60:0|32327:60:0|32478:60:0|32864:60:0|32887:60:0|35277:60:0	POINT	78ff7272dcbace763dcf283283e6f72febc176a8d0bac208b71bdd046bbb0129	104228	81860	-3284	hunter_town			0d96be6a641b64edd884913d68ad25ed8b08b54900689462738659a203b8ecf5
00e29a534fa1355275206452eff844735262b6f485acf6df4197b520e6a119a0	data/spawns/Rune/ValleyOfSaints.xml	rune08_2215_26	ORDINARY_WORLD	READY_STATIC	native_static_facts	0		21530|21531|21532|21533|21544	Monster	64	67	5	5	11	21530:48:15|21531:48:15|21532:48:15|21533:48:15|21544:100:30	NPOLY	6b60fae4ac7864a497598d19c5846da4cce71bc8f0179bee8dc2553795b3a43d	86957	-85894		rune_town	rune08_2215_26	true	e58c42f2b8fc4e7e641ca2c5075c95fe3db01c3d7510e2db53ea4fa0d6aa946b
00e6dc6ffd09813c59b5a8f31fc960bf6b82266038f691468f02c532ed938a06	data/spawns/Innadril/GardenOfEva.xml	innadrill05_2225_34	ORDINARY_WORLD	READY_STATIC	native_static_facts	0		20798|20799|20800	Monster	45	47	4	4	5	20798:94:30|20799:94:30|20799:94:30|20800:94:30	MIXED	7d3acca3cb74b55e0c7685b2741bb32bd7945dce72a62bc26c2c1aa66bfdc300	81028	256474		heiness_town	innadrill05_2225_34	true	00a3ef1645ced75ff580437a2d27e4cb5f06f28706d6e76de3f6246d6eecb48e
00f509a79fc457d7db58304825615a3ffa482cc4ec5c45fecd99a890450dce00	data/spawns/Dion/BeeHive.xml	dion14_2023_02	ORDINARY_WORLD	READY_STATIC	native_static_facts	0		20928|20929|20930	Monster	30	34	3	3	34	20928:32:0|20929:32:0|20930:32:0	NPOLY	5930166e4ce7d2475ba9ce1eb89413213e62ed39de7b311a167f7ef58b6d3813	18901	183727		floran_town	dion14_2023_02	true	f9986a04df0a1fa667d504c1671564d659bd3c21ca85dcfe618c4e566282d6ed
01090ed9ef33164f44fc787bd4d97f49ee68498f2cce658b7bc5a60754adde82	data/spawns/Others/TreasureBoxes.xml	aden08_tb2319_11	NON_FARMING	EXCLUDED	native_npc_type_or_flags	0		18273|21809	Chest	45	45	2	2	2	18273:90:0|21809:90:0	NPOLY	e1350cc24527db26aeae462191a922c377c95e7db4cb594e4093383bd2a6b246	102752	57424		hunter_town	aden08_tb2319_11		da32a9fde6d6327c206deed4cfcf4438d7ec28438f34f6e7d67ddd54ba7479c7
01135f3ab432f7e089e90637f72a04055cc73e1007f9d93249ec9e5263b217f3	data/spawns/Others/KrateisCube.xml	etc10_1715_001	ORDINARY_WORLD	READY_STATIC	native_static_facts	0		18585|18586|18587|18588|18589|18590|18591|18592	Monster	75	80	17	17	22	18585:10:0|18586:15:0|18587:10:0|18588:10:0|18588:15:0|18589:15:0|18589:15:0|18589:15:0|18589:20:0|18589:20:0|18589:20:0|18590:10:0|18590:10:0|18590:20:0|18590:20:0|18591:15:0|18592:20:0	NPOLY	dd4a8742821ed1cb91f05557b9b44233673cf1c20ad0717d9de4b52819400d73	-86433	-86348		themepark	etc10_1715_001	true	46db81ad1b45c921876f0be7b2ea9879c5b925c0fe8988c8f482bbeb66923e46
01196fc406e6183446f2b1c4d9b3bed31d6fb0d1855ceda8c3f715f4b2a67b4f	data/spawns/Aden/TowerOfInsolence.xml	aden37_2318_08	ORDINARY_WORLD	READY_STATIC	native_static_facts	0		20824|20825|21061	Monster	67	69	3	3	3	20824:190:60|20825:190:60|21061:190:60	NPOLY	c5240f0dbf30f1ca94f59d93067d749d34132d3bdab0c2a17684ccee33f81843	112324	17744		aden_town	aden37_2318_08	true	58b553878ea2aadaed697b62cbdb69a71edee41a5104ca10bb71fd252284f05e
01203bc2e2ad59b93d25df5f867e45f23cd0f8d1927b9b83b0914cc44b48149d	data/spawns/Aden/PlainsOfGlory.xml	aden25_2418_04	ORDINARY_WORLD	READY_STATIC	native_static_facts	0		20684|20685|20686	Monster	48	50	3	3	13	20684:30:0|20685:30:0|20686:30:0	NPOLY	570d158ad5fb5946cf8743e26d2f27d1944648c75942419f3d5ac4d6fb1912fe	138228	212		aden_town	aden25_2418_04	true	95989c1ae5a2fe8d8f384e5c16a7b1e088af0697bc9bd87a712985297a4084e6
012d1742560608518b1a98f7cbf76624e0119940b6ea6b32694ff47aaf269eb2	data/spawns/DwarvenTerritory/DwarvenStarting.xml	schttgart09_2511_01	ORDINARY_WORLD	READY_STATIC	native_static_facts	0		21124|21125|21126	Monster	18	20	3	3	6	21124:20:0|21125:20:0|21126:20:0	NPOLY	e964bdc348c5c2e40d61045f936905b2f40efa4293a01af91ba6aa1d72c4b16d	163900	-217172		dwarf_town	schttgart09_2511_01	true	051efb8cfe0743543e0ace51934a4d757792d3cbb4e43bd81a70ac306eeeb290
01357667cd5a6320db41d60ad32941bd4d21c4b2be49d908334f99a40a011975	data/spawns/Goddard/KetraOrcOutpost.xml	godard12_2415_04	ORDINARY_WORLD	READY_STATIC	native_static_facts	0		21332|21333|21335|21336	Monster	78	78	4	4	16	21332:120:80|21333:120:80|21335:120:80|21336:120:80	NPOLY	100a42a2ec950c6fffb2e8bae4d4083117ea7d5ca7c30243cfa31a229b953e05	146604	-91660		godard_town	godard12_2415_04	true	1e1a5c6709f076cda2eb563ced41999147b1dca10c49695e89c15a69f915c29b
013f818c1372afc740e3cbc25d246ffd8e7904b115d7417f3bcce88c3ff2c407	data/spawns/DwarvenTerritory/DwarvenStarting.xml	schttgart09_2512_07	ORDINARY_WORLD	READY_STATIC	native_static_facts	0		21130|21131	Monster	24	25	2	2	4	21130:20:0|21131:20:0	NPOLY	d7aed6c640533e3507bf622c3bb89b7becf44dd956bc5a8e3ab9eda3c9aa9725	172288	-194996		dwarf_town	schttgart09_2512_07	true	051efb8cfe0743543e0ace51934a4d757792d3cbb4e43bd81a70ac306eeeb290
0166b0c815eb95495933e8064f03bfbe4c3f9c1e64b72c20a3618a891146d6cc	data/spawns/Giran/GorgonFlowerGarden.xml	giran17_2322_02	ORDINARY_WORLD	READY_STATIC	native_static_facts	0		20145|20248|20249	Monster	31	33	3	3	12	20145:27:0|20248:27:0|20249:27:0	NPOLY	7e41bc79736ced0b3b6776ac580403cdc995ec832b80159ed165a5087d769e34	103196	131248		giran_castle_town	giran17_2322_02	true	8ce54a603033ea4df7d9daf2543f9d41f4338ad16e299b23a9001faf76114bff
017944854622d1db80e602d2052599eec7750a5472e482f38998e87b4bc0d16e	data/spawns/ElvenTerritory/ElvenStarting.xml	oren04_2019_14	ORDINARY_WORLD	READY_STATIC	native_static_facts	0		20036|20308|20466	Monster	16	18	3	3	11	20036:15:0|20308:15:0|20466:15:0	NPOLY	55f60faa10c0e7d86cd9c92c189c0fa702662aa66ad3767900973bf240078e06	6352	55148		elf_town	oren04_2019_14	true	ca7e3ef59f7acfe0706858248550fbe8326908041adbbc0a560fefdd0a104014
017f73268ce320caada4ed54996d776b4e8a7c57a40b6ee142bbad114a1e51a8	data/spawns/Others/TreasureBoxes.xml	giran05_tb2421_50	NON_FARMING	EXCLUDED	native_npc_type_or_flags	0		18285|21821	Chest	81	81	2	2	2	18285:7200:0|21821:540:0	NPOLY	96d36a0012dc9dd7631a0e070d2342ab95e21dc143d26c81198063f8ac9a0d1e	150694	114119		hunter_town	giran05_tb2421_50		da32a9fde6d6327c206deed4cfcf4438d7ec28438f34f6e7d67ddd54ba7479c7
0183a335ec46ecc2ae17870c7d7280215b5f2eddfb8e06fac2af95a219c4a790	data/spawns/Goddard/WallOfArgos.xml	godard26_2516_06	ORDINARY_WORLD	READY_STATIC	native_static_facts	0		21295|21296	Monster	69	70	2	2	2	21295:55:15|21296:100:20	NPOLY	a31a3417b5bb476729d5b42364eef059140f41abc4aadad801ffe827f63a28dc	175820	-61639		godard_town	godard26_2516_06	true	3396db961b41a21574d29b15363524f35bbe04d841d6e7bed20b7af434e9239f
018e0d62812dab482b8e9b660170a05ced934711f05188df1d023664ef6e1b58	data/spawns/Catacombs/CatacombOfTheWitch.xml	ssq13_2420_ssq05	ORDINARY_WORLD	READY_STATIC	native_static_facts	0		21156|21179|21200|21248	Monster	60	61	4	4	8	21156:146:40|21179:146:40|21200:146:40|21248:146:40	NPOLY	c7af9a347f9aacf40d46eb93f64704263feca883f127ae37d201fa746cf91118	142524	81448		hunter_town	ssq13_2420_ssq05	true	3c99c6e87b4ed242d0b2d03deea7e1c73f7b3f8df31408719f6058cd25527f74
01b1defa9522009b05e93ef24bdada3dc0bff4185eb02e7ee1b10dffc08f3433	data/spawns/Catacombs/NecropolisOfThePilgrims.xml	ssq07_2121_ssq16	ORDINARY_WORLD	READY_STATIC	native_static_facts	0		21144|21171|21192|21215	Monster	34	37	4	4	8	21144:140:40|21171:140:40|21192:140:40|21215:140:40	NPOLY	7adc0bb174f8a57236e6baca9e918ae78f3adf5941cabecec2c7c1350136e94d	52667	123210		dion_castle_town	ssq07_2121_ssq16	true	d4512aa3de21139adc2f06502066eb180f43fdbca3a63bc6861a5c115075577e
01d45fe32598e8270dab20b2735646ee30ae4664f00c0e657759b501ae88e93a	data/spawns/DwarvenTerritory/DwarvenStarting.xml	schttgart09_2411_25	ORDINARY_WORLD	READY_STATIC	native_static_facts	0		21124|21125|21126	Monster	18	20	3	3	6	21124:20:0|21125:20:0|21126:20:0	NPOLY	638c51fb34fb51d1edadd9a3005d6f7198adbe15d28cea83954ba0d9ed957db7	156588	-221328		dwarf_town	schttgart09_2411_25	true	051efb8cfe0743543e0ace51934a4d757792d3cbb4e43bd81a70ac306eeeb290
0207a09bbbb16a46b95706bd6c81bafccf99fe8f771e8a5e50d143005664617a	data/spawns/Rune/SwampOfScreams.xml	rune12_2216_108	ORDINARY_WORLD	READY_STATIC	native_static_facts	0		21513|21514|21515|21516	Monster	70	73	4	4	5	21513:42:0|21514:42:0|21515:42:0|21516:42:0	NPOLY	ad8c6e5f47097f8c3aaff4c5a1896d9f5eda82962673614fcf0f43ad0ffd5ee9	90604	-52749		rune_town	rune12_2216_108	true	a198cce0c58861b381c429b7896c5bf1b91e8245f018efc41e67f36315f3c3e8
02144b73511053da73c39b1d03bd94fe49c88f83c8aa9abb4c0a25316b502721	data/spawns/Rune/PrimevalIsle.xml	rune17_2017_40	ORDINARY_WORLD	READY_STATIC	native_static_facts	0		18344|18345|18346|22218|22219|22223	Monster	78	80	6	6	7	18344:300:100|18345:200:30|18346:200:30|22218:100:35|22219:100:35|22223:100:35	NPOLY	baa538f2bf36dfb7f141187c74651b4db4d1cb0d27b1932dfad82158a992a27b	21672	-12080		primeval_island	rune17_2017_40	true	ee1ad703ed949656d7fa1733dd086778fb819adb45ea95c6c6cefc8f06745c13
021822d8a1cb8c1c2a32ea67d313672c0050f2b59ffad0b9e49f785e635adb16	data/spawns/Catacombs/NecropolisOfThePatriots.xml	ssq03_1920_ssq03	ORDINARY_WORLD	READY_STATIC	native_static_facts	0		21177|21198|21221|21222	Monster	52	55	4	4	4	21177:131:40|21198:131:40|21221:131:40|21222:131:40	NPOLY	7e00bbfa4609af7510bffd36095e9d987e4542a7c1fce258cffa6fc762b19432	-21684	81663		DMZ	ssq03_1920_ssq03	true	8b3a700d58219371ac72c22bd163ab1837c27d6972e7518362ad59c98b245118
0239f044b076bbb7b68f5a031f2150431b1ecce06c551add355d4b2399debd48	data/spawns/DwarvenTerritory/DwarvenStarting.xml	schttgart08_2411_18	ORDINARY_WORLD	READY_STATIC	native_static_facts	0		20403|20502|20508	Monster	15	17	3	3	7	20403:20:0|20502:20:0|20508:20:0	NPOLY	a82fb7b9f26d9b42683ec5d421f2a1781821e6a8b512e619331712b148ef6702	147816	-215268		dwarf_town	schttgart08_2411_18	true	051efb8cfe0743543e0ace51934a4d757792d3cbb4e43bd81a70ac306eeeb290
023bb66b6e090ded1d448b70eabc46d40e72916b305f3bfda483f1f59bc4c8ea	data/spawns/Others/19_10.xml	19_10	NON_FARMING	EXCLUDED	native_npc_type_or_flags	0		31122|31499	DungeonGatekeeper|Folk	70	70	0	2	2	31122:60:0|31499:60:0	POINT	02ee0d9a46e6b058fdd42a74047578682b84966a7e95549cacae3a138f2ae044	-20208	-250784	-8161	oren_castle_town			62e22915260e1eba05c3861ec60ae4c633feb018c645892c512dfbb10c78a342
024bdca485950fb76a5ee47e76a6981b3c7b9fddfbec93c8201576968b15c347	data/spawns/TalkingIsland/TalkingIslandMonsters.xml	gludio31_1725_09	ORDINARY_WORLD	READY_STATIC	native_static_facts	0		20006|20326	Monster	8	8	2	2	3	20006:20:0|20326:20:0	NPOLY	35183878a74adb851b7b7681906e50ee55431454ea5bab50ecefd2de5c8e0693	-93101	252768		talking_island_town	gludio31_1725_09	true	5a7a56305d43f024c1090a1d01b54ade291051a891373ac7a503c0b63053e62d
0251d78e20131518ee9f324d0837b78f5748a549b99cbbcef4ab1b395db08918	data/spawns/Catacombs/NecropolisOfThePilgrims.xml	ssq07_2121_ssq28	ORDINARY_WORLD	READY_STATIC	native_static_facts	0		21145|21146|21172|21193	Monster	38	40	4	4	4	21145:140:40|21146:140:40|21172:140:40|21193:140:40	NPOLY	ca181ab0b0c0b061497cc45a8b35ef455ec0e077ebcaea890aa70e4b31a97b9f	50625	116455		dion_castle_town	ssq07_2121_ssq28	true	d4512aa3de21139adc2f06502066eb180f43fdbca3a63bc6861a5c115075577e
026fa7615f2e0e467b74beb9cd2561cf0a1ad0a57963b0750ad8e771100b6238	data/spawns/Others/TreasureBoxes.xml	gludio16_tb1823_13	NON_FARMING	EXCLUDED	native_npc_type_or_flags	0		18267|18268|18269|21803|21804|21805	Chest	27	33	6	6	6	18267:90:0|18268:90:0|18269:90:0|21803:90:0|21804:90:0|21805:90:0	NPOLY	d97d7436c19c9262f7aaa4a59f49e91f139cb1d3f1918e7269241fc6058b426b	-55965	180911		gludin_town	gludio16_tb1823_13		da32a9fde6d6327c206deed4cfcf4438d7ec28438f34f6e7d67ddd54ba7479c7
02ba0f777f16cfc2ec39483b47b9c0d10fa018278b2901f14d50dc876e21f277	data/spawns/Catacombs/NecropolisOfDevotion.xml	ssq02_1820_ssq03	ORDINARY_WORLD	READY_STATIC	native_static_facts	0		21179|21200|21224|21225	Monster	60	62	4	4	4	21179:138:40|21200:138:40|21224:138:40|21225:138:40	NPOLY	9b9882786ab6d84c5a637cf57a7c435cbaf27a003f75050bd9be39f1bb523fea	-52241	83405		darkelf_town	ssq02_1820_ssq03	true	07252a5b972e75840071be5cf66b3b558f62039f08766c024426a5840b7f4b42
02f3460b46ad2daccf3455d47afc90fc1a09f7d3ebe720d158edbd712be9f361	data/spawns/Giran/DevilsIsle.xml	giran08_2124_073	ORDINARY_WORLD	READY_STATIC	native_static_facts	0		20844|21628	Monster	51	51	2	2	2	20844:55:0|21628:180:0	NPOLY	7f9eafbc4e2ff68722c8480e366911a6881da6757e93d9277df9a3d50976481e	50630	211383		giran_habor	giran08_2124_073	true	83d164699530bce9a0cf4e8f6b164acca55252f9f66508b8275756c86ff817d2
