coverage_key	candidate_status	ownership	node_id	anchor_id	node_kind	instance_id	geometry_kind	source_geometry	anchor_x	anchor_y	anchor_z	anchor_provenance	anchor_validation	npc_ids	npc_level_min	npc_level_max	map_region_loc_id	existing_core_ids	source_refs
01196fc406e6183446f2b1c4d9b3bed31d6fb0d1855ceda8c3f715f4b2a67b4f	NEEDS_ANCHOR_GEODATA	GENERATED_CANDIDATE	generated.farm.01196fc406e6183446f2b1c4	generated.farm.01196fc406e6183446f2b1c4.anchor	FARMING_AREA	0	NPOLY	territory:896:1096:112324,17744|113000,17312|113404,17760|112972,18400					NEEDS_GEODATA	20824|20825|21061	67	69	924		data/spawns/Aden/TowerOfInsolence.xml
01203bc2e2ad59b93d25df5f867e45f23cd0f8d1927b9b83b0914cc44b48149d	NEEDS_ANCHOR_GEODATA	GENERATED_CANDIDATE	generated.farm.01203bc2e2ad59b93d25df5f	generated.farm.01203bc2e2ad59b93d25df5f.anchor	FARMING_AREA	0	NPOLY	territory:-4580:-3980:138228,212|141620,192|140400,2708|135688,2804					NEEDS_GEODATA	20684|20685|20686	48	50	924		data/spawns/Aden/PlainsOfGlory.xml
012d1742560608518b1a98f7cbf76624e0119940b6ea6b32694ff47aaf269eb2	NEEDS_ANCHOR_GEODATA	GENERATED_CANDIDATE	generated.farm.012d1742560608518b1a98f7	generated.farm.012d1742560608518b1a98f7.anchor	FARMING_AREA	0	NPOLY	territory:-3748:-3348:163900,-217172|165376,-215296|164324,-213716|163904,-214252					NEEDS_GEODATA	21124|21125|21126	18	20	921		data/spawns/DwarvenTerritory/DwarvenStarting.xml
01357667cd5a6320db41d60ad32941bd4d21c4b2be49d908334f99a40a011975	NEEDS_ANCHOR_GEODATA	GENERATED_CANDIDATE	generated.farm.01357667cd5a6320db41d60a	generated.farm.01357667cd5a6320db41d60a.anchor	FARMING_AREA	0	NPOLY	territory:-4820:-3820:146604,-91660|150592,-91340|151312,-90288|146352,-88984|145072,-89428|145448,-91124					NEEDS_GEODATA	21332|21333|21335|21336	78	78	1538		data/spawns/Goddard/KetraOrcOutpost.xml
013f818c1372afc740e3cbc25d246ffd8e7904b115d7417f3bcce88c3ff2c407	NEEDS_ANCHOR_GEODATA	GENERATED_CANDIDATE	generated.farm.013f818c1372afc740e3cbc2	generated.farm.013f818c1372afc740e3cbc2.anchor	FARMING_AREA	0	NPOLY	territory:-3604:-3204:172288,-194996|174740,-195384|175164,-194812|175128,-193952|173128,-192828					NEEDS_GEODATA	21130|21131	24	25	921		data/spawns/DwarvenTerritory/DwarvenStarting.xml
0166b0c815eb95495933e8064f03bfbe4c3f9c1e64b72c20a3618a891146d6cc	NEEDS_ANCHOR_GEODATA	GENERATED_CANDIDATE	generated.farm.0166b0c815eb95495933e806	generated.farm.0166b0c815eb95495933e806.anchor	FARMING_AREA	0	NPOLY	territory:-3656:-3056:103196,131248|108356,131288|108292,132692|103956,134148|103116,133776					NEEDS_GEODATA	20145|20248|20249	31	33	918		data/spawns/Giran/GorgonFlowerGarden.xml
017944854622d1db80e602d2052599eec7750a5472e482f38998e87b4bc0d16e	NEEDS_ANCHOR_GEODATA	GENERATED_CANDIDATE	generated.farm.017944854622d1db80e602d2	generated.farm.017944854622d1db80e602d2.anchor	FARMING_AREA	0	NPOLY	territory:-3792:-3192:6352,55148|6140,57332|2832,59312|1072,58400|1696,55320|3428,52980					NEEDS_GEODATA	20036|20308|20466	16	18	914		data/spawns/ElvenTerritory/ElvenStarting.xml
0183a335ec46ecc2ae17870c7d7280215b5f2eddfb8e06fac2af95a219c4a790	NEEDS_ANCHOR_GEODATA	GENERATED_CANDIDATE	generated.farm.0183a335ec46ecc2ae17870c	generated.farm.0183a335ec46ecc2ae17870c.anchor	FARMING_AREA	0	NPOLY	territory:-3348:-2848:175820,-61639|176662,-60960|174881,-59866|174723,-60244					NEEDS_GEODATA	21295|21296	69	70	1538		data/spawns/Goddard/WallOfArgos.xml
018e0d62812dab482b8e9b660170a05ced934711f05188df1d023664ef6e1b58	NEEDS_ANCHOR_GEODATA	GENERATED_CANDIDATE	generated.farm.018e0d62812dab482b8e9b66	generated.farm.018e0d62812dab482b8e9b66.anchor	FARMING_AREA	0	NPOLY	territory:-5464:-5264:142524,81448|143203,81448|143203,83327|142524,83347					NEEDS_GEODATA	21156|21179|21200|21248	60	61	923		data/spawns/Catacombs/CatacombOfTheWitch.xml
01b1defa9522009b05e93ef24bdada3dc0bff4185eb02e7ee1b10dffc08f3433	NEEDS_ANCHOR_GEODATA	GENERATED_CANDIDATE	generated.farm.01b1defa9522009b05e93ef2	generated.farm.01b1defa9522009b05e93ef2.anchor	FARMING_AREA	0	NPOLY	territory:-5449:-5299:52667,123210|54012,123195|54010,123862|52673,123864					NEEDS_GEODATA	21144|21171|21192|21215	34	37	916		data/spawns/Catacombs/NecropolisOfThePilgrims.xml
01d45fe32598e8270dab20b2735646ee30ae4664f00c0e657759b501ae88e93a	NEEDS_ANCHOR_GEODATA	GENERATED_CANDIDATE	generated.farm.01d45fe32598e8270dab20b2	generated.farm.01d45fe32598e8270dab20b2.anchor	FARMING_AREA	0	NPOLY	territory:-3792:-3392:156588,-221328|159044,-220764|158968,-219320|155684,-219348|155912,-220568					NEEDS_GEODATA	21124|21125|21126	18	20	921		data/spawns/DwarvenTerritory/DwarvenStarting.xml
0207a09bbbb16a46b95706bd6c81bafccf99fe8f771e8a5e50d143005664617a	NEEDS_ANCHOR_GEODATA	GENERATED_CANDIDATE	generated.farm.0207a09bbbb16a46b95706bd	generated.farm.0207a09bbbb16a46b95706bd.anchor	FARMING_AREA	0	NPOLY	territory:-2701:-2501:90604,-52749|91952,-51881|92848,-52089|92628,-50469|91032,-50325					NEEDS_GEODATA	21513|21514|21515|21516	70	73	1537		data/spawns/Rune/SwampOfScreams.xml
02144b73511053da73c39b1d03bd94fe49c88f83c8aa9abb4c0a25316b502721	NEEDS_ANCHOR_GEODATA	GENERATED_CANDIDATE	generated.farm.02144b73511053da73c39b1d	generated.farm.02144b73511053da73c39b1d.anchor	FARMING_AREA	0	NPOLY	territory:-2992:-2492:21672,-12080|22120,-12872|24224,-9800|21728,-8952|19944,-13376					NEEDS_GEODATA	18344|18345|18346|22218|22219|22223	78	80	1924		data/spawns/Rune/PrimevalIsle.xml
021822d8a1cb8c1c2a32ea67d313672c0050f2b59ffad0b9e49f785e635adb16	NEEDS_ANCHOR_GEODATA	GENERATED_CANDIDATE	generated.farm.021822d8a1cb8c1c2a32ea67	generated.farm.021822d8a1cb8c1c2a32ea67.anchor	FARMING_AREA	0	NPOLY	territory:-5205:-5055:-21684,81663|-21088,81659|-21094,82286|-21682,82282					NEEDS_GEODATA	21177|21198|21221|21222	52	55	913		data/spawns/Catacombs/NecropolisOfThePatriots.xml
0239f044b076bbb7b68f5a031f2150431b1ecce06c551add355d4b2399debd48	NEEDS_ANCHOR_GEODATA	GENERATED_CANDIDATE	generated.farm.0239f044b076bbb7b68f5a03	generated.farm.0239f044b076bbb7b68f5a03.anchor	FARMING_AREA	0	NPOLY	territory:-3544:-3144:147816,-215268|151492,-215520|150272,-213116|148672,-212720|147632,-213632					NEEDS_GEODATA	20403|20502|20508	15	17	921		data/spawns/DwarvenTerritory/DwarvenStarting.xml
024bdca485950fb76a5ee47e76a6981b3c7b9fddfbec93c8201576968b15c347	NEEDS_ANCHOR_GEODATA	GENERATED_CANDIDATE	generated.farm.024bdca485950fb76a5ee47e	generated.farm.024bdca485950fb76a5ee47e.anchor	FARMING_AREA	0	NPOLY	territory:-3562:-3162:-93101,252768|-93123,254272|-95753,255888|-95638,253698|-94965,252334					NEEDS_GEODATA	20006|20326	8	8	910		data/spawns/TalkingIsland/TalkingIslandMonsters.xml
0251d78e20131518ee9f324d0837b78f5748a549b99cbbcef4ab1b395db08918	NEEDS_ANCHOR_GEODATA	GENERATED_CANDIDATE	generated.farm.0251d78e20131518ee9f324d	generated.farm.0251d78e20131518ee9f324d.anchor	FARMING_AREA	0	NPOLY	territory:-5449:-5299:50625,116455|51260,116454|51259,117050|50631,117048					NEEDS_GEODATA	21145|21146|21172|21193	38	40	916		data/spawns/Catacombs/NecropolisOfThePilgrims.xml
02ba0f777f16cfc2ec39483b47b9c0d10fa018278b2901f14d50dc876e21f277	NEEDS_ANCHOR_GEODATA	GENERATED_CANDIDATE	generated.farm.02ba0f777f16cfc2ec39483b	generated.farm.02ba0f777f16cfc2ec39483b.anchor	FARMING_AREA	0	NPOLY	territory:-4774:-4624:-52241,83405|-51603,83405|-51593,84004|-52235,84020					NEEDS_GEODATA	21179|21200|21224|21225	60	62	915		data/spawns/Catacombs/NecropolisOfDevotion.xml
02f3460b46ad2daccf3455d47afc90fc1a09f7d3ebe720d158edbd712be9f361	NEEDS_ANCHOR_GEODATA	GENERATED_CANDIDATE	generated.farm.02f3460b46ad2daccf3455d4	generated.farm.02f3460b46ad2daccf3455d4.anchor	FARMING_AREA	0	NPOLY	territory:-3060:-2860:50630,211383|51129,211383|51129,211858|50642,211858					NEEDS_GEODATA	20844|21628	51	51	919		data/spawns/Giran/DevilsIsle.xml
03100654326574ce3c04e83c827971baf30e6ecf70cf217fcff54e9473a92204	NEEDS_ANCHOR_GEODATA	GENERATED_CANDIDATE	generated.farm.03100654326574ce3c04e83c	generated.farm.03100654326574ce3c04e83c.anchor	FARMING_AREA	0	NPOLY	territory:-3464:-2864:-39060,192528|-35780,194696|-35948,196288|-40696,196328					NEEDS_GEODATA	21014|21015	33	34	911		data/spawns/Gludio/Wasteland.xml
0342f2ab29359668ef4eb46b5b9976e5cf11976d2c486f81c43bc9c2785dba8f	NEEDS_ANCHOR_GEODATA	GENERATED_CANDIDATE	generated.farm.0342f2ab29359668ef4eb46b	generated.farm.0342f2ab29359668ef4eb46b.anchor	FARMING_AREA	0	NPOLY	territory:-2160:-1960:114324,14992|114976,15004|115280,15128|115600,15432|115724,15728|115724,16388|115560,16720|115280,17008|114980,17136|114304,17144|114032,17024|113696,16700|113596,16416|113580,15720|113692,15436|114008,15108					NEEDS_GEODATA	20816|20817|20820|20822	63	66	924		data/spawns/Aden/TowerOfInsolence.xml
03879936eca10c65a7e75fa176ee3ca66ea14fdd751c4ae8b338f8ee69320d29	NEEDS_ANCHOR_GEODATA	GENERATED_CANDIDATE	generated.farm.03879936eca10c65a7e75fa1	generated.farm.03879936eca10c65a7e75fa1.anchor	FARMING_AREA	0	NPOLY	territory:-4476:-3876:135872,-6452|136624,-7244|136464,-5020|136028,-4780|135676,-5144					NEEDS_GEODATA	21108|21109|21110	67	69	924		data/spawns/Aden/BlazingSwamp.xml
04199f10955f0df4ab3ac51c581586554a9794e478f60a5b3302cdea5d9b8999	NEEDS_ANCHOR_GEODATA	GENERATED_CANDIDATE	generated.farm.04199f10955f0df4ab3ac51c	generated.farm.04199f10955f0df4ab3ac51c.anchor	FARMING_AREA	0	NPOLY	territory:-5119:-4969:-46487,216906|-45115,216892|-45109,217549|-46483,217578					NEEDS_GEODATA	21167|21188|21210|21211	24	27	911		data/spawns/Catacombs/NecropolisOfSacrifice.xml
04495906ca6e26590255bca87757ca0a19e552eea4b9600aeea45c0b98f36f2e	NEEDS_ANCHOR_GEODATA	GENERATED_CANDIDATE	generated.farm.04495906ca6e26590255bca8	generated.farm.04495906ca6e26590255bca8.anchor	FARMING_AREA	0	NPOLY	territory:-3644:-3344:4372,82036|5380,82076|5380,83892|4232,83340					NEEDS_GEODATA	20044|20466	17	19	914		data/spawns/ElvenTerritory/ElvenStarting.xml
045686d6de6ef20528ad1e81eb4159ad346018bb74e6d9d7983425a12d5aa69e	NEEDS_ANCHOR_GEODATA	GENERATED_CANDIDATE	generated.farm.045686d6de6ef20528ad1e81	generated.farm.045686d6de6ef20528ad1e81.anchor	FARMING_AREA	0	NPOLY	territory:-3831:-3231:18137,109054|22583,110168|22541,113269|18978,111334					NEEDS_GEODATA	20231|20232|20233	32	34	916		data/spawns/Dion/CrumaMarshlands.xml
046c4a8978dbff2852a7755ee313e84b9055157c7b797a86be5b757cc1758f6a	NEEDS_ANCHOR_GEODATA	GENERATED_CANDIDATE	generated.farm.046c4a8978dbff2852a7755e	generated.farm.046c4a8978dbff2852a7755e.anchor	FARMING_AREA	0	NPOLY	territory:-3416:-2816:142292,-21264|144936,-20412|144780,-19028|143824,-18252|142156,-17848|140892,-18052|140356,-19536|141120,-20784					NEEDS_GEODATA	20773	72	72	924		data/spawns/Aden/BlazingSwamp.xml
047e45cfcece79be9e9372d1a84667df59730b1568819515811f589b23d27ee6	NEEDS_ANCHOR_GEODATA	GENERATED_CANDIDATE	generated.farm.047e45cfcece79be9e9372d1	generated.farm.047e45cfcece79be9e9372d1.anchor	FARMING_AREA	0	NPOLY	territory:-5449:-5299:52527,112901|53856,112912|53852,113581|52518,113563					NEEDS_GEODATA	21145|21146|21172|21193	38	40	916		data/spawns/Catacombs/NecropolisOfThePilgrims.xml
048262d0a0afc6801ebc8cd1daffdeda490387894dc8a27265505eb335ad0c10	NEEDS_ANCHOR_GEODATA	GENERATED_CANDIDATE	generated.farm.048262d0a0afc6801ebc8cd1	generated.farm.048262d0a0afc6801ebc8cd1.anchor	FARMING_AREA	0	NPOLY	territory:-3784:-3484:119980,-210396|121056,-209920|120752,-206264|119412,-206756					NEEDS_GEODATA	20153|20324	10	11	921		data/spawns/DwarvenTerritory/DwarvenStarting.xml
0497bbb2471a172c40a07476e70cf8619353eb14dd73f2a2562ac79185baa727	NEEDS_ANCHOR_GEODATA	GENERATED_CANDIDATE	generated.farm.0497bbb2471a172c40a07476	generated.farm.0497bbb2471a172c40a07476.anchor	FARMING_AREA	0	NPOLY	territory:-2432:-1732:104,-87432|2132,-87404|1536,-84616|1212,-84224|128,-84380					NEEDS_GEODATA	21121|21122|21123	23	25	920		data/spawns/OrcTerritory/OrcStarting.xml
04c4f2a1e74f9c09331b0becdcd5af72de7bc749430393487267cb8d15dc59fc	NEEDS_ANCHOR_GEODATA	GENERATED_CANDIDATE	generated.farm.04c4f2a1e74f9c09331b0bec	generated.farm.04c4f2a1e74f9c09331b0bec.anchor	FARMING_AREA	0	NPOLY	territory:-8427:-8177:-80431,-78361|-79378,-78361|-79361,-77288|-80448,-77288					NEEDS_GEODATA	18585|18586|18587|18588|18589|18590|18591|18592	75	80	2259		data/spawns/Others/KrateisCube.xml
04c7a9693b66f2065a45b2b05bf7ef80ee43e30c2cfd3e29823cd4d9883250be	NEEDS_ANCHOR_GEODATA	GENERATED_CANDIDATE	generated.farm.04c7a9693b66f2065a45b2b0	generated.farm.04c7a9693b66f2065a45b2b0.anchor	FARMING_AREA	0	NPOLY	territory:-3845:-3145:108003,169603|111108,170278|109603,172721|107839,171463					NEEDS_GEODATA	20805|20806|20807	42	44	926		data/spawns/Innadril/AlligatorIsland.xml
04ce78e15b76ebe5b87cc40ca799bea81cf5b449647de5cc9b878553f94048dc	NEEDS_ANCHOR_GEODATA	GENERATED_CANDIDATE	generated.farm.04ce78e15b76ebe5b87cc40c	generated.farm.04ce78e15b76ebe5b87cc40c.anchor	FARMING_AREA	0	NPOLY	territory:-3740:-3440:54168,40008|55116,42996|50384,43664|49576,40924|51628,38928					NEEDS_GEODATA	20530|20534|20537	1	3	914		data/spawns/ElvenTerritory/ElvenStarting.xml
04e218bf7a292c494b8eec81711ac8d70f36de4481c5c39059ce72b1307d5acf	NEEDS_ANCHOR_GEODATA	GENERATED_CANDIDATE	generated.farm.04e218bf7a292c494b8eec81	generated.farm.04e218bf7a292c494b8eec81.anchor	FARMING_AREA	0	NPOLY	territory:-3106:-2806:131932,-56377|132036,-56781|132788,-56817|132684,-56293					NEEDS_GEODATA	21283|21287	69	70	1538		data/spawns/Goddard/GardenOfBeasts.xml
05002a214aeeec9a439af6c7a3e7c4489d46f2aec629684f87e0acf86b08fecd	NEEDS_ANCHOR_GEODATA	GENERATED_CANDIDATE	generated.farm.05002a214aeeec9a439af6c7	generated.farm.05002a214aeeec9a439af6c7.anchor	FARMING_AREA	0	NPOLY	territory:-3848:-3398:138152,-213716|138540,-212796|138180,-211936|137488,-211492|135968,-211880|136184,-212932|137096,-213704					NEEDS_GEODATA	20403|20508	16	17	921		data/spawns/DwarvenTerritory/DwarvenStarting.xml
05186a42b4f9cc2c49f31208863acbc7fe49d2a06a0fb80e67a3dafdf36fd6b6	NEEDS_ANCHOR_GEODATA	GENERATED_CANDIDATE	generated.farm.05186a42b4f9cc2c49f31208	generated.farm.05186a42b4f9cc2c49f31208.anchor	FARMING_AREA	0	NPOLY	territory:-3502:-2702:179726,-57028|177709,-55457|175966,-56751|175960,-58433|177408,-59084|178928,-58803					NEEDS_GEODATA	21296|21297	70	71	1538		data/spawns/Goddard/WallOfArgos.xml
053b65c3731c17633b3c2a55d354056fe9ea90c6b2f9aed034c202981be0a585	NEEDS_ANCHOR_GEODATA	GENERATED_CANDIDATE	generated.farm.053b65c3731c17633b3c2a55	generated.farm.053b65c3731c17633b3c2a55.anchor	FARMING_AREA	0	NPOLY	territory:-1272:-372:7716,-138436|10452,-136140|8764,-134760|5340,-135256|6256,-137512					NEEDS_GEODATA	20333|20364|20428	13	14	920		data/spawns/OrcTerritory/OrcStarting.xml
054a33b59b94dcb5d5e8d43a2b301a3f8e6108c507564a3090731a56a1e28929	NEEDS_ANCHOR_GEODATA	GENERATED_CANDIDATE	generated.farm.054a33b59b94dcb5d5e8d43a	generated.farm.054a33b59b94dcb5d5e8d43a.anchor	FARMING_AREA	0	NPOLY	territory:-4012:-3412:68300,-80764|69216,-80284|69480,-78732|69188,-78048|68196,-78320					NEEDS_GEODATA	21521|21523|21524|21526	60	62	1537		data/spawns/Rune/ValleyOfSaints.xml
0561637d99bf779d51d7d3167933861f5d2116b4fe5c41d950173a1b86763961	NEEDS_ANCHOR_GEODATA	GENERATED_CANDIDATE	generated.farm.0561637d99bf779d51d7d316	generated.farm.0561637d99bf779d51d7d316.anchor	FARMING_AREA	0	NPOLY	territory:-4775:-4625:-43827,78815|-43178,78819|-43174,80155|-43838,80155					NEEDS_GEODATA	21156|21180|21201|21226	61	65	915		data/spawns/Catacombs/NecropolisOfDevotion.xml
0570910db17d9f20a9d86883f3b33b5d3ea8966bad3d5a12711d927830449601	NEEDS_ANCHOR_GEODATA	GENERATED_CANDIDATE	generated.farm.0570910db17d9f20a9d86883	generated.farm.0570910db17d9f20a9d86883.anchor	FARMING_AREA	0	NPOLY	territory:-9616:-9416:15968,-248894|16668,-248894|16687,-247499|15968,-247502					NEEDS_GEODATA	21163|21185|21206|21254	75	78	923		data/spawns/Catacombs/CatacombOfTheForbiddenPath.xml
05aa0db26a7a3df923b2f30344644c7084b41af48d8facdc616e61774e886044	NEEDS_ANCHOR_GEODATA	GENERATED_CANDIDATE	generated.farm.05aa0db26a7a3df923b2f303	generated.farm.05aa0db26a7a3df923b2f303.anchor	FARMING_AREA	0	NPOLY	territory:-2248:-1748:106551,-158264|109142,-157446|109019,-156444|105926,-156799					NEEDS_GEODATA	22017|22018|22019	30	32	1714		data/spawns/Others/PlunderousPlains.xml
05bbbe1f28986b0a9c5cc4d065f30252b3d0395e00c439a99235489800c85758	NEEDS_ANCHOR_GEODATA	GENERATED_CANDIDATE	generated.farm.05bbbe1f28986b0a9c5cc4d0	generated.farm.05bbbe1f28986b0a9c5cc4d0.anchor	FARMING_AREA	0	NPOLY	territory:-8199:-8049:-20536,-246475|-19904,-246474|-19895,-245871|-20536,-245874					NEEDS_GEODATA	21176|21197|21244|21245	50	52	922		data/spawns/Catacombs/CatacombOfTheApostate.xml
05f9c3cd9ed64ffb35b5263b11786547e0e7a7f509a3744cd16e71ffec705ba8	EXISTING_CORE	EXISTING_CORE	talking-island.farming.gludio31-1624-11s	talking-island.farming.gludio31-1624-11s	FARMING_AREA	0	NPOLY	territory:-3814:-3314:-104681,226275|-102189,226251|-102039,228239|-105068,227850	-103448	227187	-3672	high-five-core.xml	EXISTING_VALIDATED	20016|20101	13	14	910	talking-island.farming.gludio31-1624-11s|talking-island.farming.gludio31-1624-11s	data/spawns/TalkingIsland/TalkingIslandMonsters.xml|data/phantoms/topology/high-five-core.xml
0688dcf2970a738d13f57640289a753b5161f45ee02caa4d7230b3a7b3054c79	NEEDS_ANCHOR_GEODATA	GENERATED_CANDIDATE	generated.farm.0688dcf2970a738d13f57640	generated.farm.0688dcf2970a738d13f57640.anchor	FARMING_AREA	0	NPOLY	territory:-3732:-3532:188004,24516|191724,22848|193000,23412|188156,25572					NEEDS_GEODATA	20672|20673|20674	63	65	924		data/spawns/Aden/TheForbiddenGateway.xml
06a85ac40b552b5b26f5db342eb880c3f39d8687ec89ba9e449bdc86f7c1bb4e	NEEDS_ANCHOR_GEODATA	GENERATED_CANDIDATE	generated.farm.06a85ac40b552b5b26f5db34	generated.farm.06a85ac40b552b5b26f5db34.anchor	FARMING_AREA	0	NPOLY	territory:-3624:-2624:148408,-211400|149880,-211636|150248,-209796|150216,-208612|147372,-208720					NEEDS_GEODATA	20403|20502|20508	15	17	921		data/spawns/DwarvenTerritory/DwarvenStarting.xml
06afc6e3e4fb5d0629a971e5fffb05e111d611b46a8a998bae5ca9348a5838d0	NEEDS_ANCHOR_GEODATA	GENERATED_CANDIDATE	generated.farm.06afc6e3e4fb5d0629a971e5	generated.farm.06afc6e3e4fb5d0629a971e5.anchor	FARMING_AREA	0	NPOLY	territory:-2696:-2296:110468,-44320|110932,-44776|111388,-44196|111244,-43508|110584,-43320					NEEDS_GEODATA	21365|21367|21368	78	78	1538		data/spawns/Goddard/VarkaSlenosOutpost.xml
06c4fab21da61e6f74edc49e9ef4afc8c8aa5780b9093eda745efcc7e1b29052	NEEDS_ANCHOR_GEODATA	GENERATED_CANDIDATE	generated.farm.06c4fab21da61e6f74edc49e	generated.farm.06c4fab21da61e6f74edc49e.anchor	FARMING_AREA	0	NPOLY	territory:-5456:-5276:-22023,192353|-22138,192639|-22517,192504|-22423,192211					NEEDS_GEODATA	20075|20079|20080	29	31	912		data/spawns/Gludio/Wasteland.xml
06ce1343592e93889b5c235279c9658a0d0f3d3eb2915207fee0c83a24e24164	NEEDS_ANCHOR_GEODATA	GENERATED_CANDIDATE	generated.farm.06ce1343592e93889b5c2352	generated.farm.06ce1343592e93889b5c2352.anchor	FARMING_AREA	0	NPOLY	territory:-3720:-3120:95548,11520|97332,13276|94972,16864|93984,13832					NEEDS_GEODATA	20569|20570|20571	46	48	922		data/spawns/Oren/IvoryTower.xml
