family	coverage_key	source_family	source_path	source_group	room_territory	floor_key	anchor_id	anchor_x	anchor_y	anchor_z	local_x	local_y	local_z	validation_status	collision_proof	candidate_attempts	entrance_class	access_status	internal_component_id
SSQ_CATACOMBS_NECROPOLIS	047e45cfcece79be9e9372d1a84667df59730b1568819515811f589b23d27ee6	NecropolisOfThePilgrims	data/spawns/Catacombs/NecropolisOfThePilgrims.xml	ssq07_2121_ssq24	territory:-5449:-5299:52527,112901|53856,112912|53852,113581|52518,113563	z:-5449:-5299	generated.farm.047e45cfcece79be9e9372d1.anchor	53188	113239	-5408	53204	113239	-5408	VALID	STATIC_XML_CLEAR	1	SCRIPT_CONDITIONAL	NATIVE_CONDITION_UNMODELED	component.cbddc918f33160dda52bb64d
SSQ_CATACOMBS_NECROPOLIS	0561637d99bf779d51d7d3167933861f5d2116b4fe5c41d950173a1b86763961	NecropolisOfDevotion	data/spawns/Catacombs/NecropolisOfDevotion.xml	ssq02_1820_ssq15	territory:-4775:-4625:-43827,78815|-43178,78819|-43174,80155|-43838,80155	z:-4775:-4625	generated.farm.0561637d99bf779d51d7d316.anchor	-43504	79486	-4736	-43488	79486	-4736	VALID	STATIC_XML_CLEAR	1	SCRIPT_CONDITIONAL	NATIVE_CONDITION_UNMODELED	component.4f51ad139140e844e92eec35
SSQ_CATACOMBS_NECROPOLIS	0570910db17d9f20a9d86883f3b33b5d3ea8966bad3d5a12711d927830449601	CatacombOfTheForbiddenPath	data/spawns/Catacombs/CatacombOfTheForbiddenPath.xml	ssq12_2320_ssq05	territory:-9616:-9416:15968,-248894|16668,-248894|16687,-247499|15968,-247502	z:-9616:-9416	generated.farm.0570910db17d9f20a9d86883.anchor	16323	-248197	-9576	16339	-248197	-9576	VALID	STATIC_XML_CLEAR	1	SCRIPT_CONDITIONAL	NATIVE_CONDITION_UNMODELED	component.137ee57453c450cb1450f091
SSQ_CATACOMBS_NECROPOLIS	05bbbe1f28986b0a9c5cc4d065f30252b3d0395e00c439a99235489800c85758	CatacombOfTheApostate	data/spawns/Catacombs/CatacombOfTheApostate.xml	ssq11_2220_ssq03	territory:-8199:-8049:-20536,-246475|-19904,-246474|-19895,-245871|-20536,-245874	z:-8199:-8049	generated.farm.05bbbe1f28986b0a9c5cc4d0.anchor	-20218	-246174	-8160	-20202	-246174	-8160	VALID	STATIC_XML_CLEAR	1	SCRIPT_CONDITIONAL	NATIVE_CONDITION_UNMODELED	component.034a5b9796857e6f481e60f0
IVORY_TOWER	06ce1343592e93889b5c235279c9658a0d0f3d3eb2915207fee0c83a24e24164	IvoryTower	data/spawns/Oren/IvoryTower.xml	oren30_2218_06s	territory:-3720:-3120:95548,11520|97332,13276|94972,16864|93984,13832	z:-3720:-3120	generated.farm.06ce1343592e93889b5c2352.anchor	95459	13873	-3512	95475	13873	-3512	VALID	STATIC_XML_CLEAR	1	NORMAL	CONTENT_TELEPORT_SEMANTIC_BLOCKED	component.c4b636c9eb8016830063ad9d
TOWER_OF_INSOLENCE	06de56e48e26f447faba1eec721d92abf4957d60c24c0b6fc537f2f3077bbe94	TowerOfInsolence	data/spawns/Aden/TowerOfInsolence.xml	aden37_2318_04	territory:888:1088:116308,13744|116924,14372|116252,14872|115852,14504	z:888:1088	generated.farm.06de56e48e26f447faba1eec.anchor	116334	14373	928	116350	14373	928	VALID	STATIC_XML_CLEAR	1	NOBLESSE_CONDITIONAL	REACHABLE_CONDITIONAL	component.466c51ee761838d01643a1cf
TOWER_OF_INSOLENCE	06fee8bd847287fd403eda1bae341e137fcd793b8841cf366dfcce412b2e3c64	TowerOfInsolence	data/spawns/Aden/TowerOfInsolence.xml	aden40_2318_06	territory:3933:4283:114524,17013|115433,16626|115802,17479|114863,17889	z:3933:4283	generated.farm.06fee8bd847287fd403eda1b.anchor	115156	17252	3960	115172	17252	3960	VALID	STATIC_XML_CLEAR	1	NORMAL	GEODATA_INTERNAL_BLOCKED	component.a1b53bce22fbf4c9b69281cd
SSQ_CATACOMBS_NECROPOLIS	0717538beb7cf9175429ef4cce0943160fa5d194492485a831862b7898d53416	CatacombOfTheHeretic	data/spawns/Catacombs/CatacombOfTheHeretic.xml	ssq06_2122_ssq07	territory:-7943:-7793:-51024,-246956|-50393,-246958|-50389,-245628|-51031,-245623	z:-7943:-7793	generated.farm.0717538beb7cf9175429ef4c.anchor	-50709	-246291	-7904	-50693	-246291	-7904	VALID	STATIC_XML_CLEAR	1	SCRIPT_CONDITIONAL	NATIVE_CONDITION_UNMODELED	component.ac3253d25593857c65682608
SSQ_CATACOMBS_NECROPOLIS	072a51911bfa6e6e8cfd555c2f8739004fdf6d54fb157714cee943f9f744a053	CatacombOfTheApostate	data/spawns/Catacombs/CatacombOfTheApostate.xml	ssq11_2220_ssq27	territory:-8200:-8050:-14825,-243409|-14197,-243401|-14199,-242039|-14821,-242031	z:-8200:-8050	generated.farm.072a51911bfa6e6e8cfd555c.anchor	-14510	-242720	-8160	-14494	-242720	-8160	VALID	STATIC_XML_CLEAR	1	SCRIPT_CONDITIONAL	NATIVE_CONDITION_UNMODELED	component.5a779e70e10a9bf13f9ef7c3
SSQ_CATACOMBS_NECROPOLIS	0745e827a771da9f6703d96bbd4de8f472ff4dc2330eec59eb48571d0fa5ab59	CatacombOfTheBranded	data/spawns/Catacombs/CatacombOfTheBranded.xml	ssq05_2123_ssq16	territory:-5011:-4861:46264,177731|46891,177730|46890,179080|46264,179074	z:-5011:-4861	generated.farm.0745e827a771da9f6703d96b.anchor	46577	178404	-4976	46593	178404	-4976	VALID	STATIC_XML_CLEAR	1	SCRIPT_CONDITIONAL	NATIVE_CONDITION_UNMODELED	component.423662c72ad86bfe886c3b61
DEVILS_ISLE	08c523a999bdf66ad7dea0a09490222fa3a336b438912802ca0b0a618d9a514a	DevilsIsle	data/spawns/Giran/DevilsIsle.xml	giran08_2124_006	territory:-4500:-4200:41608,200821|42037,200951|41787,201325|41315,201575|41288,201137	z:-4500:-4200	generated.farm.08c523a999bdf66ad7dea0a0.anchor	41607	201162	-4336	41623	201162	-4336	VALID	STATIC_XML_CLEAR	1	NORMAL	REACHABLE_ORDINARY	component.d483d98f35fc6805675221f7
IMPERIAL_TOMB	09edc98c74eb257722cb0c34e5609edf579db2b95d3dd3d07be8d3d0de716aee	ImperialTomb	data/spawns/Goddard/ImperialTomb.xml	godard14_2515_14	territory:-7313:-7013:189041,-78487|189856,-78476|189845,-77747|189045,-77684	z:-7313:-7013	generated.farm.09edc98c74eb257722cb0c34.anchor	189447	-78098	-7256	189463	-78098	-7256	VALID	STATIC_XML_CLEAR	1	NOBLESSE_CONDITIONAL	REACHABLE_CONDITIONAL	component.30e5cb07315a67a8381cbe8d
SSQ_CATACOMBS_NECROPOLIS	0a2b26ef7a2e17ed34fa3acf32eb840cf4fc147085eabaacf42faf1674a21933	CatacombOfTheForbiddenPath	data/spawns/Catacombs/CatacombOfTheForbiddenPath.xml	ssq12_2320_ssq08	territory:-9612:-9412:17285,-248804|17881,-248788|17881,-248156|17289,-248144	z:-9612:-9412	generated.farm.0a2b26ef7a2e17ed34fa3acf.anchor	17584	-248473	-9576	17600	-248473	-9576	VALID	STATIC_XML_CLEAR	1	SCRIPT_CONDITIONAL	NATIVE_CONDITION_UNMODELED	component.137ee57453c450cb1450f091
SSQ_CATACOMBS_NECROPOLIS	0aa79d67e281338055910dfd67c12790147f5bb13de51275e3f05f3be76ef684	NecropolisOfDevotion	data/spawns/Catacombs/NecropolisOfDevotion.xml	ssq02_1820_ssq11	territory:-4777:-4627:-46529,83385|-45926,83383|-45933,84029|-46529,84028	z:-4777:-4627	generated.farm.0aa79d67e281338055910dfd.anchor	-46229	83706	-4736	-46213	83706	-4736	VALID	STATIC_XML_CLEAR	1	SCRIPT_CONDITIONAL	NATIVE_CONDITION_UNMODELED	component.4f51ad139140e844e92eec35
IMPERIAL_TOMB	0ac141f2d795f5695b18d40a6f99375d3215e37b2944778c1f91823987e055bf	ImperialTomb	data/spawns/Goddard/ImperialTomb.xml	godard14_2515_03	territory:-2784:-2484:183025,-78004|182081,-77103|180769,-77070|179850,-78031|179838,-79343|180759,-80288|182097,-80297|183015,-79354	z:-2784:-2484	generated.farm.0ac141f2d795f5695b18d40a.anchor	181429	-78686	-2728	181445	-78686	-2728	VALID	STATIC_XML_CLEAR	1	NOBLESSE_CONDITIONAL	REACHABLE_CONDITIONAL	component.30e5cb07315a67a8381cbe8d
DEVILS_ISLE	0b1f91e21cb2b235abb8b3eb20a445ea87670d29a906df5f912a90841ead973a	DevilsIsle	data/spawns/Giran/DevilsIsle.xml	giran08_2124_063	territory:-3472:-3272:48863,213936|49300,213936|49300,214250|48863,214250	z:-3472:-3272	generated.farm.0b1f91e21cb2b235abb8b3eb.anchor	49082	214093	-3424	49098	214093	-3424	VALID	STATIC_XML_CLEAR	1	NORMAL	GEODATA_INTERNAL_BLOCKED	component.b1474d324cb4546b583f5011
SSQ_CATACOMBS_NECROPOLIS	0b678446de013db1e8a875b00818ed3c9e7490f4e5f257843ee44b39d3fb6752	NecropolisOfDevotion	data/spawns/Catacombs/NecropolisOfDevotion.xml	ssq02_1820_ssq02	territory:-4772:-4622:-52247,80884|-51592,80879|-51577,82248|-52257,82243	z:-4772:-4622	generated.farm.0b678446de013db1e8a875b0.anchor	-51918	81564	-4736	-51902	81564	-4736	VALID	STATIC_XML_CLEAR	1	SCRIPT_CONDITIONAL	NATIVE_CONDITION_UNMODELED	component.4f51ad139140e844e92eec35
SSQ_CATACOMBS_NECROPOLIS	0c235544b98668cf693c8816b6d489ab06224314d74cf68832925b73e5ada40b	CatacombOfTheBranded	data/spawns/Catacombs/CatacombOfTheBranded.xml	ssq05_2123_ssq25	territory:-5022:-4872:55408,179181|56044,179181|56045,179786|55410,179788	z:-5022:-4872	generated.farm.0c235544b98668cf693c8816.anchor	55727	179484	-4976	55743	179484	-4976	VALID	STATIC_XML_CLEAR	1	SCRIPT_CONDITIONAL	NATIVE_CONDITION_UNMODELED	component.423662c72ad86bfe886c3b61
TOWER_OF_INSOLENCE	0c3a2b86325aa834f8d5d0d8b6d64194c2025dafebc7b1b37bbb0865d22bdc93	TowerOfInsolence	data/spawns/Aden/TowerOfInsolence.xml	aden28_2318_13	territory:5956:6156:111873,16667|112618,16573|112880,17186|112268,17580	z:5956:6156	generated.farm.0c3a2b86325aa834f8d5d0d8.anchor	112410	17002	5984	112426	17002	5984	VALID	STATIC_XML_CLEAR	1	NOBLESSE_CONDITIONAL	REACHABLE_CONDITIONAL	component.94d63f443e7d478ef61f2020
DEVILS_ISLE	0c3d5b9b9615274b1783c86a245940b33ae4526460ff24a5007ef5f5d377dc9c	DevilsIsle	data/spawns/Giran/DevilsIsle.xml	giran08_2124_044	territory:-3940:-3740:43199,215819|44508,215819|44508,217017|43199,217017	z:-3940:-3740	generated.farm.0c3d5b9b9615274b1783c86a.anchor	43854	216418	-3904	43870	216418	-3904	VALID	STATIC_XML_CLEAR	1	NORMAL	REACHABLE_ORDINARY	component.7dad6e3e96728c2a7ff7af09
SSQ_CATACOMBS_NECROPOLIS	0cb00eb3bfa59f181754186d27b1522be7877a1707d3d2b39f33ddc572a570b5	NecropolisOfTheSaints	data/spawns/Catacombs/NecropolisOfTheSaints.xml	ssq08_2224_ssq16	territory:-5472:-5272:88836,213488|89436,213508|89436,214168|88836,214144	z:-5472:-5272	generated.farm.0cb00eb3bfa59f181754186d.anchor	89136	213827	-5432	89152	213827	-5432	VALID	STATIC_XML_CLEAR	1	SCRIPT_CONDITIONAL	NATIVE_CONDITION_UNMODELED	component.25ffd0d249e9435bb5e4c376
DEVILS_ISLE	0cfb8358fd4e4c4b3fd43e1fc9f3b630ebcbd1f5bc7720a0eb912fe29255aedb	DevilsIsle	data/spawns/Giran/DevilsIsle.xml	giran08_2124_034	territory:-3776:-3626:43439,213259|43589,213249|43750,213760|43680,214092	z:-3776:-3626	generated.farm.0cfb8358fd4e4c4b3fd43e1f.anchor	43614	213590	-3712	43630	213590	-3712	VALID	STATIC_XML_CLEAR	1	NORMAL	REACHABLE_ORDINARY	component.7dad6e3e96728c2a7ff7af09
IVORY_TOWER	0d2d0e4216e562a988c534784988eb194c8a0ebd5a2e5379e050dbce5d7f7a72	IvoryTower	data/spawns/Oren/IvoryTower.xml	oren30_2218_14	territory:-3796:-3396:78116,20592|79828,22864|78720,26556|75208,27024|74408,24180|75148,20488	z:-3796:-3396	generated.farm.0d2d0e4216e562a988c53478.anchor	76905	23617	-3512	76921	23617	-3504	VALID	STATIC_XML_CLEAR	1	NORMAL	CONTENT_TELEPORT_SEMANTIC_BLOCKED	component.9462096dfe4139d831fce33f
DEVILS_ISLE	0d58be8322d126fd103d17999b53459ccfecb10ad6d1d475dad5c46a7fb01d5b	DevilsIsle	data/spawns/Giran/DevilsIsle.xml	giran08_2124_015	territory:-3556:-3356:48337,205663|48773,205879|48792,207687|48631,207962|48025,207901|47535,207469|47594,206175	z:-3556:-3356	generated.farm.0d58be8322d126fd103d1799.anchor	48241	206962	-3520	48257	206962	-3520	VALID	STATIC_XML_CLEAR	1	NORMAL	REACHABLE_ORDINARY	component.7dad6e3e96728c2a7ff7af09
SSQ_CATACOMBS_NECROPOLIS	0dc9ac37cece3e233c64a886c72668e5b79a35f246b6ab33a8146bc4d63d9f7b	NecropolisOfThePilgrims	data/spawns/Catacombs/NecropolisOfThePilgrims.xml	ssq07_2121_ssq04	territory:-5447:-5297:46929,118916|48298,118922|48290,119576|46926,119575	z:-5447:-5297	generated.farm.0dc9ac37cece3e233c64a886.anchor	47611	119247	-5408	47627	119247	-5408	VALID	STATIC_XML_CLEAR	1	SCRIPT_CONDITIONAL	NATIVE_CONDITION_UNMODELED	component.cbddc918f33160dda52bb64d
SSQ_CATACOMBS_NECROPOLIS	0e3706c8baf57698997968f76fa1b970dca67950d026502eb692144644027b8e	NecropolisOfTheSaints	data/spawns/Catacombs/NecropolisOfTheSaints.xml	ssq08_2224_ssq24	territory:-5476:-5276:89979,218036|90579,218036|90575,218680|89987,218676	z:-5476:-5276	generated.farm.0e3706c8baf57698997968f7.anchor	90280	218357	-5432	90296	218357	-5432	VALID	STATIC_XML_CLEAR	1	SCRIPT_CONDITIONAL	NATIVE_CONDITION_UNMODELED	component.25ffd0d249e9435bb5e4c376
IVORY_TOWER	0edead08b5b94aecca08262b44401057eb66c359f5ce6cb006cd26033bb005ed	IvoryTower	data/spawns/Oren/IvoryTower.xml	oren29_2218_26	territory:-5356:-5156:79664,16248|85768,19076|81972,22128|79012,18196	z:-5356:-5156	generated.farm.0edead08b5b94aecca08262b.anchor	81604	18912	-5288	81620	18912	-5288	VALID	STATIC_XML_CLEAR	1	NORMAL	CONTENT_TELEPORT_SEMANTIC_BLOCKED	component.a5d1f0d47d881f7cd428946a
SSQ_CATACOMBS_NECROPOLIS	0eff5fa4ba80b251c37eef6bcaeb9eed0d1daf7bacfbd10fd6af420293c30b65	CatacombOfTheBranded	data/spawns/Catacombs/CatacombOfTheBranded.xml	ssq05_2123_ssq36	territory:-5014:-4864:51975,170953|53322,170952|53324,171573|51980,171574	z:-5014:-4864	generated.farm.0eff5fa4ba80b251c37eef6b.anchor	52650	171263	-4976	52666	171263	-4976	VALID	STATIC_XML_CLEAR	1	SCRIPT_CONDITIONAL	NATIVE_CONDITION_UNMODELED	component.423662c72ad86bfe886c3b61
IVORY_TOWER	0f728c2ad864ec9ae5a9273c97ab9b0870cd3d59a6707483c26cc43b71053d3f	IvoryTower	data/spawns/Oren/IvoryTower.xml	oren29_2218_29	territory:-5436:-5236:91192,14192|91420,16760|90212,18308|88008,17488|87660,14836|89680,13016	z:-5436:-5236	generated.farm.0f728c2ad864ec9ae5a9273c.anchor	89695	15767	-5288	89711	15767	-5288	VALID	STATIC_XML_CLEAR	1	NORMAL	CONTENT_TELEPORT_SEMANTIC_BLOCKED	component.8fae88a9ca6151ec84e486c8
DEVILS_ISLE	0f93cd0ce1e5c8bef14dcca968a6fcb9da976e0cd429964e95d45229043c2271	DevilsIsle	data/spawns/Giran/DevilsIsle.xml	giran08_2124_067	territory:-3384:-3184:48786,211389|49376,211385|49376,212506|48786,212510	z:-3384:-3184	generated.farm.0f93cd0ce1e5c8bef14dcca9.anchor	49081	211948	-3344	49097	211948	-3344	VALID	STATIC_XML_CLEAR	1	NORMAL	GEODATA_INTERNAL_BLOCKED	component.ff2770f1156bc4ee6cac8379
TOWER_OF_INSOLENCE	0fba33fad2c6c8580471455819693e85a290491cd541140da3794fc7f3a1bfd5	TowerOfInsolence	data/spawns/Aden/TowerOfInsolence.xml	aden41_2318_07	territory:4934:5284:114693,14991|115276,15069|114672,15698|114093,15107	z:4934:5284	generated.farm.0fba33fad2c6c85804714558.anchor	114684	15216	4976	114700	15216	4976	VALID	STATIC_XML_CLEAR	1	NORMAL	GEODATA_INTERNAL_BLOCKED	component.b49333e93c1de47f30a8441c
SSQ_CATACOMBS_NECROPOLIS	104273f8252c8098e201bd1c13ba2639d43727fa1a1c6df0d575bd0a1e03aa21	NecropolisOfSacrifice	data/spawns/Catacombs/NecropolisOfSacrifice.xml	ssq01_1824_ssq26	territory:-5127:-4977:-50194,215802|-48820,215835|-48822,216474|-50194,216467	z:-5127:-4977	generated.farm.104273f8252c8098e201bd1c.anchor	-49508	216144	-5080	-49492	216144	-5080	VALID	STATIC_XML_CLEAR	1	SCRIPT_CONDITIONAL	NATIVE_CONDITION_UNMODELED	component.ce7bae4e503482cb2b998003
DEVILS_ISLE	1168bd89e8693814315a56d2399c3ba11702ca0c4d429d6075f88425ec137089	DevilsIsle	data/spawns/Giran/DevilsIsle.xml	giran08_2124_054	territory:-3796:-3596:46292,215386|46518,215271|46993,215509|47358,216190|47188,216577|46315,216667	z:-3796:-3596	generated.farm.1168bd89e8693814315a56d2.anchor	46777	215933	-3752	46793	215933	-3752	VALID	STATIC_XML_CLEAR	1	NORMAL	REACHABLE_ORDINARY	component.7dad6e3e96728c2a7ff7af09
SSQ_CATACOMBS_NECROPOLIS	118d46324e7ff71ebc39b627b08b1a81b5cf101c5189474c37cd2f23a46370ea	NecropolisOfDevotion	data/spawns/Catacombs/NecropolisOfDevotion.xml	ssq02_1820_ssq16	territory:-4776:-4626:-44038,80890|-42201,80901|-42186,81551|-44037,81532	z:-4776:-4626	generated.farm.118d46324e7ff71ebc39b627.anchor	-43116	81218	-4736	-43100	81218	-4736	VALID	STATIC_XML_CLEAR	1	SCRIPT_CONDITIONAL	NATIVE_CONDITION_UNMODELED	component.4f51ad139140e844e92eec35
SSQ_CATACOMBS_NECROPOLIS	119f3c4e36792807ad5b593444a3717b1c840ae6396eea5c8d94eb1bada98564	NecropolisOfThePatriots	data/spawns/Catacombs/NecropolisOfThePatriots.xml	ssq03_1920_ssq21	territory:-5210:-5060:-12680,78495|-10834,78504|-10834,79145|-12685,79134	z:-5210:-5060	generated.farm.119f3c4e36792807ad5b5934.anchor	-11758	78820	-5168	-11742	78820	-5168	VALID	STATIC_XML_CLEAR	1	SCRIPT_CONDITIONAL	NATIVE_CONDITION_UNMODELED	component.888b1c386bb56285d9aedda1
IMPERIAL_TOMB	11e5c21033dc9a3f75ca7ebd9171001ae2f3349bac718a44c3aca9a2ea1829ab	ImperialTomb	data/spawns/Goddard/ImperialTomb.xml	godard14_2515_09	territory:-3423:-3123:174736,-81498|175468,-81493|175512,-80681|174691,-80692	z:-3423:-3123	generated.farm.11e5c21033dc9a3f75ca7ebd.anchor	175102	-81091	-3376	175118	-81091	-3376	VALID	STATIC_XML_CLEAR	1	NOBLESSE_CONDITIONAL	REACHABLE_CONDITIONAL	component.30e5cb07315a67a8381cbe8d
DEVILS_ISLE	121472eac71d68672f3b5cda59c2e36398dc158af9aad380c481122cbde509f9	DevilsIsle	data/spawns/Giran/DevilsIsle.xml	giran08_2124_011	territory:-3812:-3612:42538,204058|42829,203720|43790,204297|43759,204920|43002,205080	z:-3812:-3612	generated.farm.121472eac71d68672f3b5cda.anchor	43184	204415	-3752	43200	204415	-3752	VALID	STATIC_XML_CLEAR	1	NORMAL	REACHABLE_ORDINARY	component.d483d98f35fc6805675221f7
IMPERIAL_TOMB	121af166e52d46efe8e1e15df7401e723b15ecf3265639d4539316833f23d69a	ImperialTomb	data/spawns/Goddard/ImperialTomb.xml	godard14_2515_18	territory:-6005:-5705:189047,-84252|189801,-84247|189857,-83452|189048,-83434	z:-6005:-5705	generated.farm.121af166e52d46efe8e1e15d.anchor	189438	-83846	-5960	189454	-83846	-5960	VALID	STATIC_XML_CLEAR	1	NOBLESSE_CONDITIONAL	REACHABLE_CONDITIONAL	component.30e5cb07315a67a8381cbe8d
SSQ_CATACOMBS_NECROPOLIS	1224136f8fc673f1b51bce29d9b8dbae414187e4e2fbfe964d2f5260636561aa	NecropolisOfWorship	data/spawns/Catacombs/NecropolisOfWorship.xml	ssq09_2323_ssq26	territory:-5472:-5272:118396,183204|119024,183204|119024,184698|118396,184698	z:-5472:-5272	generated.farm.1224136f8fc673f1b51bce29.anchor	118710	183951	-5432	118726	183951	-5432	VALID	STATIC_XML_CLEAR	1	SCRIPT_CONDITIONAL	NATIVE_CONDITION_UNMODELED	component.b57dbd6b545f82c91f9e3a34
DEVILS_ISLE	1293ef162e479b96da1b6c37577b14fd8551f340eeec8d90355b7a6403c50626	DevilsIsle	data/spawns/Giran/DevilsIsle.xml	giran08_2124_096	territory:-3816:-3616:50944,214948|51568,213856|51528,215760|51084,215756	z:-3816:-3616	generated.farm.1293ef162e479b96da1b6c37.anchor	51281	215080	-3744	51297	215080	-3744	VALID	STATIC_XML_CLEAR	1	NORMAL	GEODATA_INTERNAL_BLOCKED	component.e0e9de08aed8a4181106cd3d
