connector_id	connector_kind	from_type	from_id	to_type	to_id	instance_id	from_x	from_y	from_z	to_x	to_y	to_z	map_region_from	map_region_to	straight_distance	validation_status	path_length	path_segments	source_refs	reason
connector.03c771ee1f475a05660e9960	ANCHOR_TO_GK	ANCHOR	generated.farm.40fce0c0c643f3fbfe83b21f.anchor	GK	spawn.c3b887fab1e752991ad6afef	0	149848	-63337	-3408	148381	-56525	-2760	1538	1538	6999	NO_PATH	0	0	data/spawns/Goddard/GardenOfBeasts.xml|data/spawns/Others/24_16.xml	NO_PATH
connector.03cad63021099b044c7e9690	ANCHOR_TO_DEST	ANCHOR	generated.farm.2ee25f6a341f505bb40de2fc.anchor	DEST	dest.25e28532f79c5963d8bce2a5	0	124818	55785	-3360	124904	61992	-3973	923	923	6238	NO_PATH	0	0	data/spawns/Hunters/EnchantedValley.xml|data/teleporters/clanhall/Aden/35443.xml	NO_PATH
connector.03ee1f43d964d0cc746d22be	DEST_TO_ANCHOR	DEST	dest.cc433c3076642e927f9055c3	ANCHOR	generated.farm.21b9887f8ee2edf13d4afe09.anchor	0	69340	-50203	-3314	71042	-55479	-3136	1537	1537	5547	NO_PATH	0	0	data/teleporters/clanhall/Rune/35640.xml|data/spawns/Rune/SwampOfScreams.xml	NO_PATH
connector.0410130c5f63116dd6993a6c	GK_TO_ANCHOR	GK	spawn.165f3a69ba65d2f92b214384	ANCHOR	generated.farm.2375efd4a61538412f238d7c.anchor	0	147412	3355	-46	152789	-2636	-4544	924	924	9222	NO_PATH	0	0	data/spawns/Castles/Aden.xml|data/spawns/Aden/BlazingSwamp.xml	NO_PATH
connector.04155c4b3da8689f281f63e7	GK_TO_ANCHOR	GK	spawn.63121d2ce78453f15ff12866	ANCHOR	giran.gatekeeper.30080	0	78652	148280	-3580	83396	147904	-3404	918	918	4763	NO_PATH	0	0	data/spawns/Others/22_22.xml|data/stats/npcs/30000-30099.xml|data/spawns/Others/22_22.xml|data/teleporters/town/30080.xml	NO_PATH
connector.0454a69d53e305ff656b8f83	ANCHOR_TO_DEST	ANCHOR	generated.farm.a32843d9945a633fb0d082ee.anchor	DEST	dest.9637163d36bdf4ac9032ff74	0	150739	-2129	-4568	147458	2408	219	924	924	7367	NO_PATH	0	0	data/spawns/Aden/BlazingSwamp.xml|data/teleporters/doorman/35271.xml	NO_PATH
connector.047601894e5a80a571fe4348	DEST_TO_ANCHOR	DEST	dest.05dff68273ca1da96f284fdb	ANCHOR	generated.farm.c893f0fcd2f7e357defa4600.anchor	0	84413	234334	-3656	85114	241269	-4896	926	926	7080	NO_PATH	0	0	data/teleporters/town/30899.xml|data/spawns/Innadril/GardenOfEva.xml	NO_PATH
connector.04800cc915f9018c1f6f0bc7	ANCHOR_TO_GK	ANCHOR	generated.farm.44b1ade2814caaa457678dfb.anchor	GK	spawn.2c9dd5f04731e37d775ed3ac	0	155467	-47545	-3824	147808	-45328	-2083	1538	1538	8162	NO_PATH	0	0	data/spawns/Goddard/GardenOfBeasts.xml|data/spawns/Castles/Goddard.xml	NO_PATH
connector.04c445ea53bb762a4772ac9a	DEST_TO_ANCHOR	DEST	dest.93fb345339f51516004ccb05	ANCHOR	generated.farm.2b8fcfeff71ff7b46af34fef.anchor	0	124651	207877	-3184	124999	201345	-2704	926	926	6559	NO_PATH	0	0	data/teleporters/chamberlain/35316.xml|data/spawns/Innadril/AlligatorBeach.xml	NO_PATH
connector.04da2fee4e26b618aba39de4	ANCHOR_TO_DEST	ANCHOR	generated.farm.8a9e1e8a2b6103753d39cc70.anchor	DEST	dest.b3ded18bbb6e7117c0af9e78	0	80203	-76691	-4016	84092	-80084	-3504	1537	1537	5187	NO_PATH	0	0	data/spawns/Rune/ValleyOfSaints.xml|data/teleporters/town/31320.xml	NO_PATH
connector.052992af5de8f144f59c2449	DEST_TO_ANCHOR	DEST	dest.4284b435762f397cce85fcfb	ANCHOR	generated.farm.c34d4845871d5a78bc5d3cd1.anchor	0	144880	-113468	-2560	149010	-111922	-2160	1538	1538	4428	NO_PATH	0	0	data/teleporters/others/Varka.xml|data/spawns/Goddard/HotSprings.xml	NO_PATH
connector.054e8427f26dde711eae6e41	DEST_TO_ANCHOR	DEST	dest.1e879a713772907ce9c92b95	ANCHOR	generated.farm.acbc1fbb53cc203c35e3437c.anchor	0	91539	-12204	-2440	93241	-8879	-2904	922	922	3765	VALID_PATH	3814	3	data/teleporters/town/30177.xml|data/spawns/Oren/OutlawForest.xml	GEOENGINE_PROVEN
connector.0567d5f5d5b7ee3e3b29629c	ANCHOR_TO_DEST	ANCHOR	generated.farm.5b305330a32f8784c91ab144.anchor	DEST	dest.9d74188a88fecd721cf1e45e	0	28013	53902	-3304	21362	51122	-3688	914	914	7219	NO_PATH	0	0	data/spawns/ElvenTerritory/ElvenStarting.xml|data/teleporters/town/30146.xml	NO_PATH
connector.05753108028b754b82390e47	ANCHOR_TO_DEST	ANCHOR	population.route.dwarf.a3	DEST	dest.9c5be74df9759b32cc4ea701	0	112996	-173691	-608	115120	-178224	-880	921	921	5014	NO_PATH	0	0	data/stats/players/templates/StartingClass/DwarvenFighter.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml|data/teleporters/town/30256.xml	NO_PATH
connector.05a1ceef8b38b8d7cd124394	GK_TO_ANCHOR	GK	spawn.cd48f4a126ad9fb6d9a60ca2	ANCHOR	population.route.dwarf.a3	0	115072	-178176	-880	112996	-173691	-608	921	921	4950	NO_PATH	0	0	data/spawns/Others/23_12.xml|data/stats/players/templates/StartingClass/DwarvenFighter.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml	NO_PATH
connector.05a672a9cfd33d6153479f66	DEST_TO_ANCHOR	DEST	dest.0feab79a64ec9659f5c1d1c5	ANCHOR	generated.farm.51ef3428c5b2ea2ef8ac5ada.anchor	0	124904	61992	-3920	121090	55588	-4560	923	923	7482	NO_PATH	0	0	data/teleporters/town/30233.xml|data/spawns/Hunters/EnchantedValley.xml	NO_PATH
connector.05eb57b56445568e2c2b48c9	GK_TO_ANCHOR	GK	spawn.03ea56153c3f4ab07c49f3d3	ANCHOR	giran.castle.attacker.staging	0	115575	144864	-2567	112122	144855	-2751	918	918	3458	PATH_SEGMENT_BLOCKED	0	0	data/spawns/Castles/Giran.xml|data/html/admin/teleports/CastleAreas/giran.htm|data/zones/castle_siege.xml|data/zones/castle_hall.xml	PATH_SEGMENT_BLOCKED
connector.06131d280d76ea82a269b716	ANCHOR_TO_DEST	ANCHOR	generated.farm.dfd7a9e53a647fe939cd530a.anchor	DEST	dest.6a1ddd6bd7f4610f50be2cf8	0	141197	-58115	-3064	144866	-57464	-2976	1538	1538	3728	NO_PATH	0	0	data/spawns/Goddard/GardenOfBeasts.xml|data/teleporters/clanhall/Goddard/35461.xml	NO_PATH
connector.06293b3fc64e2d4b47dd8c4b	ANCHOR_TO_DEST	ANCHOR	generated.farm.5eb9ca10f507264114a7bd47.anchor	DEST	dest.4f5494441b06f6ad17ab7b81	0	155056	-48692	-3672	148748	-48951	-687	1538	1538	6984	NO_PATH	0	0	data/spawns/Goddard/GardenOfBeasts.xml|data/teleporters/doorman/35359.xml	NO_PATH
connector.06295a26980cdfe1165ceea4	GK_TO_ANCHOR	GK	spawn.206b6e6944c7ff3757a380be	ANCHOR	generated.farm.c9688432b997ec0243ec1b3f.anchor	0	147362	6111	-400	148203	-1884	-4592	924	924	9067	NO_PATH	0	0	data/spawns/Castles/Aden.xml|data/spawns/Aden/BlazingSwamp.xml	NO_PATH
connector.0634d8f6d9a9b7fc442fd9c1	ANCHOR_TO_GK	ANCHOR	generated.farm.c6b91d878955fb4a74840c96.anchor	GK	spawn.fba52e3020863a6709bad42b	0	154440	-47418	-3776	148612	-49004	-688	1538	1538	6784	NO_PATH	0	0	data/spawns/Goddard/GardenOfBeasts.xml|data/spawns/Castles/Goddard.xml	NO_PATH
connector.067c90af788ae39035dcf74f	GK_TO_ANCHOR	GK	spawn.4ec1cadaeec07b1cea645215	ANCHOR	generated.farm.c6b91d878955fb4a74840c96.anchor	0	149272	-48088	-2382	154440	-47418	-3776	1538	1538	5395	NO_PATH	0	0	data/spawns/Castles/Goddard.xml|data/spawns/Goddard/GardenOfBeasts.xml	NO_PATH
connector.06965e03e836e3854b1fb292	ANCHOR_TO_DEST	ANCHOR	generated.farm.76760877434123ebddb05ba3.anchor	DEST	dest.390dce2c80e6f8dcb183685e	0	138008	-49020	-3240	146181	-49209	-686	1538	1538	8565	NO_PATH	0	0	data/spawns/Goddard/GardenOfBeasts.xml|data/teleporters/doorman/35360.xml	NO_PATH
connector.069738e0900cf81d8a5f9f07	ANCHOR_TO_DEST	ANCHOR	generated.farm.a0abc859a574ede81641f47b.anchor	DEST	dest.4b5c5793c1f48563fea006af	0	157129	-48341	-3168	165054	-47861	-3560	1538	1538	7950	NO_PATH	0	0	data/spawns/Goddard/GardenOfBeasts.xml|data/teleporters/clanhall/Goddard/35463.xml	NO_PATH
connector.06e672b36deea198673c5203	ANCHOR_TO_GK	ANCHOR	generated.farm.f5d8df78a09e41d99d10034a.anchor	GK	spawn.ac82aef55922d501c77db6ea	0	14485	116441	-3728	17722	119749	-9068	916	916	7067	NO_PATH	0	0	data/spawns/Dion/CrumaMarshlands.xml|data/spawns/Others/20_21.xml	NO_PATH
connector.06f05e0492fa3e0752d44605	ANCHOR_TO_DEST	ANCHOR	generated.farm.81c6855121cf6afa88828282.anchor	DEST	dest.4bf9406ebda63490a2e4f866	0	142148	-59521	-3184	147728	-56331	-2776	1538	1538	6441	NO_PATH	0	0	data/spawns/Goddard/GardenOfBeasts.xml|data/teleporters/clanhall/Goddard/35461.xml	NO_PATH
connector.06f3332dc5d553746fa0b438	ANCHOR_TO_DEST	ANCHOR	giran.castle.attacker.staging	DEST	dest.b4a1ae4df8c995cd286084c9	0	112122	144855	-2751	113123	144869	-2835	918	918	1005	PATH_SEGMENT_BLOCKED	0	0	data/html/admin/teleports/CastleAreas/giran.htm|data/zones/castle_siege.xml|data/zones/castle_hall.xml|data/teleporters/doorman/35180.xml	PATH_SEGMENT_BLOCKED
connector.06f9b3e578fde9798db86089	DEST_TO_ANCHOR	DEST	dest.1b10b6e3a3cf02df43ce107b	ANCHOR	generated.farm.6bf88f1fc40b2a15d6780862.anchor	0	78721	253309	-9840	80633	255284	-10360	926	926	2798	VALID_PATH	3075	4	data/teleporters/town/30899.xml|data/spawns/Innadril/GardenOfEva.xml	GEOENGINE_PROVEN
connector.0713ec4642bc476a293056b8	ANCHOR_TO_DEST	ANCHOR	generated.farm.971e95449ef3a39381151685.anchor	DEST	dest.6ae64a2dea927cc4882b9be3	0	79178	250328	-10360	79248	247390	-8816	926	926	3320	NO_PATH	0	0	data/spawns/Innadril/GardenOfEva.xml|data/teleporters/town/30899.xml	NO_PATH
connector.0842401c676d4311eea4e8d1	ANCHOR_TO_GK	ANCHOR	generated.farm.3bbbcdb43022c7bf23796fb4.anchor	GK	spawn.5ec71ae062fb709719b08cec	0	15590	-17440	-3224	11504	-23344	-3644	1924	1924	7193	NO_PATH	0	0	data/spawns/Rune/PrimevalIsle.xml|data/spawns/Others/20_17.xml	NO_PATH
connector.0892f0c07264083cee4cf8d9	ANCHOR_TO_DEST	ANCHOR	giran.city.center	DEST	dest.c109f018f56e30d5971c5075	0	82480	149087	-3350	81525	143821	-3528	918	918	5355	NO_PATH	0	0	data/mapregion/giran_castle_town.xml|data/teleporters/clanhall/Giran/35457.xml	NO_PATH
connector.08ae992984dfbddb731e00a0	ANCHOR_TO_GK	ANCHOR	generated.farm.3ec423fd29deeac7ab56455f.anchor	GK	spawn.b01963fa374b638f50531674	0	138496	-51209	-2736	146312	-49004	-688	1538	1538	8376	NO_PATH	0	0	data/spawns/Goddard/GardenOfBeasts.xml|data/spawns/Castles/Goddard.xml	NO_PATH
connector.08ea027a9e6dee9524551bc3	ANCHOR_TO_GK	ANCHOR	generated.farm.44b1ade2814caaa457678dfb.anchor	GK	spawn.4ec1cadaeec07b1cea645215	0	155467	-47545	-3824	149272	-48088	-2382	1538	1538	6384	NO_PATH	0	0	data/spawns/Goddard/GardenOfBeasts.xml|data/spawns/Castles/Goddard.xml	NO_PATH
connector.0902beb3d39269277c0c0912	DEST_TO_ANCHOR	DEST	dest.60157b30f93203373e08dd6a	ANCHOR	generated.farm.12923521d58d7301f63fd56a.anchor	0	111965	-154172	-1528	117133	-149832	-2352	1714	1714	6799	NO_PATH	0	0	data/teleporters/clanhall/Schuttgart/35580.xml|data/spawns/Others/PlunderousPlains.xml	NO_PATH
connector.091fe7531f7f5cb9c9d41e27	ANCHOR_TO_DEST	ANCHOR	generated.farm.d8f73f15f7b61b931200f06d.anchor	DEST	dest.21e9c9b1510df61032cbc4cc	0	80565	250265	-10872	77868	250400	-9328	926	926	3111	NO_PATH	0	0	data/spawns/Innadril/GardenOfEva.xml|data/teleporters/town/30899.xml	NO_PATH
connector.092d8e1109ca923d05dcae44	DEST_TO_ANCHOR	DEST	dest.84cfda71508181370e4e1e94	ANCHOR	generated.farm.5ab36622a62ce01d64b9675c.anchor	0	50568	152408	-2656	46621	148391	-3688	916	916	5726	NO_PATH	0	0	data/teleporters/town/30059.xml|data/spawns/Dion/ExecutionGrounds.xml	NO_PATH
connector.09a054c2de295b6911bc91f9	ANCHOR_TO_GK	ANCHOR	generated.farm.c6b91d878955fb4a74840c96.anchor	GK	spawn.d18a9ba08e5427b0fcccb4f0	0	154440	-47418	-3776	148664	-49168	-672	1538	1538	6787	NO_PATH	0	0	data/spawns/Goddard/GardenOfBeasts.xml|data/spawns/Castles/Goddard.xml	NO_PATH
connector.0a12b99edcb44e9bb5dd83bf	DEST_TO_ANCHOR	DEST	dest.3dd86fe06a72ce612785df72	ANCHOR	generated.farm.4cc36c1a22a101feee890b27.anchor	0	65307	-71445	-3688	67087	-72136	-3824	1537	1537	1915	VALID_DIRECT	1915	1	data/teleporters/town/31320.xml|data/spawns/Rune/ValleyOfSaints.xml	GEOENGINE_PROVEN
connector.0a28c0957fcac6c2de87220b	DEST_TO_ANCHOR	DEST	dest.cc433c3076642e927f9055c3	ANCHOR	generated.farm.5af31eb84f758f557543b4e3.anchor	0	69340	-50203	-3314	72138	-45334	-3224	1537	1537	5617	NO_PATH	0	0	data/teleporters/clanhall/Rune/35640.xml|data/spawns/Rune/SwampOfScreams.xml	NO_PATH
connector.0a2eac89b75ffe5dc79562cd	GK_TO_ANCHOR	GK	spawn.48598069a7e03782845dcce6	ANCHOR	generated.farm.3ed60488890fc56b8a93d524.anchor	0	146275	4468	-400	145214	-1914	-4592	924	924	7709	NO_PATH	0	0	data/spawns/Castles/Aden.xml|data/spawns/Aden/BlazingSwamp.xml	NO_PATH
connector.0a87337729ca26ce144703d3	DEST_TO_ANCHOR	DEST	dest.02fff12e5eb887fc34e8ce91	ANCHOR	generated.farm.c9688432b997ec0243ec1b3f.anchor	0	147456	6058	-407	148203	-1884	-4592	924	924	9009	NO_PATH	0	0	data/teleporters/doorman/35269.xml|data/spawns/Aden/BlazingSwamp.xml	NO_PATH
connector.0aa3a21871aa72379086215b	ANCHOR_TO_DEST	ANCHOR	generated.farm.44b1ade2814caaa457678dfb.anchor	DEST	dest.4f5494441b06f6ad17ab7b81	0	155467	-47545	-3824	148748	-48951	-687	1538	1538	7548	NO_PATH	0	0	data/spawns/Goddard/GardenOfBeasts.xml|data/teleporters/doorman/35359.xml	NO_PATH
connector.0b14140728a713ce3e641e82	ANCHOR_TO_DEST	ANCHOR	generated.farm.5e5aca3a954f1bc9c48910db.anchor	DEST	dest.bf858e6767aedc4b3744d67b	0	155435	-55803	-3120	150561	-57489	-2976	1538	1538	5160	NO_PATH	0	0	data/spawns/Goddard/GardenOfBeasts.xml|data/teleporters/clanhall/Goddard/35461.xml	NO_PATH
connector.0b3393a4614584ecf3c09426	ANCHOR_TO_GK	ANCHOR	generated.farm.115e665f5c027e4ca2fb1b2d.anchor	GK	spawn.5ec71ae062fb709719b08cec	0	6184	-21181	-3432	11504	-23344	-3644	1924	1924	5747	NO_PATH	0	0	data/spawns/Rune/PrimevalIsle.xml|data/spawns/Others/20_17.xml	NO_PATH
connector.0b3904a1f285d69634ed8c4b	GK_TO_ANCHOR	GK	spawn.4eb4de1255938bc6529e2121	ANCHOR	generated.farm.c6b91d878955fb4a74840c96.anchor	0	147264	-45632	-2083	154440	-47418	-3776	1538	1538	7587	NO_PATH	0	0	data/spawns/Castles/Goddard.xml|data/spawns/Goddard/GardenOfBeasts.xml	NO_PATH
connector.0b3a6d585bbd96f7fa6c9a03	DEST_TO_ANCHOR	DEST	dest.d4313d5eea5aa2d626abb520	ANCHOR	population.ingress.human-mystic.03	0	-84752	243122	-3728	-90918	248070	-3568	910	910	7908	NO_PATH	0	0	data/teleporters/others/32614.xml|data/stats/players/templates/StartingClass/HumanMystic.xml	NO_PATH
connector.0b3cf3b583046f67700561b8	ANCHOR_TO_GK	ANCHOR	generated.farm.580d4fbf531862b4ef832098.anchor	GK	spawn.4eb4de1255938bc6529e2121	0	154735	-43714	-3720	147264	-45632	-2083	1538	1538	7886	NO_PATH	0	0	data/spawns/Goddard/GardenOfBeasts.xml|data/spawns/Castles/Goddard.xml	NO_PATH
connector.0b5b3b72c1004de1870b5cf4	ANCHOR_TO_DEST	ANCHOR	generated.farm.102f0f5b8696c901c945c359.anchor	DEST	dest.ecd982a3f5b0851c65fc7acc	0	75719	-54466	-3136	76911	-55295	-5824	1537	1537	3056	NO_PATH	0	0	data/spawns/Rune/SwampOfScreams.xml|data/teleporters/clanhall/Rune/35568.xml	NO_PATH
connector.0b6752dfbc88453890e907ab	GK_TO_ANCHOR	GK	spawn.ad98f94eca5e47f60d3fee70	ANCHOR	generated.farm.c89c06bdfdd089fa8039eae4.anchor	0	110848	174016	-5437	111986	172674	-3760	926	926	2431	NO_PATH	0	0	data/spawns/Others/23_23.xml|data/spawns/Innadril/AlligatorIsland.xml	NO_PATH
connector.0b95ee3e2435e70709dd9a15	DEST_TO_ANCHOR	DEST	dest.45565ac66d6cf494a00dc6e5	ANCHOR	generated.farm.7edd10e7b625d4439929ed74.anchor	0	89513	-44800	-2136	82622	-45855	-3184	1537	1537	7050	NO_PATH	0	0	data/teleporters/town/31320.xml|data/spawns/Rune/SwampOfScreams.xml	NO_PATH
connector.0b9aa76b6dc7a83f745d248c	GK_TO_ANCHOR	GK	spawn.d18a9ba08e5427b0fcccb4f0	ANCHOR	generated.farm.9ce01b6c387257511e5c6df4.anchor	0	148664	-49168	-672	156116	-46618	-3760	1538	1538	8460	NO_PATH	0	0	data/spawns/Castles/Goddard.xml|data/spawns/Goddard/GardenOfBeasts.xml	NO_PATH
connector.0b9f3f030c65e838147b18f4	DEST_TO_ANCHOR	DEST	dest.0078633d4fd88238ef4fcba7	ANCHOR	generated.farm.44b1ade2814caaa457678dfb.anchor	0	148736	-49201	-688	155467	-47545	-3824	1538	1538	7609	NO_PATH	0	0	data/teleporters/doorman/35359.xml|data/spawns/Goddard/GardenOfBeasts.xml	NO_PATH
