fact_key	teleporter_npc_id	teleporter_spawn_key	teleporter_spawn_x	teleporter_spawn_y	teleporter_spawn_z	teleporter_instance_id	list_name	teleport_type	destination_index	destination_name	destination_x	destination_y	destination_z	fee_id	fee_count	castle_ids	source_path	spawn_source_path	availability_class	condition_summary
fact.06586da6a6a0a21ddc1be5c3	35447	spawn.1da8428eb5966f18dbfbfba7	144237	27172	-2248	0	tel2	OTHER	16	Giant's Cave Upper Layer	183985	61424	-3992	57	500		data/teleporters/clanhall/Aden/35447.xml	data/spawns/Others/24_18.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.06610172a9f541b045eb2c08	32602						OTHER	OTHER	2		-249774	207316	-11952	57	0		data/teleporters/others/32602.xml		BLOCKED_SOURCE	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.066be399da7055f021e93a4d	35407	spawn.c0b873d134bb3c21062e4c73	19996	146216	-3111	0	tel2	OTHER	7	Plains of Dion	630	179184	-3720	57	500		data/teleporters/clanhall/Dion/35407.xml	data/spawns/Others/20_22.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.0678ef0c0e84a98ea5055270	31147	spawn.0ecbba1d4ca9f7931acbc481	174473	52854	-4360	0	OTHER	OTHER	0		183985	61424	-3992	57	0		data/teleporters/others/31147.xml	data/spawns/Others/25_19.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.067e07a9cb95770cc6649b2e	31376	spawn.a2b1a0034271ecd190ca3b91	149824	-79840	-5579	0	list1	OTHER	1	Town of Rune	43835	-47749	-792	57	11000	8	data/teleporters/others/Ketra.xml	data/spawns/Others/24_15.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.069127707c55290c130f0408	35403	spawn.53daf53e61a9c22c37fed47a	17621	144920	-3037	0	tel1	OTHER	3	South Gate Entrance	17394	147593	-3129	57	0		data/teleporters/clanhall/Dion/35403.xml	data/spawns/Others/20_22.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.06a3c281ee6f1347dccb621f	31097	spawn.ad98f94eca5e47f60d3fee70	110848	174016	-5437	0	OTHER	OTHER	0		111273	174015	-5417	57	0		data/teleporters/dungeon/31097.xml	data/spawns/Others/23_23.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.07098c3573b982d0151a2106	35570	spawn.536b8b380e5672dadbe8c479	38589	-50318	900	0	tel2	OTHER	0	Village Square	43889	-49101	-792	57	0		data/teleporters/clanhall/Rune/35570.xml	data/spawns/Others/21_16.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.071f90771351af85545629e8	50009						list2	OTHER	6	Orc Village	-45158	-112583	-240	57	35000		data/teleporters/others/50009.xml		BLOCKED_SOURCE	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.07390bdd0ca6c9173911e855	35453	spawn.c820b1421abc88c924e18183	81876	145392	-3520	0	tel2	OTHER	7	Dragon Valley	73024	118485	-3720	57	500		data/teleporters/clanhall/Giran/35453.xml	data/spawns/Others/22_22.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.0741121fe1bb03f5e64a3e99	30540	spawn.cd48f4a126ad9fb6d9a60ca2	115072	-178176	-880	0	NORMAL	NORMAL	8	Eastern Mining Zone (Northeastern Shore)	169008	-208272	-3504	57	2400		data/teleporters/town/30540.xml	data/spawns/Others/23_12.xml	NORMAL	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,normal-source-siege,karma,combat-flag,MAX_FREE_TELEPORT_LEVEL,subclass;TeleportHolder.calculateFee:discount
fact.07583efeae58d5802eeafc85	35400	spawn.225f71006ebb17519e83d824	-79587	151436	-3041	0	tel2	OTHER	6	Fellmere Harvesting Grounds	-63736	101522	-3552	57	500	1	data/teleporters/clanhall/Gludin/35400.xml	data/spawns/Others/17_22.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.078701384340bd4ca92bf789	35405	spawn.f0661c33c791776d4947d764	18634	143342	-3010	0	tel2	OTHER	5	Cruma Marshlands	5106	126916	-3664	57	500		data/teleporters/clanhall/Dion/35405.xml	data/spawns/Others/20_22.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.07a386e31987abc9277942d9	30177	spawn.8118b73cdef3dcf4862abdaa	82992	53171	-1492	0	NORMAL	NORMAL	11	Sel Mahum Training Grounds (West Gate)	76839	63851	-3648	57	2400		data/teleporters/town/30177.xml	data/spawns/Others/22_19.xml	NORMAL	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,normal-source-siege,karma,combat-flag,MAX_FREE_TELEPORT_LEVEL,subclass;TeleportHolder.calculateFee:discount
fact.07cbeba96caaefa208662936	35453	spawn.c820b1421abc88c924e18183	81876	145392	-3520	0	tel1	OTHER	2	East Gate Entrance	88342	147329	-3400	57	0		data/teleporters/clanhall/Giran/35453.xml	data/spawns/Others/22_22.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.07dc070051747b44f5fdec47	35421	spawn.32a71cec01cdd84fa8a137c1	177598	-18610	-2238	0	tel2	OTHER	1	East Gate Entrance	151950	25094	-2172	57	0		data/teleporters/clanhall/Aden/35421.xml	data/spawns/Others/25_17.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.07e51949eec795ccc2316c40	30177	spawn.8118b73cdef3dcf4862abdaa	82992	53171	-1492	0	NOBLES_ADENA	NOBLES_ADENA	3	Timak Outpost	67097	68815	-3648	57	1000		data/teleporters/town/30177.xml	data/spawns/Others/22_19.xml	NOBLESSE	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,noblesse
fact.0802cbdd972533633795c8b7	35465	spawn.c3b887fab1e752991ad6afef	148381	-56525	-2760	0	tel1	OTHER	2	East Gate Entrance	150561	-57489	-2976	57	0		data/teleporters/clanhall/Goddard/35465.xml	data/spawns/Others/24_16.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.0862a6645442028c9168614b	35858						tel2	OTHER	1	Fortress South Gate	189914	42242	-3408	57	0		data/teleporters/fortress/Aden/Bayou.xml		BLOCKED_SOURCE	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.086f9f863d3f1aff03c6aac1	36355						tel2	OTHER	8	Shyeed's Cavern	76911	-55295	-5824	57	500		data/teleporters/fortress/Rune/Monastic.xml		BLOCKED_SOURCE	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.08d5ee39260921d36033ebd8	35421	spawn.32a71cec01cdd84fa8a137c1	177598	-18610	-2238	0	tel1	OTHER	4	North Gate Entrance	147465	20737	-2130	57	0		data/teleporters/clanhall/Aden/35421.xml	data/spawns/Others/25_17.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.09391d0e4480b202b7e0ac80	35384	spawn.f75b7c1fae3c3fd5a326d3d1	-16159	123728	-3102	0	tel2	OTHER	2	West Gate Entrance	-16796	124108	-3127	57	0		data/teleporters/clanhall/Gludio/35384.xml	data/spawns/Others/19_21.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.097d1dd4a41ea7efc4570db9	31147	spawn.0ecbba1d4ca9f7931acbc481	174473	52854	-4360	0	OTHER	OTHER	1		191754	56760	-7624	57	0		data/teleporters/others/31147.xml	data/spawns/Others/25_19.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.099451c77eb4f17e65c2c453	31843	spawn.8ef878364403533c0fbb46d6	17719	115430	-6582	0	OTHER	OTHER	1		17691	111726	-6583	57	0		data/teleporters/others/31843.xml	data/spawns/Others/20_21.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.09b52d77d5283592d5026e7f	35443	spawn.2a787cc9cdde95ebc2288fe1	145473	25295	-2112	0	tel2	OTHER	3	South Gate Entrance	147503	32299	-2501	57	0		data/teleporters/clanhall/Aden/35443.xml	data/spawns/Others/24_18.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.09ba9711ec3ac6b44848ae6a	35396	spawn.47699fc447ad03758be6b27c	-84282	155597	-3160	0	tel2	OTHER	1	North Gate Entrance	-83331	148563	-3148	57	0		data/teleporters/clanhall/Gludin/35396.xml	data/spawns/Others/17_22.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.0a32d2f77f6ddf826eb57055	31104	spawn.06b3a61c3c7570687f00dede	45280	123504	-5409	0	OTHER	OTHER	0		45250	124366	-5417	57	0		data/teleporters/dungeon/31104.xml	data/spawns/Others/21_21.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.0a343f050d487f90bf74b0f8	50009						list18	OTHER	1	Valley of Saints	65307	-71445	-3688	57	3800		data/teleporters/others/50009.xml		BLOCKED_SOURCE	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.0a34a29a9903e9037003b348	30727	spawn.9cedcaec2cb672fed07834f3	85336	16194	-3664	0	ivory_inside	OTHER	3	4th Floor Dark Wizard Guild	85399	16197	-1771	57	0		data/teleporters/others/IvoryTower/30727.xml	data/spawns/Others/22_18.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.0a34d97c803c9c5bea98cfbd	35796						tel2	OTHER	1	Fortress South Gate	71388	6235	-3032	57	0		data/teleporters/fortress/Oren/Ivory.xml		BLOCKED_SOURCE	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.0a5581b2a98481fb7fcabc34	30006	spawn.ee82a6e3aa92a4ff7f32794c	-84108	244604	-3728	0	NOBLES_ADENA	NOBLES_ADENA	0	Gludin Arena	-87328	142266	-3640	57	1000		data/teleporters/town/30006.xml	data/spawns/Others/17_25.xml	NOBLESSE	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,noblesse
fact.0a65fbb32b01a1f6317cd997	35394	spawn.af960fc11717474fbd9a8de1	-84276	153321	-3161	0	tel2	OTHER	0	Village Square	-82445	150788	-3129	57	0		data/teleporters/clanhall/Gludin/35394.xml	data/spawns/Others/17_22.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.0a76324541db7ad427c2b24e	35407	spawn.c0b873d134bb3c21062e4c73	19996	146216	-3111	0	tel2	OTHER	2	North Gate Entrance	18891	142365	-3051	57	0		data/teleporters/clanhall/Dion/35407.xml	data/spawns/Others/20_22.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.0a83542c3ceeb7fb9f3b3082	30848	spawn.5374d10b1c24ca1d9b7abce3	146737	25807	-2013	0	NORMAL	NORMAL	8	Kamael Village	-117251	46771	360	57	26000		data/teleporters/town/30848.xml	data/spawns/Others/24_18.xml	NORMAL	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,normal-source-siege,karma,combat-flag,MAX_FREE_TELEPORT_LEVEL,subclass;TeleportHolder.calculateFee:discount
fact.0a98a9d196f0faf24c6a4472	35449	spawn.83721c9bc3233206a7157ff8	144243	28252	-2240	0	tel2	OTHER	4	North Gate Entrance	147465	20737	-2130	57	0		data/teleporters/clanhall/Aden/35449.xml	data/spawns/Others/24_18.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.0a9e98a71821a274a7830a54	30006	spawn.ee82a6e3aa92a4ff7f32794c	-84108	244604	-3728	0	NOBLES_TOKEN	NOBLES_TOKEN	2	Center of the Elven Ruins	49315	248452	-5960	13722	1		data/teleporters/town/30006.xml	data/spawns/Others/17_25.xml	NOBLESSE	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,noblesse
fact.0ab065175588e10e1a568d47	35580	spawn.3eefd5c0daf7158ddc739391	86043	-143130	-1327	0	tel2	OTHER	3	East Gate Entrance	89959	-141034	-1536	57	0		data/teleporters/clanhall/Schuttgart/35580.xml	data/spawns/Others/22_13.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.0aed3775c9b4e1b4f28478cd	35605	spawn.7a3a4a1036f395421717f1a5	140824	-124844	-1864	0	tel2	OTHER	8	Hot Springs	144880	-113468	-2560	57	500		data/teleporters/clanhall/Goddard/35605.xml	data/spawns/Others/24_14.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.0b7de8264e1647a94aa77fb0	31964	spawn.3f94b4ec9d3dbb2e1b66b6de	87048	-143448	-1293	0	NOBLES_ADENA	NOBLES_ADENA	5	Coliseum	146440	46723	-3400	57	1000		data/teleporters/town/31964.xml	data/spawns/Others/22_13.xml	NOBLESSE	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,noblesse
fact.0c3e4a61ac695b100a3e2859	35463	spawn.f3a49ab4f7a73dfdea27ae5e	147134	-56576	-2760	0	tel1	OTHER	2	East Gate Entrance	150561	-57489	-2976	57	0		data/teleporters/clanhall/Goddard/35463.xml	data/spawns/Others/24_16.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.0c573308b114fd2a5ac0e9c5	35403	spawn.53daf53e61a9c22c37fed47a	17621	144920	-3037	0	tel2	OTHER	3	South Gate Entrance	17394	147593	-3129	57	0		data/teleporters/clanhall/Dion/35403.xml	data/spawns/Others/20_22.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.0c7e72fbf34cb59bbc5be0ca	35570	spawn.536b8b380e5672dadbe8c479	38589	-50318	900	0	tel2	OTHER	6	Valley of Saints	65307	-71445	-3696	57	500		data/teleporters/clanhall/Rune/35570.xml	data/spawns/Others/21_16.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
