coverage_key	family	status	candidate_index	anchor_x	anchor_y	anchor_z	local_x	local_y	local_z	attempts	collision_proof
0c235544b98668cf693c8816b6d489ab06224314d74cf68832925b73e5ada40b	SSQ_CATACOMBS_NECROPOLIS	VALID	1	55727	179484	-4976	55743	179484	-4976	1	STATIC_XML_CLEAR
0c3a2b86325aa834f8d5d0d8b6d64194c2025dafebc7b1b37bbb0865d22bdc93	TOWER_OF_INSOLENCE	VALID	1	112410	17002	5984	112426	17002	5984	1	STATIC_XML_CLEAR
0c3d5b9b9615274b1783c86a245940b33ae4526460ff24a5007ef5f5d377dc9c	DEVILS_ISLE	VALID	1	43854	216418	-3904	43870	216418	-3904	1	STATIC_XML_CLEAR
0cb00eb3bfa59f181754186d27b1522be7877a1707d3d2b39f33ddc572a570b5	SSQ_CATACOMBS_NECROPOLIS	VALID	1	89136	213827	-5432	89152	213827	-5432	1	STATIC_XML_CLEAR
0cfb8358fd4e4c4b3fd43e1fc9f3b630ebcbd1f5bc7720a0eb912fe29255aedb	DEVILS_ISLE	VALID	1	43614	213590	-3712	43630	213590	-3712	1	STATIC_XML_CLEAR
0d2d0e4216e562a988c534784988eb194c8a0ebd5a2e5379e050dbce5d7f7a72	IVORY_TOWER	VALID	1	76905	23617	-3512	76921	23617	-3504	1	STATIC_XML_CLEAR
0d58be8322d126fd103d17999b53459ccfecb10ad6d1d475dad5c46a7fb01d5b	DEVILS_ISLE	VALID	1	48241	206962	-3520	48257	206962	-3520	1	STATIC_XML_CLEAR
0dc9ac37cece3e233c64a886c72668e5b79a35f246b6ab33a8146bc4d63d9f7b	SSQ_CATACOMBS_NECROPOLIS	VALID	1	47611	119247	-5408	47627	119247	-5408	1	STATIC_XML_CLEAR
0e3706c8baf57698997968f76fa1b970dca67950d026502eb692144644027b8e	SSQ_CATACOMBS_NECROPOLIS	VALID	1	90280	218357	-5432	90296	218357	-5432	1	STATIC_XML_CLEAR
0edead08b5b94aecca08262b44401057eb66c359f5ce6cb006cd26033bb005ed	IVORY_TOWER	VALID	1	81604	18912	-5288	81620	18912	-5288	1	STATIC_XML_CLEAR
0eff5fa4ba80b251c37eef6bcaeb9eed0d1daf7bacfbd10fd6af420293c30b65	SSQ_CATACOMBS_NECROPOLIS	VALID	1	52650	171263	-4976	52666	171263	-4976	1	STATIC_XML_CLEAR
0f728c2ad864ec9ae5a9273c97ab9b0870cd3d59a6707483c26cc43b71053d3f	IVORY_TOWER	VALID	1	89695	15767	-5288	89711	15767	-5288	1	STATIC_XML_CLEAR
0f93cd0ce1e5c8bef14dcca968a6fcb9da976e0cd429964e95d45229043c2271	DEVILS_ISLE	VALID	1	49081	211948	-3344	49097	211948	-3344	1	STATIC_XML_CLEAR
0fba33fad2c6c8580471455819693e85a290491cd541140da3794fc7f3a1bfd5	TOWER_OF_INSOLENCE	VALID	1	114684	15216	4976	114700	15216	4976	1	STATIC_XML_CLEAR
104273f8252c8098e201bd1c13ba2639d43727fa1a1c6df0d575bd0a1e03aa21	SSQ_CATACOMBS_NECROPOLIS	VALID	1	-49508	216144	-5080	-49492	216144	-5080	1	STATIC_XML_CLEAR
1168bd89e8693814315a56d2399c3ba11702ca0c4d429d6075f88425ec137089	DEVILS_ISLE	VALID	1	46777	215933	-3752	46793	215933	-3752	1	STATIC_XML_CLEAR
118d46324e7ff71ebc39b627b08b1a81b5cf101c5189474c37cd2f23a46370ea	SSQ_CATACOMBS_NECROPOLIS	VALID	1	-43116	81218	-4736	-43100	81218	-4736	1	STATIC_XML_CLEAR
119f3c4e36792807ad5b593444a3717b1c840ae6396eea5c8d94eb1bada98564	SSQ_CATACOMBS_NECROPOLIS	VALID	1	-11758	78820	-5168	-11742	78820	-5168	1	STATIC_XML_CLEAR
11e5c21033dc9a3f75ca7ebd9171001ae2f3349bac718a44c3aca9a2ea1829ab	IMPERIAL_TOMB	VALID	1	175102	-81091	-3376	175118	-81091	-3376	1	STATIC_XML_CLEAR
121472eac71d68672f3b5cda59c2e36398dc158af9aad380c481122cbde509f9	DEVILS_ISLE	VALID	1	43184	204415	-3752	43200	204415	-3752	1	STATIC_XML_CLEAR
121af166e52d46efe8e1e15df7401e723b15ecf3265639d4539316833f23d69a	IMPERIAL_TOMB	VALID	1	189438	-83846	-5960	189454	-83846	-5960	1	STATIC_XML_CLEAR
1224136f8fc673f1b51bce29d9b8dbae414187e4e2fbfe964d2f5260636561aa	SSQ_CATACOMBS_NECROPOLIS	VALID	1	118710	183951	-5432	118726	183951	-5432	1	STATIC_XML_CLEAR
1293ef162e479b96da1b6c37577b14fd8551f340eeec8d90355b7a6403c50626	DEVILS_ISLE	VALID	1	51281	215080	-3744	51297	215080	-3744	1	STATIC_XML_CLEAR
12fd50f59675f62ca8f388a4df60992daa5f969c2e4e235e2531ccb2c7e5be39	SSQ_CATACOMBS_NECROPOLIS	VALID	1	-50584	219780	-5080	-50568	219780	-5080	1	STATIC_XML_CLEAR
1355043de8707cff09cf6e5fe78b7823339c2be500b7ca2c0d84ab689a0265b8	SSQ_CATACOMBS_NECROPOLIS	VALID	1	143256	88482	-5424	143272	88482	-5424	1	STATIC_XML_CLEAR
1397bfd377efa65e7663748084dbe8c40217429cae76919f1105484a623ab84d	SSQ_CATACOMBS_NECROPOLIS	VALID	1	88049	209228	-5432	88065	209228	-5432	1	STATIC_XML_CLEAR
14348a8f43aa116e10eeab8a073fdd7589a668ccdc3a862e2fcae78181438da5	TOWER_OF_INSOLENCE	VALID	1	113332	17389	-5096	113348	17389	-5096	1	STATIC_XML_CLEAR
14dd4475013e7cd5d1c5c9331eb07b94cd6ebff02b94bbe1a61fedb76633d015	SSQ_CATACOMBS_NECROPOLIS	VALID	1	-11078	77372	-5168	-11062	77372	-5168	1	STATIC_XML_CLEAR
15119b73d21e29db70861babb85055c004c08da905b8c28ee8f46e9ccff1b94d	TOWER_OF_INSOLENCE	VALID	1	113369	16068	1944	113385	16068	1944	1	STATIC_XML_CLEAR
16542edc6c4a46e070e283bb57eaaa4a88e3d69b0c097b0362d927a4e3b45c71	TOWER_OF_INSOLENCE	VALID	1	116362	17808	928	116378	17808	928	1	STATIC_XML_CLEAR
1675ffdf5bad34f9390a592a9b847c9336e5aba6759a7bccad4d4429d22c29e3	SSQ_CATACOMBS_NECROPOLIS	VALID	1	-18924	-246831	-8160	-18908	-246831	-8160	1	STATIC_XML_CLEAR
1698853987f9bb87d15b011c39102b04b7ec29e85a5a34d7366b22a627c2eb24	SSQ_CATACOMBS_NECROPOLIS	VALID	1	-13317	77693	-5168	-13301	77693	-5168	1	STATIC_XML_CLEAR
16bac8f5d60fb97c6c1ab0007068ecc5c2215d6fdbd08fcd3b2c86cbc88bbb4d	IVORY_TOWER	VALID	1	87601	4296	-2776	87617	4296	-2776	1	STATIC_XML_CLEAR
16d3eaadb00606cc4275c2d29bbd8f38825e4bc3440f0dfbf9c5b1efa352b02b	SSQ_CATACOMBS_NECROPOLIS	VALID	1	-51868	215828	-5080	-51852	215828	-5080	1	STATIC_XML_CLEAR
16ff11210a125a9bcc695726915aee8858bc63f6bb36435efe202e280a881c67	DEVILS_ISLE	VALID	3	53604	208957	-2464	53620	208957	-2464	3	STATIC_XML_CLEAR
1706ad38d6ace1a27af6b8c0f27a5b7b5870c6b28d83f1a934ead55747375a0e	SSQ_CATACOMBS_NECROPOLIS	VALID	1	117304	182112	-5432	117320	182112	-5432	1	STATIC_XML_CLEAR
17bdaca7e4dac646d981ac1af013ae1e415607610aef0cdb368e96ca7786a1b5	IVORY_TOWER	VALID	1	76201	17710	-3848	76217	17710	-3848	1	STATIC_XML_CLEAR
1833ad968ba9491b2f027f6fb2efa7a2daf55529d16426f42d8e8fa89b625b23	SSQ_CATACOMBS_NECROPOLIS	VALID	1	-46760	-248865	-7904	-46744	-248865	-7904	1	STATIC_XML_CLEAR
187426bb30110951b41e0ba9b26c3c554154d1306532d947be85c5fba4e36299	SSQ_CATACOMBS_NECROPOLIS	VALID	1	-46177	210132	-5080	-46161	210132	-5080	1	STATIC_XML_CLEAR
197f72e29e8bdd3eb57c5280f1abe6fad853dbcc50b2cb9c7d90752deb700dd8	DEVILS_ISLE	VALID	1	52226	208922	-2464	52242	208922	-2464	1	STATIC_XML_CLEAR
1991e88e53e504fb9709fedcd57684a322d43eb02ed82a0ff46adaedc0009b1a	DEVILS_ISLE	VALID	1	49528	207404	-3592	49544	207404	-3592	1	STATIC_XML_CLEAR
19b705c8733ff6a4d1aa70e5014550f5753417b3e2ff3d8cd45bf9a167684460	TOWER_OF_INSOLENCE	VALID	1	115566	15108	2952	115582	15108	2952	1	STATIC_XML_CLEAR
19c0a589d1bc2d64301130c316e06bd7af82f637fe6b268853dfe15ed87427af	SSQ_CATACOMBS_NECROPOLIS	VALID	1	23281	-248508	-9576	23297	-248508	-9576	1	STATIC_XML_CLEAR
1a48fe91a8f183a8493b72ff084d7359ffd834a6030c9ebd465387c6f229da39	IVORY_TOWER	VALID	1	92723	22139	-3376	92739	22139	-3376	1	STATIC_XML_CLEAR
1a5bf02c5550c83f7d43221a5533c6f9fb11a41cc2125432186dc17c255d31e4	DEVILS_ISLE	VALID	1	50862	210942	-2904	50878	210942	-2904	1	STATIC_XML_CLEAR
1a644a094f10676256e9e90d6b2aff4c5ace3a8b54ef1bd5d7479da94407c3ff	SSQ_CATACOMBS_NECROPOLIS	VALID	1	50934	123534	-5408	50950	123534	-5408	1	STATIC_XML_CLEAR
1a92ae130e1bc8689e0de0eb417a153974cee25efb005a938b6dcae6b770fe33	TOWER_OF_INSOLENCE	VALID	1	114624	18491	2952	114640	18491	2952	1	STATIC_XML_CLEAR
1b4ae8465a8abe493a5a5e630cbd0b6b24a15098fd3fa61943b3345e3bfba139	SSQ_CATACOMBS_NECROPOLIS	VALID	1	-16787	81985	-5168	-16771	81985	-5168	1	STATIC_XML_CLEAR
1b9733df6a323cccb89ba0fdde88ad2648aed0800f7f68f8c5f771a87b4077d8	TOWER_OF_INSOLENCE	VALID	1	115628	16025	7992	115644	16025	7992	1	STATIC_XML_CLEAR
1c56d78ffdac1b0da447c1f7bd9a5e5e6504124a4c537474049ec9aeb883a57f	SSQ_CATACOMBS_NECROPOLIS	VALID	1	-13390	15957	-4896	-13374	15957	-4896	1	STATIC_XML_CLEAR
1efdf32e79e5f96cb692ebe8ca91b83fb7492c66a087ba318def9334fbcb1320	IVORY_TOWER	VALID	1	75585	17999	-3736	75601	17999	-3736	1	STATIC_XML_CLEAR
1efea4bba5b81c2a561533d3258518238916b263c144289587451b6ab186f89f	SSQ_CATACOMBS_NECROPOLIS	VALID	1	-19668	81987	-5168	-19652	81987	-5168	1	STATIC_XML_CLEAR
1f10b1e0161539b2693a8e7c25fe86d649c90e1e6317b0ab9241f893f1762c3f	SSQ_CATACOMBS_NECROPOLIS	VALID	1	-47154	-244576	-7904	-47138	-244576	-7904	1	STATIC_XML_CLEAR
1f561880f97126e32e40700300dca137db71500bd80bebf60a372495ecd8776f	SSQ_CATACOMBS_NECROPOLIS	VALID	1	145415	89956	-5424	145431	89956	-5424	1	STATIC_XML_CLEAR
1f6e197c43cb1167e00878263f5670f6f11f77fa1c7039595c753e66fca56aa0	IVORY_TOWER	VALID	1	81482	15546	-5288	81498	15546	-5288	1	STATIC_XML_CLEAR
1f7aa929a57feededa2de9de922bf54b65b6aedcc6ab900e2f35dac12613514d	TOWER_OF_INSOLENCE	VALID	1	115430	14533	-640	115446	14533	-640	1	STATIC_XML_CLEAR
1fb9d0bbebef28d7a6755b1711ab21ade35d35b033ee80737666ce28cead72d4	SSQ_CATACOMBS_NECROPOLIS	VALID	1	-43004	210862	-5080	-42988	210862	-5080	1	STATIC_XML_CLEAR
1fff8e2713e4428de21c69fe59eb7071bccba6c94f95fccdb7e3a5c0449f2684	SSQ_CATACOMBS_NECROPOLIS	VALID	1	-19184	80703	-5168	-19168	80703	-5168	1	STATIC_XML_CLEAR
204bf5fbbd0b1cd84112187024d666cd80e20889e665fdec18c1ffa7f13dad09	SSQ_CATACOMBS_NECROPOLIS	VALID	1	51188	174917	-4976	51204	174917	-4976	1	STATIC_XML_CLEAR
205714bc055cbdc0623ac4a42269f59152b7078a9c22b716290386dcfc4f403f	SSQ_CATACOMBS_NECROPOLIS	VALID	1	47221	171586	-4976	47237	171586	-4976	1	STATIC_XML_CLEAR
2080129e73c88403e827ddd95f20cffde7bba2c56776201f8cf70c75a473b7fd	SSQ_CATACOMBS_NECROPOLIS	VALID	1	120363	137400	-4824	120379	137400	-4824	1	STATIC_XML_CLEAR
217066659815bde21ba98e7ad637d0e41fbcfcabab72e10a1d6c33ba75dfad9c	SSQ_CATACOMBS_NECROPOLIS	VALID	1	-13396	13502	-4896	-13380	13502	-4896	1	STATIC_XML_CLEAR
217709509636896b5442c4cab66946681d072c6d82c2dcabf1eddf099051eaec	IVORY_TOWER	VALID	1	95792	2623	-3720	95808	2623	-3720	1	STATIC_XML_CLEAR
21c1af5b755e64f43abc4d48ae457dcaeb28f3a2d06908561482c05ae2558405	SSQ_CATACOMBS_NECROPOLIS	VALID	1	93746	214906	-5432	93762	214906	-5432	1	STATIC_XML_CLEAR
21dd5b73d1286b655f16b3d3666130f6057e5e0d7495e9cc9534a2b49f876deb	TOWER_OF_INSOLENCE	VALID	1	112930	17774	5984	112946	17774	5984	1	STATIC_XML_CLEAR
226106c6653b35fb70c062dfb393942555e0ac499450918fea6706b15a41f36c	IVORY_TOWER	VALID	1	95259	12469	-3536	95275	12469	-3536	1	STATIC_XML_CLEAR
22894ed980b07d9ed7524684bbd0c3385a9aa278ab60c773f9653e8dd34873a7	TOWER_OF_INSOLENCE	VALID	1	115926	15866	928	115942	15866	928	1	STATIC_XML_CLEAR
24200e656cbe6d203b91ed80eeafd780fc30f35bd6fa89a87c6ee5f26a7f9d98	SSQ_CATACOMBS_NECROPOLIS	VALID	1	-44354	210856	-5080	-44338	210856	-5080	1	STATIC_XML_CLEAR
245c4d2c36c72c11043e56fe9288223870f69234ae6ea13c8a40526a5fa0300f	SSQ_CATACOMBS_NECROPOLIS	VALID	1	-10996	-240481	-8160	-10980	-240481	-8160	1	STATIC_XML_CLEAR
249a7831febb71267b349c4a78047ce2a4967ba751ecbd6d6090bb710f54ca14	DEVILS_ISLE	VALID	1	48903	218874	-3584	48919	218874	-3584	1	STATIC_XML_CLEAR
249f18a0a95fdea3e77c5b7f35d32ff0030ae000f355d1d260b3bd405c7683b0	SSQ_CATACOMBS_NECROPOLIS	VALID	1	-49296	210128	-5080	-49280	210128	-5080	1	STATIC_XML_CLEAR
24f120d6ef183ba4092b62202e07debb05f940f4b29915bc707450f25f68d331	TOWER_OF_INSOLENCE	VALID	1	116631	16046	-640	116647	16046	-640	1	STATIC_XML_CLEAR
24f298f8535b7f3ab04b423a1f31a8eaddc4eb10355216e08f63d31a5a904173	DEVILS_ISLE	VALID	1	42149	202205	-4112	42165	202205	-4112	1	STATIC_XML_CLEAR
25b4d8712a378b3a94b41e2b2ead70258c7c0acd435aad08669bbb9acecaf212	SSQ_CATACOMBS_NECROPOLIS	VALID	1	120866	136128	-4824	120882	136128	-4824	1	STATIC_XML_CLEAR
25c4cceb85a64afa16b7b0e9f45f60ba39f91ca897ddb0b228620c1b20b75648	SSQ_CATACOMBS_NECROPOLIS	VALID	1	145408	79684	-5424	145424	79684	-5424	1	STATIC_XML_CLEAR
2667a812e0761a158b3828cd6be5ed7c269e6adb626ea671cfdaad9a1b0565b1	SSQ_CATACOMBS_NECROPOLIS	VALID	1	118957	135030	-4824	118973	135030	-4824	1	STATIC_XML_CLEAR
269fe5493d1dd3df4d6f36d46af2be96eb6f4b22d1b1f86284dd0ba4ac20cba9	SSQ_CATACOMBS_NECROPOLIS	VALID	1	-42929	-247552	-7904	-42913	-247552	-7904	1	STATIC_XML_CLEAR
26cdc2a0529f8dbd600d5562ed30c3751a6d07d85bb89f83e12203b85e9cd4cc	DEVILS_ISLE	VALID	3	50127	208268	-2704	50143	208268	-2704	3	STATIC_XML_CLEAR
28006d2f7dec79379a60a30c20ccb82a0d524a2f4513c2c22ade3ab1f72c74fe	SSQ_CATACOMBS_NECROPOLIS	VALID	1	91846	216454	-5432	91862	216454	-5432	1	STATIC_XML_CLEAR
28f24d17defb1e40d4c3f2720984755d1506822b57d5f79609094d76b122082c	DEVILS_ISLE	VALID	1	51929	211263	-3024	51945	211263	-3024	1	STATIC_XML_CLEAR
29463d5f8a204936fd6d1f7fb1a3720537980f8b77de364f59621fe0ad79847a	SSQ_CATACOMBS_NECROPOLIS	VALID	1	180478	-10428	-4896	180494	-10428	-4896	1	STATIC_XML_CLEAR
29545a8470779c4c7100df8f085148ffff6d114c7957cc1beff974f30510082a	TOWER_OF_INSOLENCE	VALID	1	112948	14381	928	112964	14381	928	1	STATIC_XML_CLEAR
29e0f904e6b1dcc9bad64bd5d4149a4465e5576a2fb110db2c22772d0172ea9b	TOWER_OF_INSOLENCE	VALID	1	114880	14272	6992	114896	14272	6992	1	STATIC_XML_CLEAR
29f4cdd25506f6a5d8cacaa5f260d6660de78166003b55ae62d0468230bcb454	SSQ_CATACOMBS_NECROPOLIS	VALID	1	-47270	220430	-5080	-47254	220430	-5080	1	STATIC_XML_CLEAR
29fd6a1983a590ef1852e4494d0bbec47da30170733ad290193248466fd12c88	SSQ_CATACOMBS_NECROPOLIS	VALID	1	-14480	13500	-4896	-14464	13500	-4896	1	STATIC_XML_CLEAR
2a19e379290b17275b21d585162c1802c615d197748f6bc37f7f8ea90399fca0	SSQ_CATACOMBS_NECROPOLIS	VALID	1	-8787	14591	-4896	-8771	14591	-4896	1	STATIC_XML_CLEAR
2a5ab13cb674a6200d5ff19cdef2fff2b687abc8bfe7472307a2a83934f68d47	DEVILS_ISLE	VALID	1	43156	214305	-3688	43172	214305	-3688	1	STATIC_XML_CLEAR
2a60a9b26103a40f7de9897aadf34e0919bcf3bb07fe3e936d66c82f65e1764d	SSQ_CATACOMBS_NECROPOLIS	VALID	1	-11343	-250036	-8160	-11327	-250036	-8160	1	STATIC_XML_CLEAR
2a66a50f8960e89c914744b256f1a0c60b17c1264b6418653f99d5d4457cc30b	SSQ_CATACOMBS_NECROPOLIS	VALID	1	178349	-17621	-4896	178365	-17621	-4896	1	STATIC_XML_CLEAR
2abf69ec00b777339013198cc5df9487fdf0bad19fd0a760d3cf8d7811b62347	SSQ_CATACOMBS_NECROPOLIS	VALID	1	149822	86014	-5424	149838	86014	-5424	1	STATIC_XML_CLEAR
2b4188b0ab61c62d92bc2a5b9f5fa158012530c67a76406d8201fd513420c6f2	SSQ_CATACOMBS_NECROPOLIS	VALID	1	-47156	-250267	-7904	-47140	-250267	-7904	1	STATIC_XML_CLEAR
2b62b01782e484a9d8d6e20d934acfea0f6de17efa4df7d313283b5a09099b66	DEVILS_ISLE	VALID	1	50114	213785	-3364	50130	213785	-3364	1	STATIC_XML_CLEAR
2bd572419a9adb3789fbf99af637c351ea1cc4e00638d2c4b99cda4e95cb16f5	SSQ_CATACOMBS_NECROPOLIS	VALID	1	20722	-245754	-9576	20738	-245754	-9576	1	STATIC_XML_CLEAR
2cc58b1a38dda7cf0aa18860b2be2703dcc532783244b93a793fd59feba10895	DEVILS_ISLE	VALID	1	49082	213336	-3424	49098	213336	-3424	1	STATIC_XML_CLEAR
2d32bdebdb137fca96b7641029a87234cadf94cd94de1fd0e23f322a20bf834e	IVORY_TOWER	VALID	1	78357	7684	-3248	78373	7684	-3248	1	STATIC_XML_CLEAR
2d7a858e21c84292c89bb6802b547411244cd7b09a6583651a09c8c7675163c5	SSQ_CATACOMBS_NECROPOLIS	VALID	1	-45359	-239935	-7904	-45343	-239935	-7904	1	STATIC_XML_CLEAR
2d8cff9cca38c2cab30f31564fbae980ed35c9ad51e8ce63c59163f6827f9b11	SSQ_CATACOMBS_NECROPOLIS	VALID	1	177278	-17601	-4896	177294	-17601	-4896	1	STATIC_XML_CLEAR
2ddd5ca1723fbd4350de8c15401970a76c6fa6fc0893f627545d24b5a500fc0f	SSQ_CATACOMBS_NECROPOLIS	VALID	1	93748	219534	-5432	93764	219534	-5432	1	STATIC_XML_CLEAR
2e22b7f7fee9eda5e1d9c2e823756d16d622f4bcb08e1445862175439878dcf0	SSQ_CATACOMBS_NECROPOLIS	VALID	1	-46222	79103	-4736	-46206	79103	-4736	1	STATIC_XML_CLEAR
2ef967be2a098437fd8e58c550857afe8091c8a25be3697b99bf185492cc32bf	SSQ_CATACOMBS_NECROPOLIS	VALID	1	146485	85380	-5424	146501	85380	-5424	1	STATIC_XML_CLEAR
2fada487fac12271c0037c27232db643d1db664520c072236253f2e23e60d04e	TOWER_OF_INSOLENCE	VALID	1	113827	14502	-640	113843	14502	-640	1	STATIC_XML_CLEAR
2fb0193af98dcc2f57a373809e996e944851147ae1009baf6466d69ed21bdf5b	SSQ_CATACOMBS_NECROPOLIS	VALID	1	13680	-247039	-9576	13696	-247039	-9576	1	STATIC_XML_CLEAR
2fc61e68b781ea77503e4b76b5cac89f35a2cd3827afaa0af9ae47ee7fd55488	SSQ_CATACOMBS_NECROPOLIS	VALID	1	49854	118930	-5408	49870	118930	-5408	1	STATIC_XML_CLEAR
2fd48d343710dce716912c2370807654009adadced6c2d68776afd9fdc073c8d	SSQ_CATACOMBS_NECROPOLIS	VALID	1	146483	84282	-5424	146499	84282	-5424	1	STATIC_XML_CLEAR
2fe934bf9b1f2ea6ecf22537baf8dcedf20c87d8ad40e836b43f2b6de832b486	DEVILS_ISLE	VALID	1	46625	220505	-3584	46641	220505	-3584	1	STATIC_XML_CLEAR
30885b273c841b3ff2e45627702f91ce28efb1211a34f19a7c8caa56a88c6f1a	TOWER_OF_INSOLENCE	VALID	1	115981	16054	4976	115997	16054	4976	1	STATIC_XML_CLEAR
30d33bf4c637d6c2112a24eb565ceff18de4b973af6bffab037eff1e0e63a783	SSQ_CATACOMBS_NECROPOLIS	VALID	1	-17937	14633	-4896	-17921	14633	-4896	1	STATIC_XML_CLEAR
