connector_id	from_x	from_y	from_z	from_instance	to_x	to_y	to_z	to_instance
content.edge.233039626ffaf113a2968a9c	115803	14964	1944	0	116334	14373	928	0
content.edge.23380d81f247ee988c12a8a5	114244	14614	2952	0	114677	14743	1944	0
content.edge.234b0e4984655d13be465a84	83000	209213	-5443	0	83446	211236	-5432	0
content.edge.23b5b22d45edbe655e8760ed	-8786	13505	-4896	0	-8787	14591	-4896	0
content.edge.24d2a95418fb81b209fa8f52	-20202	-245084	-8160	0	-18386	-244353	-8160	0
content.edge.2592dd734772491cdd57bfb6	115803	14964	1944	0	115566	15108	2952	0
content.edge.25da3e4323d2c2dd93c3d099	46520	121136	-5408	0	46406	120047	-5408	0
content.edge.262807af9790099c2e54db39	115584	17252	4976	0	116360	17765	5984	0
content.edge.26483d4697011d0577935209	-14517	-250784	-8160	0	-12687	-250038	-8160	0
content.edge.26db05ae144bbf2addc4245c	55554	115380	-5408	0	55558	113231	-5408	0
content.edge.26e940bd2e0492093d12bb13	-46224	84800	-4736	0	-45486	86249	-4736	0
content.edge.277b220aaece1941a22ec3f6	116219	178603	-5432	0	117295	178619	-5432	0
content.edge.27ef796fee620a655279cfb2	-52221	-247256	-7904	0	-52843	-245666	-7904	0
content.edge.28007d35025128d3d030e784	186549	-78098	-6608	0	183670	-78108	-5960	0
content.edge.2826afc133cf5fefdb6ea8ce	48277	216069	-3584	0	48909	217325	-3584	0
content.edge.283aede9747e38bf4c62251e	-12687	-250038	-8160	0	-11343	-250036	-8160	0
content.edge.2892bb292fa5f27c74ddc352	115156	17252	3960	0	114478	17472	2952	0
content.edge.28991d4f728ccc4478c26e4e	113499	17170	1944	0	113477	16850	928	0
content.edge.289ae3645c973b8281a4db43	178726	-15706	-4896	0	176924	-14900	-4896	0
content.edge.29081c87f765749b1575ef13	149804	87770	-5424	0	149822	86014	-5424	0
content.edge.295f66539e23c0a67728fe64	51188	174917	-4976	0	52269	174908	-4976	0
content.edge.296bebacbb7fa96860db29ed	-14540	78494	-5168	0	-13317	77693	-5168	0
content.edge.2983adf17b304ba9e101fed2	-45837	80067	-4736	0	-46218	81494	-4736	0
content.edge.29deb1af4d80caabe90ad555	-52254	79103	-4743	0	-51918	81564	-4736	0
content.edge.29f5cdf6063eaa31cde08934	-46229	83706	-4736	0	-44823	83332	-4736	0
content.edge.2a40690f23789fd1f10e54fe	145408	85382	-5424	0	146485	85380	-5424	0
content.edge.2a72e265d92e6208f1322af1	89259	8053	-3184	0	88693	7643	-3136	0
content.edge.2ad75e41b4457c11d9f57392	46584	210594	-3592	0	47437	211609	-3592	0
content.edge.2b0304ff5eac21326654d93e	189446	-80970	-6608	0	189438	-83846	-5960	0
content.edge.2bca8e30ac18722da205191b	-18222	86977	-5168	0	-16786	87677	-5168	0
content.edge.2c3ac25d9e59cae80a10e510	13680	-247039	-9576	0	13672	-245687	-9576	0
content.edge.2cf75c94bbde5fb00a839eb3	-16271	-249346	-8160	0	-15599	-250786	-8160	0
content.edge.2d90a2054b381f4aa9effe2c	114880	14272	6992	0	114648	13646	5984	0
content.edge.2ee43341d76596e93eef5f43	180820	-81018	-4672	0	181429	-78686	-2728	0
content.edge.2ef23c4b6b0333b9cf6af307	49528	207404	-3592	0	50843	206598	-4000	0
content.edge.2f245bd67242132243b83a07	50114	213785	-3364	0	50260	212504	-3344	0
content.edge.2f712bc7e7c9b89dc4331fee	-43507	-249896	-7904	0	-42929	-247552	-7904	0
content.edge.2fc437efb51b29b66e108b7a	115193	16587	6992	0	114688	16080	5984	0
content.edge.3028d1acfb34ef15be907233	120007	180084	-5432	0	120398	181821	-5432	0
content.edge.30a14b1767ce0904e51ffe0b	177960	-81043	-4024	0	175102	-81091	-3376	0
content.edge.313506e3071d74e900778541	111273	174015	-5417	0	113414	174742	-5432	0
content.edge.315a8e8c6be431b84e77e42f	44926	206189	-3712	0	46423	205792	-3616	0
content.edge.31a80deb241b5763909630c8	49295	176386	-4976	0	46962	176964	-4976	0
content.edge.31ae4cb8470060d367721603	-42929	-247552	-7904	0	-42544	-245661	-7904	0
content.edge.31bc771d161badeb3eb8c1cd	49816	210366	-2704	0	50083	210401	-3728	0
content.edge.31e4f524e66959525ff3bcc8	23281	-248508	-9576	0	23297	-246264	-9576	0
content.edge.32c56c55deac9f1ec488b04a	55545	117837	-5408	0	55548	118935	-5408	0
content.edge.32fe2ba8ff1b8dbb37a5780d	114647	15064	7992	0	114880	14272	6992	0
content.edge.331ad23d8ee7730e30139138	183665	-80987	-5320	0	180820	-81018	-4672	0
content.edge.33c58d4bdf4f8e0508de38bb	116180	15225	-640	0	115958	14775	-2120	0
content.edge.34c31fa279534f24a5f64f5e	115958	14775	-2120	0	115906	14853	-3608	0
content.edge.36553a0e70590f2a48a05d91	51604	209960	-2608	0	52593	209968	-2464	0
content.edge.3673e82a24d02a900c41cb78	55599	178402	-4976	0	55603	176656	-4976	0
content.edge.379eb9f77626e69dce28655d	-11982	-243210	-8160	0	-9906	-242494	-8160	0
content.edge.38501434241abb2747553994	81482	15546	-5288	0	81394	18546	-5288	0
content.edge.386d20a0b0d520bc1f2edc5f	-8785	19209	-4896	0	-10028	19486	-4896	0
content.edge.38a8346f057e5d38eb37a29f	-43632	-239973	-7904	0	-45359	-239935	-7904	0
content.edge.38f7b9ebf337b0f3d746644f	89695	15767	-5288	0	88434	18691	-5288	0
content.edge.38f8010dea90dcb62303e4dc	113499	17170	1944	0	113369	16068	1944	0
content.edge.393f2b94f87b8553002c3222	50950	118927	-5408	0	51317	120827	-5408	0
content.edge.39c383519f69402f514b02c6	-12367	-246786	-8160	0	-10192	-247426	-8160	0
content.edge.39c5cae028fa5af62ce3b757	-21726	77385	-5177	0	-19951	78058	-5168	0
content.edge.39d48ead1b0dd006d47d208f	146483	84282	-5424	0	145400	84258	-5424	0
content.edge.39d5c45bd0677cba686dc0b7	178726	-15706	-4896	0	180462	-16082	-4896	0
content.edge.3aa724cda7695c3d446c6867	-18066	-241093	-8160	0	-19572	-242081	-8160	0
content.edge.3b70592242224b21a27cb83e	114637	16062	7992	0	113632	16109	7992	0
content.edge.3bcff2c4f01142008d6fafe3	179310	-13380	-4896	0	180756	-13010	-4896	0
content.edge.3be8a3d3a8f965ce12a9a54e	-51880	-240364	-7904	0	-52851	-239970	-7904	0
content.edge.3c0c8c6f4826d106c97c0749	93130	211674	-5432	0	92493	209518	-5432	0
content.edge.3c2109a4e3737e8b3e08b2da	175071	-75345	-2728	0	175073	-78218	-2728	0
content.edge.3cacdb4a342289a915f6cda1	-51873	212594	-5080	0	-49981	212212	-5080	0
content.edge.3cc8a00903decf389db9d508	143256	88482	-5424	0	140782	89990	-5424	0
content.edge.3d13e264be3d824fbc849339	84915	15969	-4289	0	81482	15546	-5288	0
content.edge.3d279244a46898d3c4adb3d3	45799	209611	-3592	0	46584	210594	-3592	0
content.edge.3d28b749355fd8bf54338801	175360	-11543	-4896	0	175764	-9797	-4896	0
content.edge.3d3ce023caf5cab29915d61d	88758	19467	-5272	0	85850	20859	-5288	0
content.edge.3fba79b9c5c30089925e77ff	50260	212504	-3344	0	49849	211615	-3224	0
content.edge.400f587e92e982b49a0b1c01	178760	-10010	-4896	0	178338	-7318	-4896	0
content.edge.401848b8edeef6ee3e13c2bb	52936	179168	-4976	0	52271	180604	-4976	0
content.edge.4035b4045163d1d66d0c860c	55554	123534	-5408	0	55174	122134	-5408	0
content.edge.404b670feb04276fb2d8a92e	95259	12469	-3536	0	95459	13873	-3512	0
content.edge.40e082bc24eba5dbfba3ebd8	56878	175997	-4976	0	56879	174908	-4976	0
content.edge.41163c4eaf2815b0b230c0d7	93746	214906	-5432	0	93743	213820	-5432	0
content.edge.41440403d1a6ffec1bc54a91	43184	204415	-3752	0	42510	203605	-3816	0
content.edge.416aa3a26c8f8605c49fe9d5	-41574	214736	-5080	0	-41862	213494	-5080	0
content.edge.419abd3863d3e62719811e55	48970	171588	-4976	0	48466	173400	-4976	0
content.edge.41a99f1a84519659eb91a7df	50946	117844	-5408	0	50944	116752	-5408	0
content.edge.41b34d374a2174008e930c6a	115497	17591	-640	0	115975	17355	-2120	0
content.edge.41b8e4859a09b3495851a500	114637	16062	7992	0	115628	16025	7992	0
content.edge.41d538b2fe50f32cac148a69	42149	202205	-4112	0	41837	201652	-4232	0
content.edge.420e0df9253f46065fb5a34c	-42544	-241987	-7904	0	-42544	-239976	-7904	0
content.edge.426075ff7191596d3eced6da	48448	208626	-3552	0	50035	208692	-3728	0
content.edge.43a012e473e82a8ebb06169f	94230	6414	-3016	0	95792	2623	-3720	0
content.edge.44bbc7132cc9b5b489f7dabb	52650	171263	-4976	0	52270	170302	-4976	0
content.edge.45d0c0d92f86f8b94e4c189c	53654	115766	-5408	0	55554	115380	-5408	0
content.edge.460f61b1103d56ac9e53fec2	75452	11248	-3576	0	76323	12349	-3528	0
content.edge.46f9b4d22db38a42b683d19c	176924	-14900	-4896	0	175152	-14500	-4896	0
content.edge.471ef46aabd8a3ada558560b	52270	170302	-4976	0	51180	170302	-4976	0
content.edge.47893029cbd98391325eee07	173046	-10940	-4896	0	172646	-9463	-4896	0
content.edge.47975e78c7e9b007cef326d7	-8750	16319	-4896	0	-8786	18120	-4896	0
content.edge.47e0a2e0f21879ef778c9453	-47310	83708	-4736	0	-46229	83706	-4736	0
content.edge.482e844cb023d6905680fefb	114478	17472	2952	0	114483	17487	2952	0
content.edge.483e17e086ae171ee414d85d	76905	23617	-3512	0	81977	25550	-3488	0
content.edge.4912182dfbcb6e387d394dd9	-8786	18120	-4896	0	-8785	19209	-4896	0
content.edge.49463ab265a8d81d37b92740	-14416	79585	-5168	0	-12588	80092	-5168	0
content.edge.499bb2dbf28ad41c58122e4b	15956	-244509	-9576	0	17568	-243851	-9576	0
content.edge.4a2ff4297d2d541cccd4e991	140404	79678	-5431	0	141876	79688	-5424	0
content.edge.4a40fd95eb23bfcf88ac9187	145074	88092	-5424	0	143256	88482	-5424	0
content.edge.4a73f60891a5347780a9616d	-47950	217267	-5080	0	-48772	218554	-5080	0
content.edge.4aa52fb6c06891580d2fe680	149822	86014	-5424	0	151094	85346	-5424	0
content.edge.4b28baf4b2c22d04c4e4462c	46578	176000	-4976	0	46582	174916	-4976	0
content.edge.4b2ef92a19b9ba4a9ce7b7b7	55101	216166	-4056	0	55166	215094	-4216	0
content.edge.4b5665c004679154660271ad	88048	213835	-5432	0	85896	213808	-5432	0
content.edge.4d2878d1b23bd066ff883025	55727	179484	-4976	0	56884	180606	-4976	0
content.edge.4d58ae89f5aef88d2c175cac	47894	212506	-3344	0	47964	213774	-3424	0
content.edge.4da25deb585463f545baa162	42715	211504	-3712	0	42206	210434	-3712	0
content.edge.4e2b8fe633ca6119a5fa665d	92495	21839	-3512	0	92723	22139	-3376	0
content.edge.4e4a3778d9464b37863c043b	94230	6414	-3016	0	97341	8281	-3696	0
content.edge.4e73538caa6c697af14fe6d9	89138	214899	-5432	0	90549	215591	-5432	0
content.edge.4ed45f2c1692ecf38c111a1a	17568	-243851	-9576	0	18640	-243874	-9576	0
content.edge.4f3986db127363e424bda57a	177278	-17601	-4896	0	178349	-17621	-4896	0
content.edge.4faef8c8664619eeda24e277	55005	211856	-3880	0	54982	211998	-3880	0
content.edge.50602f3af13021247d75565a	-19058	-249664	-8160	0	-17841	-250467	-8160	0
content.edge.50743b21f03dd47fb1258fbf	-52457	-242696	-7904	0	-50738	-243080	-7904	0
content.edge.514f82f5344f5f1361cbe20f	12521	-248481	-9585	0	13680	-247039	-9576	0
content.edge.51798e55b2588bcf64be0bc5	114677	14743	1944	0	113737	13878	928	0
content.edge.51ff41432aca7ad1056f2a6c	50879	209960	-2704	0	49816	210366	-2704	0
content.edge.52fe19d5b31462a36445e7f0	49743	174230	-4976	0	51188	174917	-4976	0
content.edge.546edaf4f41c3ecd7591b6d4	117300	174004	-5432	0	118397	173999	-5432	0
content.edge.54ed1a7a83919bf935176e13	51317	120827	-5408	0	53057	120424	-5408	0
content.edge.54f4a863478f87beba41e579	18644	-246482	-9576	0	20722	-245754	-9576	0
content.edge.5507cdf8d0bd9e673b8becac	140784	81694	-5424	0	142864	82392	-5424	0
content.edge.5519003177556f2ed14c23d8	117657	180692	-5432	0	117304	182112	-5432	0
content.edge.552a995152ef6bb0e2b20373	115584	17252	4976	0	114630	17463	4976	0
content.edge.559657f166995e007ccd0ae3	112410	17002	5984	0	112222	16061	5984	0
content.edge.56647dc0f1c26a5ad4daf771	54991	170693	-4976	0	56877	170300	-4976	0
content.edge.574e4948997b2ba7882020d9	-45837	80067	-4736	0	-43504	79486	-4736	0
content.edge.5793741a0ff033643f6f4c4e	-53174	-250275	-7911	0	-51028	-249533	-7904	0
content.edge.57bf19f90a603d2fefba2d0d	87601	4296	-2776	0	82180	4485	-2912	0
content.edge.5858b122f3be5c938ece6387	113827	14502	-640	0	113345	14741	-2120	0
content.edge.59199656c9bb2872797014b3	90280	218357	-5432	0	89149	219520	-5432	0
content.edge.59a7b65f0c7ffe46b665eff0	-8787	14591	-4896	0	-8750	16319	-4896	0
content.edge.5a004579f89746a7ae6be742	48970	171588	-4976	0	50065	171456	-4976	0
content.edge.5a4f2c349fa1b7bf9ddf9810	-19184	80703	-5168	0	-20268	80830	-5168	0
content.edge.5a68fdfcbd25e483fd26b844	50065	171456	-4976	0	50865	172673	-4976	0
content.edge.5acd02ca6953cc98e2da11a4	-42530	216216	-5080	0	-41951	218542	-5080	0
content.edge.5ae608fdd68e864f7fa563d2	-17898	84222	-5168	0	-17102	85440	-5168	0
content.edge.5b8c8944a1bf86d4b91e0c4f	120007	180084	-5432	0	121900	179704	-5432	0
content.edge.5c67cb4ff5a535ee902051c3	47276	209176	-3584	0	48448	208626	-3552	0
content.edge.5cd185e72926338630a64cc8	-14510	-242720	-8160	0	-15893	-241730	-8160	0
content.edge.5cd2be020c2055bb8d9e82a9	-50604	218034	-5080	0	-50584	219780	-5080	0
content.edge.5d0c3fc897af250db1b593b5	113536	17155	4976	0	113379	16122	4976	0
content.edge.5d785155abee499ebc2cf9e1	43408	206881	-3752	0	43184	204415	-3752	0
content.edge.5e4f670277ffdddf138387c2	-15148	14944	-4896	0	-13390	15957	-4896	0
content.edge.5ea4af806d24851276bcf7b2	-17937	14633	-4896	0	-17801	15712	-4896	0
content.edge.5f3c862cf4d9419a1d84ffcc	43614	213590	-3712	0	43156	214305	-3688	0
content.edge.5f444dafcf42ae76d4025d2c	-42860	85093	-4736	0	-41614	84806	-4736	0
content.edge.5fa5ba01f19316ff7e5b1ef3	146478	79678	-5424	0	146860	80638	-5424	0
content.edge.5fc4562c450c4786d8bc50dd	44926	206189	-3712	0	45728	207494	-3696	0
content.edge.600f743d8ef9c83cfb56305b	186542	-83852	-5320	0	186556	-80988	-5960	0
content.edge.60e56bdd2c6ff2b9993249e3	-52843	-245666	-7904	0	-52855	-244575	-7904	0
content.edge.60e6177619ae5695e42f6aff	180820	-81018	-4672	0	180620	-82324	-6592	0
content.edge.6129729512fc245a37052de4	180462	-16082	-4896	0	182959	-17605	-4896	0
content.edge.62788649cd575e9f85c0b5cd	46406	120047	-5408	0	45252	118928	-5408	0
content.edge.6387d1695b1de864c07c504c	51317	120827	-5408	0	51905	123153	-5408	0
content.edge.6393aa6cd122fc4b600a9318	43611	218592	-3824	0	43360	219055	-3904	0
content.edge.649295251e2272f4686e1fd5	50946	117844	-5408	0	52964	117840	-5408	0
content.edge.649ddf0ccf518e6fdec9f97d	143250	84296	-5424	0	142984	85374	-5424	0
content.edge.652cbae69fb919e29ab455a3	43156	214305	-3688	0	43852	215115	-3904	0
content.edge.653cac6ca5d43c35183f79c2	182948	-7306	-4896	0	182609	-8714	-4896	0
content.edge.654a834af255855b2c3051b7	120136	173976	-5432	0	121888	174015	-5432	0
content.edge.6576d4a8ce320a492d6533a6	114684	15216	4976	0	115525	14771	4976	0
content.edge.661ae352eb7df6ffd3afc056	20722	-245754	-9576	0	21147	-243934	-9576	0
content.edge.66a41d9cb6a5401a1bfe6394	-15598	-240480	-8160	0	-14516	-240480	-8160	0
content.edge.6711d120e22c829adcbaf8ee	114402	17854	6992	0	113525	17182	6992	0
content.edge.67407b0b6ab281689d1f2b1d	-51918	81564	-4736	0	-50039	81183	-4736	0
content.edge.682bca64ca113979f6eff98c	123254	137441	-4824	0	124320	137431	-4824	0
content.edge.68845474995e63fc71504916	-16788	83077	-5168	0	-16787	81985	-5168	0
content.edge.68d3b05c46c9f1226e79d4be	-49676	-249518	-7904	0	-48233	-250273	-7904	0
content.edge.68fbecc349db1bfbd0f30ad4	113025	16454	2952	0	113150	15418	2952	0
content.edge.69f6cfd83f945c36758914ef	117300	174004	-5432	0	117304	176038	-5432	0
content.edge.6a10dca248493e77a35019de	119383	176755	-5432	0	119780	178642	-5432	0
content.edge.6a2851fb5245f5e5a769559b	-50710	216939	-5080	0	-51872	217541	-5080	0
content.edge.6a53ab09770efe2e5ec262ce	-43004	210862	-5080	0	-44354	210856	-5080	0
content.edge.6a79f5c5167290c521c15e28	50114	213785	-3364	0	51281	215080	-3744	0
content.edge.6ab622f63a6ea481d2e4e001	89880	212008	-5432	0	89136	213827	-5432	0
content.edge.6bbc2d5586befeb5c53b6260	-17937	14633	-4896	0	-16733	13822	-4896	0
content.edge.6bcf76ba095ee5ab98ca9070	-18992	84352	-5168	0	-19505	86172	-5168	0
content.edge.6c2735107d34419d1dae729f	45282	216235	-3904	0	45315	215591	-3904	0
content.edge.6c434e656bbd8868b4283fdf	-10028	19486	-4896	0	-9394	21665	-4896	0
content.edge.6c9f9b2f2eb07a34cf993814	115566	15108	2952	0	115833	15575	3960	0
content.edge.6cad8bff4409848b74cf5d0c	42510	203605	-3816	0	41978	203094	-3920	0
content.edge.6cd853c8ff16e68890847f5c	-9908	-246176	-8160	0	-9896	-245054	-8160	0
content.edge.6d33b104f62be80230400c44	-18925	-248578	-8160	0	-18924	-246831	-8160	0
content.edge.6d5a0f88ebea83b862a70dfc	116114	16672	3960	0	115156	17252	3960	0
content.edge.6d7885b9d1d3e1aa581797ed	-18925	-248578	-8160	0	-17102	-248064	-8160	0
content.edge.6d8a9059dd1dbfdefc5b27ae	180620	-82324	-6592	0	181064	-83400	-6592	0
content.edge.6de4f460a51a05b0721b8de5	120398	181821	-5432	0	121896	184315	-5432	0
content.edge.6e5ca32b8673676efdc61531	47221	171586	-4976	0	48970	171588	-4976	0
content.edge.6f05d5c3555aab8d29636390	18637	-248486	-9576	0	19719	-248499	-9576	0
content.edge.6f17f7dffbc8ebb9f5d6a595	46962	176964	-4976	0	46578	176000	-4976	0
content.edge.6f3775f15c749644ecc40f1b	52269	174908	-4976	0	53672	174533	-4976	0
content.edge.6f69aa7428e53f8997712c9c	-47156	-250267	-7904	0	-44945	-250272	-7904	0
content.edge.6fc71e8ff65d7d76d47d8f74	-11495	15586	-4896	0	-10819	13513	-4896	0
content.edge.6ff4e6248052f267d15c01a6	52271	180604	-4976	0	51188	180607	-4976	0
