connector_id	from_x	from_y	from_z	from_instance	to_x	to_y	to_z	to_instance
content.bridge.87e2fad37f6b5b2e9442332a	45666	212569	-3752	0	42152	212508	-3712	0
content.bridge.374edc57f7e0c621d317f350	45837	214210	-3752	0	45373	217816	-3952	0
content.bridge.f448242a757ecc2aebd15c4f	50083	210401	-3728	0	53489	210757	-2456	0
content.bridge.bf9b3e3957375d413637f6a3	45837	214210	-3752	0	42161	214194	-3712	0
content.bridge.baf9b7312edd5c72c27ec52e	45875	211773	-3640	0	42206	210434	-3712	0
content.bridge.63bc8ebd443f0a07b8de5309	50843	206598	-4000	0	53604	208957	-2464	0
content.bridge.72eded018bff0a240421095d	50083	210401	-3728	0	53842	209964	-2464	0
content.bridge.88a9a88671fa1109db68360f	45837	214210	-3752	0	49468	215909	-3584	0
content.bridge.8c31b7e777923513ef503936	45837	214210	-3752	0	43856	217725	-3904	0
content.bridge.c4e118e52005e70492473c94	50035	208692	-3728	0	53773	206732	-3720	0
content.bridge.c71c7adec8ee9a3879f53225	45837	214210	-3752	0	48909	217325	-3584	0
content.bridge.90360c78f1ed550c2878049c	50083	210401	-3728	0	51773	214789	-4004	0
content.bridge.669009339b8fc57898096a78	50083	210401	-3728	0	52518	214410	-4216	0
content.bridge.c86fa131d7c70ea35f1bc12e	50083	210401	-3728	0	51281	215080	-3744	0
content.bridge.93e98b09aaeb475e43df2250	45837	214210	-3752	0	43611	218592	-3824	0
content.bridge.f4f449b5f5ba85bcb7d0f40a	50083	210401	-3728	0	55042	210544	-2464	0
content.bridge.2cc62b4aac4c16b6c3c44612	50083	210401	-3728	0	55005	211856	-3880	0
content.bridge.f42126799962325d18dbbf46	50083	210401	-3728	0	55049	209949	-2464	0
content.bridge.fc8ce4228871d5f3c2d8bda3	50083	210401	-3728	0	54982	211998	-3880	0
content.bridge.62a50dba7f74bdac5818f2e0	50083	210401	-3728	0	52214	215156	-3336	0
content.bridge.9b167dde70c78688adbd8306	45837	214210	-3752	0	43360	219055	-3904	0
content.bridge.3014e81f5ed16a1417a80125	45837	214210	-3752	0	48903	218874	-3584	0
content.bridge.c2bcaec7e4aa9f3c7c84d54d	50083	210401	-3728	0	55163	213986	-4216	0
content.bridge.995fabbb13672395b7394af1	45837	214210	-3752	0	45055	220422	-3584	0
content.bridge.ef08b802473e42364643ffcf	45837	214210	-3752	0	48317	219987	-3584	0
content.bridge.0fe91bdce9507aa1fcccedc1	45837	214210	-3752	0	46625	220505	-3584	0
content.bridge.0241b628734dae28a21e602a	50083	210401	-3728	0	53438	215871	-4056	0
content.bridge.ca386457c54c16af7d50f2e8	50083	210401	-3728	0	55166	215094	-4216	0
content.bridge.e5ee4e411a3a850c99ea2e5a	45837	214210	-3752	0	49441	220257	-3584	0
content.bridge.46907758272e3ac8406e4a7c	45837	214210	-3752	0	52220	217250	-3336	0
content.bridge.fc6d1d27a642ee4c94ee8dc8	45837	214210	-3752	0	48233	220896	-3584	0
content.bridge.688d7f32e8747b28dd3b2bb3	50083	210401	-3728	0	55101	216166	-4056	0
